action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,46.40085400702878,1,1,false,false,0,false,0,false
[con_ready1],2,46.73709731172994,1,1,true,false,0,true,0,false
[consuming1],3,47.669003663570315,1,0,false,false,1,false,0,false
[producing],4,53.156597670666045,2,1,false,false,1,false,0,false
[con_ready2],5,75.96796232289324,2,1,false,true,1,false,0,true
[consuming2],6,76.45571340557352,2,0,false,false,1,false,1,false
[producing],7,76.61737348342992,3,1,false,false,1,false,1,false
[con_ready1],8,84.54694222706135,3,1,true,false,1,true,1,false
[consuming1],9,85.76721594563928,3,0,false,false,2,false,1,false
[producing],10,208.762481863821,4,1,false,false,2,false,1,false
[con_ready1],11,222.90506627223078,4,1,true,false,2,true,1,false
[consuming1],12,223.54532657975386,4,0,false,false,3,false,1,false
[producing],13,279.244331224808,5,1,false,false,3,false,1,false
[con_ready2],14,286.25183237494065,5,1,false,true,3,false,1,true
[consuming2],15,287.1941431895707,5,0,false,false,3,false,2,false
[producing],16,318.33832540038094,6,1,false,false,3,false,2,false
[con_ready1],17,318.82104906474814,6,1,true,false,3,true,2,false
[consuming1],18,318.8630564364033,6,0,false,false,4,false,2,false
[producing],19,391.9290332649475,7,1,false,false,4,false,2,false
[con_ready2],20,411.81921058031753,7,1,false,true,4,false,2,true
[consuming2],21,413.3512174122876,7,0,false,false,4,false,3,false
[producing],22,436.4483129043987,8,1,false,false,4,false,3,false
[con_ready2],23,439.62975744667466,8,1,false,true,4,false,3,true
[consuming2],24,439.8037501232663,8,0,false,false,4,false,4,false
[producing],25,443.04578058595615,9,1,false,false,4,false,4,false
[producing],26,446.3760960778504,10,2,false,false,4,false,4,false
[con_ready1],27,457.06387415599744,10,2,true,false,4,true,4,false
[consuming1],28,458.89044691952324,10,1,false,false,5,false,4,false
[con_ready1],29,477.70278472587836,10,1,true,false,5,true,4,false
[consuming1],30,478.7280906175656,10,0,false,false,6,false,4,false
