action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,1.0226391049434402,1,1,false,false,0,false,0,false
[con_ready2],2,4.505914959968144,1,1,false,true,0,false,0,true
[consuming2],3,5.585100755085033,1,0,false,false,0,false,1,false
[producing],4,20.02223021820446,2,1,false,false,0,false,1,false
[con_ready1],5,20.79574290793821,2,1,true,false,0,true,1,false
[consuming1],6,21.671883503712614,2,0,false,false,1,false,1,false
[producing],7,120.59957482870811,3,1,false,false,1,false,1,false
[con_ready1],8,132.81119294057063,3,1,true,false,1,true,1,false
[consuming1],9,133.37998254133774,3,0,false,false,2,false,1,false
[producing],10,135.2711325354536,4,1,false,false,2,false,1,false
[con_ready1],11,137.06695076089065,4,1,true,false,2,true,1,false
[consuming1],12,138.52009416643534,4,0,false,false,3,false,1,false
[producing],13,166.55091817991155,5,1,false,false,3,false,1,false
[con_ready2],14,172.47457900638597,5,1,false,true,3,false,1,true
[consuming2],15,172.9327875262041,5,0,false,false,3,false,2,false
[producing],16,185.62326984242725,6,1,false,false,3,false,2,false
[con_ready1],17,186.1646658811825,6,1,true,false,3,true,2,false
[consuming1],18,186.74735100298273,6,0,false,false,4,false,2,false
[producing],19,196.35721135481518,7,1,false,false,4,false,2,false
[con_ready2],20,221.1977294106762,7,1,false,true,4,false,2,true
[consuming2],21,222.96282642220956,7,0,false,false,4,false,3,false
[producing],22,229.84886172028905,8,1,false,false,4,false,3,false
[con_ready1],23,244.65489268816262,8,1,true,false,4,true,3,false
[consuming1],24,245.92113699518882,8,0,false,false,5,false,3,false
[producing],25,340.71668836714764,9,1,false,false,5,false,3,false
[con_ready2],26,352.81024613193006,9,1,false,true,5,false,3,true
[consuming2],27,353.5793428833892,9,0,false,false,5,false,4,false
[producing],28,387.77596444196195,10,1,false,false,5,false,4,false
[con_ready1],29,416.00399833666,10,1,true,false,5,true,4,false
[consuming1],30,417.46356282540484,10,0,false,false,6,false,4,false
