,action,step,s_X0,s_X1,s_X2,s_X3,s_X4,s_X5,s_X6,s_X7,s_X8,s_X9,s_X10,s_X11,s_X12,s_X13,s_X14,s_X15,s_X16,s_X17,s_X18,s_X19
0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,REST_X0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,[X0_X3_GET_req],2,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,REST_X3,3,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,REST_X3,4,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,[X3_X14_GET_req],5,11,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,REST_X14,6,11,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7,REST_X14,7,11,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
8,[X14_X17_GET_req],8,11,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0
9,REST_X17,9,11,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0
10,REST_X17,10,11,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0
11,[X14_X17_GET_resp_2xx],11,11,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
12,[X3_X14_GET_resp_2xx],12,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,[X0_X3_GET_resp_2xx],13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,REST_X0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,[X0_X9_GET_req],15,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,REST_X9,16,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
17,REST_X9,17,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
18,[X9_X4_GET_req],18,3,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
19,REST_X4,19,3,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
20,REST_X4,20,3,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
21,[X4_X2_GET_req],21,3,0,1,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
22,REST_X2,22,3,0,2,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
23,REST_X2,23,3,0,5,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
24,[X2_X13_GET_req],24,3,0,6,0,6,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0
25,REST_X13,25,3,0,6,0,6,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0
26,REST_X13,26,3,0,6,0,6,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0
27,[X2_X13_GET_resp_2xx],27,3,0,3,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
28,[X4_X2_GET_resp_2xx],28,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
29,[X9_X4_GET_resp_2xx],29,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
30,[X0_X9_GET_resp_2xx],30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,REST_X0,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,[X0_X3_GET_req],32,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,REST_X3,33,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,REST_X3,34,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,[X3_X14_GET_req],35,11,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,REST_X14,36,11,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
37,REST_X14,37,11,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
38,[X14_X18_GET_req],38,11,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0
39,REST_X18,39,11,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0
40,REST_X18,40,11,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0
41,[X18_X7_GET_req],41,11,0,0,6,0,0,0,1,0,0,0,0,0,0,10,0,0,0,6,0
42,REST_X7,42,11,0,0,6,0,0,0,2,0,0,0,0,0,0,10,0,0,0,6,0
43,REST_X7,43,11,0,0,6,0,0,0,3,0,0,0,0,0,0,10,0,0,0,6,0
44,[X18_X7_GET_resp_2xx],44,11,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0
45,[X14_X18_GET_resp_2xx],45,11,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
46,[X3_X14_GET_resp_2xx],46,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,[X0_X3_GET_resp_2xx],47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,REST_X0,48,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,[X0_X16_GET_req],49,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,REST_X16,50,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
51,REST_X16,51,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
