action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,19.774063972417544,1,1,false,0,false
[con_ready],2,39.89429196034318,1,2,false,0,true
[producing],3,78.60218750414477,2,2,true,0,true
[consuming],4,80.9254357095005,2,1,false,1,false
[con_ready],5,113.0120722563419,2,2,false,1,true
[producing],6,117.12748142153521,3,2,true,1,true
[consuming],7,119.88142461847298,3,1,false,2,false
[con_ready],8,135.38246971013857,3,2,false,2,true
[producing],9,161.22430786125597,4,2,true,2,true
[consuming],10,161.23217539243888,4,1,false,3,false
[con_ready],11,182.02375055586748,4,2,false,3,true
[producing],12,189.23969309506336,5,2,true,3,true
[consuming],13,189.46730453116277,5,1,false,4,false
[con_ready],14,200.9567993254564,5,2,false,4,true
[producing],15,226.01051236240818,6,2,true,4,true
[consuming],16,226.26643161364274,6,1,false,5,false
[con_ready],17,255.81863775792763,6,2,false,5,true
[producing],18,287.60336765722764,7,2,true,5,true
[consuming],19,287.8118334978611,7,1,false,6,false
[producing],20,315.2410640915775,8,1,true,6,false
