action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,70.53439778230845,1,1,false,0,false
[con_ready],2,87.57712950100611,1,2,false,0,true
[producing],3,146.09913084286433,2,2,true,0,true
[consuming],4,147.3462061048393,2,1,false,1,false
[con_ready],5,171.77721270351512,2,2,false,1,true
[producing],6,244.6967942149439,3,2,true,1,true
[consuming],7,244.8449904748789,3,1,false,2,false
[con_ready],8,276.8451408057321,3,2,false,2,true
[producing],9,288.2632714258143,4,2,true,2,true
[consuming],10,288.6634655777126,4,1,false,3,false
[con_ready],11,290.1759782214914,4,2,false,3,true
[producing],12,319.48762725643826,5,2,true,3,true
[consuming],13,322.0900594503747,5,1,false,4,false
[con_ready],14,325.7446247803357,5,2,false,4,true
[producing],15,368.77650645476047,6,2,true,4,true
[consuming],16,368.9590892680638,6,1,false,5,false
[producing],17,377.2127427125863,7,1,true,5,false
