action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,34.57068891487277,1,1,false,0,false
[con_ready],2,42.164609605297535,1,2,false,0,true
[producing],3,93.2084494016354,2,2,true,0,true
[consuming],4,95.06112926171708,2,1,false,1,false
[con_ready],5,108.24120198738186,2,2,false,1,true
[producing],6,185.00276665324895,3,2,true,1,true
[consuming],7,185.78998454264274,3,1,false,2,false
[con_ready],8,203.08150099999477,3,2,false,2,true
[producing],9,248.25092936335284,4,2,true,2,true
[consuming],10,248.4063042003062,4,1,false,3,false
[con_ready],11,262.733731385801,4,2,false,3,true
[producing],12,343.1330618461273,5,2,true,3,true
[consuming],13,344.925255152915,5,1,false,4,false
[con_ready],14,353.7214941384818,5,2,false,4,true
[producing],15,354.02762064166006,6,2,true,4,true
[consuming],16,354.1517626016865,6,1,false,5,false
[con_ready],17,365.50647592574626,6,2,false,5,true
[producing],18,402.4814377664987,7,2,true,5,true
[consuming],19,402.53398685481056,7,1,false,6,false
[producing],20,413.07763114679125,8,1,true,6,false
