action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,7.062874247662471,1,1,false,0,false
[con_ready],2,34.7877017521185,1,2,false,0,true
[producing],3,63.22746608034579,2,2,true,0,true
[consuming],4,64.1847155317328,2,1,false,1,false
[con_ready],5,77.34556115876047,2,2,false,1,true
[producing],6,108.63930439811108,3,2,true,1,true
[consuming],7,108.77366814497812,3,1,false,2,false
[con_ready],8,112.55055421283978,3,2,false,2,true
[producing],9,218.36699544390882,4,2,true,2,true
[consuming],10,218.77321635670592,4,1,false,3,false
[con_ready],11,232.08574036772902,4,2,false,3,true
[producing],12,244.01364742521736,5,2,true,3,true
[consuming],13,245.33909679274154,5,1,false,4,false
[con_ready],14,252.5461427412964,5,2,false,4,true
[producing],15,289.5493046830492,6,2,true,4,true
[consuming],16,290.0898969299156,6,1,false,5,false
[con_ready],17,299.66562169065645,6,2,false,5,true
[producing],18,312.5322617810425,7,2,true,5,true
[consuming],19,313.67834109569026,7,1,false,6,false
[con_ready],20,328.19434823461086,7,2,false,6,true
[producing],21,328.46846219760556,8,2,true,6,true
[consuming],22,329.5871286617795,8,1,false,7,false
[con_ready],23,336.03067915950106,8,2,false,7,true
[producing],24,348.97581841255715,9,2,true,7,true
[consuming],25,349.3541400473155,9,1,false,8,false
[producing],26,350.29622174616213,10,1,true,8,false
