action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,168.23184589338584,1,1,false,0,false
[con_ready],2,171.28646441909547,1,2,false,0,true
[producing],3,197.8747358864024,2,2,true,0,true
[consuming],4,198.05535152200918,2,1,false,1,false
[con_ready],5,198.58659246193278,2,2,false,1,true
[producing],6,204.72214746934958,3,2,true,1,true
[consuming],7,207.68126420148047,3,1,false,2,false
[con_ready],8,214.78940980307894,3,2,false,2,true
[producing],9,223.13424664748752,4,2,true,2,true
[consuming],10,223.40151260607522,4,1,false,3,false
[con_ready],11,231.13395518979522,4,2,false,3,true
[producing],12,273.1969427226417,5,2,true,3,true
[consuming],13,273.65887368904754,5,1,false,4,false
[con_ready],14,282.7853389040357,5,2,false,4,true
[producing],15,293.3970639162593,6,2,true,4,true
[consuming],16,294.88786005258925,6,1,false,5,false
[con_ready],17,301.38098373022484,6,2,false,5,true
[producing],18,391.75787119216267,7,2,true,5,true
[consuming],19,392.44514063307935,7,1,false,6,false
[con_ready],20,403.12081964213377,7,2,false,6,true
[producing],21,420.4466548391449,8,2,true,6,true
[consuming],22,420.4800460136774,8,1,false,7,false
[con_ready],23,431.4021186593773,8,2,false,7,true
[producing],24,483.81543016891374,9,2,true,7,true
[consuming],25,486.7355936279132,9,1,false,8,false
[producing],26,500.5621877690858,10,1,true,8,false
