action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,53.96110611401515,1,1,false,0,false
[con_ready],2,54.780184117907766,1,2,false,0,true
[producing],3,62.08251365874515,2,2,true,0,true
[consuming],4,65.36887137890076,2,1,false,1,false
[con_ready],5,70.26797702575081,2,2,false,1,true
[producing],6,172.52808654038253,3,2,true,1,true
[consuming],7,172.68803758493004,3,1,false,2,false
[con_ready],8,176.16258994972918,3,2,false,2,true
[producing],9,198.2425370141722,4,2,true,2,true
[consuming],10,198.969328717905,4,1,false,3,false
[con_ready],11,200.73928457248,4,2,false,3,true
[producing],12,208.70234509273558,5,2,true,3,true
[consuming],13,208.83672552642813,5,1,false,4,false
[con_ready],14,210.65059633303213,5,2,false,4,true
[producing],15,240.62479900997934,6,2,true,4,true
[consuming],16,242.25132264231655,6,1,false,5,false
[con_ready],17,256.2869072147405,6,2,false,5,true
[producing],18,281.96812073297735,7,2,true,5,true
[consuming],19,282.05593239124073,7,1,false,6,false
[producing],20,296.750885257102,8,1,true,6,false
