,action,step,s_X0,s_X1,s_X2,s_X3,s_X4,s_X5,s_X6,s_X7,s_X8,s_X9,s_X10,s_X11,s_X12,s_X13,s_X14,s_X15,s_X16,s_X17,s_X18,s_X19
0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,REST_X0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,[X0_X11_GET_req],2,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,REST_X11,3,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4,REST_X11,4,19,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
5,[X11_X18_GET_req],5,19,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0
6,REST_X18,6,19,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0
7,REST_X18,7,19,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0
8,[X18_X13_GET_req],8,19,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,6,0
9,REST_X13,9,19,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,6,0
10,REST_X13,10,19,0,0,0,0,0,0,0,0,0,0,6,0,13,0,0,0,0,6,0
11,[X13_X2_GET_req],11,19,0,1,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,6,0
12,REST_X2,12,19,0,2,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,6,0
13,REST_X2,13,19,0,5,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,6,0
14,[X2_X19_GET_req],14,19,0,6,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,6,1
15,REST_X19,15,19,0,6,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,6,2
16,REST_X19,16,19,0,6,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,6,3
17,[X2_X19_GET_resp_2xx],17,19,0,3,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,6,0
18,[X13_X2_GET_resp_2xx],18,19,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,6,0
19,[X18_X13_GET_resp_2xx],19,19,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0
20,[X11_X18_GET_resp_2xx],20,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
21,[X0_X11_GET_resp_2xx],21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,REST_X0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,[X0_X7_GET_req],23,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,REST_X7,24,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
25,REST_X7,25,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
26,[X7_X16_GET_req],26,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0
27,REST_X16,27,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0
28,REST_X16,28,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,0,0,0
29,[X16_X15_GET_req],29,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,14,0,0,0
30,REST_X15,30,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,14,0,0,0
31,REST_X15,31,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,14,0,0,0
32,[X15_X6_GET_req],32,3,0,0,0,0,0,1,6,0,0,0,0,0,0,0,10,14,0,0,0
33,REST_X6,33,3,0,0,0,0,0,2,6,0,0,0,0,0,0,0,10,14,0,0,0
34,REST_X6,34,3,0,0,0,0,0,5,6,0,0,0,0,0,0,0,10,14,0,0,0
35,[X6_X10_GET_req],35,3,0,0,0,0,0,6,6,0,0,1,0,0,0,0,10,14,0,0,0
36,REST_X10,36,3,0,0,0,0,0,6,6,0,0,2,0,0,0,0,10,14,0,0,0
37,REST_X10,37,3,0,0,0,0,0,6,6,0,0,3,0,0,0,0,10,14,0,0,0
38,[X6_X10_GET_resp_2xx],38,3,0,0,0,0,0,3,6,0,0,0,0,0,0,0,10,14,0,0,0
39,[X15_X6_GET_resp_2xx],39,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,14,0,0,0
40,[X16_X15_GET_resp_2xx],40,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0
41,[X7_X16_GET_resp_2xx],41,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
42,[X0_X7_GET_resp_2xx],42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,REST_X0,43,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,[X0_X11_GET_req],44,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45,REST_X11,45,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
46,REST_X11,46,19,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
47,[X11_X18_GET_req],47,19,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0
48,REST_X18,48,19,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0
