action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,4.183212258963923,1,1,false,false,0,false,0,false
[con_ready2],2,4.8726086798595105,1,1,false,true,0,false,0,true
[consuming2],3,5.558954983213124,1,0,false,false,0,false,1,false
[producing],4,27.041027958597642,2,1,false,false,0,false,1,false
[con_ready1],5,40.23357328157126,2,1,true,false,0,true,1,false
[consuming1],6,40.705744538708274,2,0,false,false,1,false,1,false
[producing],7,101.84080156383162,3,1,false,false,1,false,1,false
[producing],8,112.78067253362673,4,2,false,false,1,false,1,false
[con_ready2],9,115.11271606088312,4,2,false,true,1,false,1,true
[consuming2],10,115.25079388886367,4,1,false,false,1,false,2,false
[producing],11,118.59198127863041,5,2,false,false,1,false,2,false
[con_ready2],12,124.57654790711355,5,2,false,true,1,false,2,true
[consuming2],13,125.44971511746874,5,1,false,false,1,false,3,false
[con_ready2],14,130.15464729926921,5,1,false,true,1,false,3,true
[consuming2],15,133.9427471066409,5,0,false,false,1,false,4,false
[producing],16,220.06872307675863,6,1,false,false,1,false,4,false
[con_ready2],17,238.1257405961299,6,1,false,true,1,false,4,true
[consuming2],18,238.34647740910577,6,0,false,false,1,false,5,false
[producing],19,301.327212478447,7,1,false,false,1,false,5,false
[con_ready1],20,304.25796566666935,7,1,true,false,1,true,5,false
[consuming1],21,304.7047724467668,7,0,false,false,2,false,5,false
[producing],22,312.62360560229575,8,1,false,false,2,false,5,false
[producing],23,316.16455041102853,9,2,false,false,2,false,5,false
[producing],24,337.317546648566,10,3,false,false,2,false,5,false
[con_ready2],25,341.2954971229954,10,3,false,true,2,false,5,true
[consuming2],26,341.7081657948456,10,2,false,false,2,false,6,false
[con_ready1],27,352.2263107201678,10,2,true,false,2,true,6,false
[consuming1],28,353.2651127444114,10,1,false,false,3,false,6,false
[con_ready2],29,356.7690455067221,10,1,false,true,3,false,6,true
[consuming2],30,357.208560205478,10,0,false,false,3,false,7,false
[producing],31,358.4500480265211,11,1,false,false,3,false,7,false
[con_ready1],32,360.4205765758482,11,1,true,false,3,true,7,false
[consuming1],33,364.1589230839683,11,0,false,false,4,false,7,false
[producing],34,409.0607687618714,12,1,false,false,4,false,7,false
[con_ready1],35,429.80552851670325,12,1,true,false,4,true,7,false
[consuming1],36,430.6900644226665,12,0,false,false,5,false,7,false
[producing],37,484.40828525772895,13,1,false,false,5,false,7,false
[con_ready1],38,491.28085488312246,13,1,true,false,5,true,7,false
[consuming1],39,492.14057944620595,13,0,false,false,6,false,7,false
[producing],40,501.6656716889557,14,1,false,false,6,false,7,false
[con_ready2],41,505.9442137167617,14,1,false,true,6,false,7,true
[consuming2],42,506.07080368595615,14,0,false,false,6,false,8,false
[producing],43,506.90476764185337,15,1,false,false,6,false,8,false
[con_ready1],44,513.3913124490921,15,1,true,false,6,true,8,false
[consuming1],45,514.7996221907956,15,0,false,false,7,false,8,false
[producing],46,516.2938806725714,16,1,false,false,7,false,8,false
[con_ready1],47,525.7341359061453,16,1,true,false,7,true,8,false
[consuming1],48,525.9095444319391,16,0,false,false,8,false,8,false
[producing],49,539.5029730013828,17,1,false,false,8,false,8,false
[con_ready1],50,547.464687042561,17,1,true,false,8,true,8,false
[consuming1],51,547.8203766087249,17,0,false,false,9,false,8,false
[producing],52,629.8343552299837,18,1,false,false,9,false,8,false
[con_ready2],53,637.9159333331299,18,1,false,true,9,false,8,true
[consuming2],54,637.9935157501334,18,0,false,false,9,false,9,false
[producing],55,654.7210288658504,19,1,false,false,9,false,9,false
[con_ready2],56,660.632420621722,19,1,false,true,9,false,9,true
[consuming2],57,663.6959344782024,19,0,false,false,9,false,10,false
[producing],58,690.0882930760447,20,1,false,false,9,false,10,false
[con_ready1],59,702.7576193740811,20,1,true,false,9,true,10,false
[consuming1],60,703.2798762951113,20,0,false,false,10,false,10,false
