action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,52.19908027801476,1,1,false,false,0,false,0,false
[con_ready1],2,68.06054899218883,1,1,true,false,0,true,0,false
[consuming1],3,69.24030321869768,1,0,false,false,1,false,0,false
[producing],4,94.67955890323684,2,1,false,false,1,false,0,false
[con_ready2],5,99.38852571801576,2,1,false,true,1,false,0,true
[consuming2],6,99.77310937101333,2,0,false,false,1,false,1,false
[producing],7,124.28702160809769,3,1,false,false,1,false,1,false
[con_ready1],8,127.48900134638498,3,1,true,false,1,true,1,false
[consuming1],9,132.29769366228132,3,0,false,false,2,false,1,false
[producing],10,159.94785100016406,4,1,false,false,2,false,1,false
[con_ready1],11,162.331410286911,4,1,true,false,2,true,1,false
[consuming1],12,162.6631227570296,4,0,false,false,3,false,1,false
[producing],13,195.62791147532425,5,1,false,false,3,false,1,false
[con_ready1],14,204.20672351737898,5,1,true,false,3,true,1,false
[consuming1],15,205.00972185323945,5,0,false,false,4,false,1,false
[producing],16,207.99859109568737,6,1,false,false,4,false,1,false
[con_ready2],17,215.7172107641716,6,1,false,true,4,false,1,true
[consuming2],18,216.96235936992474,6,0,false,false,4,false,2,false
[producing],19,230.449346554407,7,1,false,false,4,false,2,false
[con_ready2],20,231.87659841276536,7,1,false,true,4,false,2,true
[consuming2],21,234.45468172001762,7,0,false,false,4,false,3,false
[producing],22,236.14142821103388,8,1,false,false,4,false,3,false
[con_ready1],23,265.03369915227404,8,1,true,false,4,true,3,false
[consuming1],24,266.157615948439,8,0,false,false,5,false,3,false
[producing],25,272.14271073818117,9,1,false,false,5,false,3,false
[producing],26,287.3867866497796,10,2,false,false,5,false,3,false
[con_ready1],27,293.257525885798,10,2,true,false,5,true,3,false
[consuming1],28,293.67690945489454,10,1,false,false,6,false,3,false
[producing],29,307.4731368305685,11,2,false,false,6,false,3,false
[con_ready2],30,325.93588406720727,11,2,false,true,6,false,3,true
[consuming2],31,326.4711387532467,11,1,false,false,6,false,4,false
[producing],32,327.10999291784947,12,2,false,false,6,false,4,false
[con_ready2],33,327.2772263800766,12,2,false,true,6,false,4,true
[consuming2],34,327.3071110032905,12,1,false,false,6,false,5,false
[producing],35,333.7294313668971,13,2,false,false,6,false,5,false
[producing],36,336.8048917042762,14,3,false,false,6,false,5,false
[con_ready1],37,349.389655245246,14,3,true,false,6,true,5,false
[consuming1],38,349.93320357996845,14,2,false,false,7,false,5,false
[producing],39,353.532204059683,15,3,false,false,7,false,5,false
[con_ready1],40,355.070253277329,15,3,true,false,7,true,5,false
[consuming1],41,355.79364402435033,15,2,false,false,8,false,5,false
[con_ready2],42,374.880987119225,15,2,false,true,8,false,5,true
[consuming2],43,375.133470790875,15,1,false,false,8,false,6,false
[con_ready2],44,379.5512778587787,15,1,false,true,8,false,6,true
[consuming2],45,387.5984867276854,15,0,false,false,8,false,7,false
[producing],46,452.68817586708866,16,1,false,false,8,false,7,false
[producing],47,458.37188593196066,17,2,false,false,8,false,7,false
[con_ready2],48,489.1663808406157,17,2,false,true,8,false,7,true
[consuming2],49,490.5291550932177,17,1,false,false,8,false,8,false
[con_ready2],50,508.2202026830662,17,1,false,true,8,false,8,true
[consuming2],51,508.32762596246494,17,0,false,false,8,false,9,false
[producing],52,545.9040888045544,18,1,false,false,8,false,9,false
[con_ready1],53,564.7451464338436,18,1,true,false,8,true,9,false
[consuming1],54,565.877183896341,18,0,false,false,9,false,9,false
[producing],55,581.5677139678697,19,1,false,false,9,false,9,false
[con_ready2],56,581.7257250343998,19,1,false,true,9,false,9,true
[consuming2],57,582.5472646686889,19,0,false,false,9,false,10,false
[producing],58,582.8746243787274,20,1,false,false,9,false,10,false
[con_ready2],59,584.1802265938172,20,1,false,true,9,false,10,true
[consuming2],60,584.4396886885687,20,0,false,false,9,false,11,false
