action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing2],1,1.6876349884173618,0,1,1,false,false,0,false,0,false
[con_ready1],2,4.919511656906943,0,1,1,true,false,0,true,0,false
[consuming1],3,5.006512107679819,0,1,0,false,false,1,false,0,false
[producing],4,7.436516106201568,1,1,1,false,false,1,false,0,false
[con_ready2],5,54.67617248451638,1,1,1,false,true,1,false,0,true
[consuming2],6,55.70126061634085,1,1,0,false,false,1,false,1,false
[producing2],7,60.79563181922624,1,2,1,false,false,1,false,1,false
[producing2],8,68.22258804530006,1,3,2,false,false,1,false,1,false
[producing],9,69.1172898257313,2,3,3,false,false,1,false,1,false
[producing],10,70.09583680262526,3,3,4,false,false,1,false,1,false
[con_ready1],11,81.45082489743416,3,3,4,true,false,1,true,1,false
[consuming1],12,81.9005339370335,3,3,3,false,false,2,false,1,false
[producing2],13,87.48280849515925,3,4,4,false,false,2,false,1,false
[producing2],14,88.91017498511967,3,5,5,false,false,2,false,1,false
[con_ready1],15,111.15659738674023,3,5,5,true,false,2,true,1,false
[consuming1],16,111.99670999551188,3,5,4,false,false,3,false,1,false
[con_ready2],17,119.524851714342,3,5,4,false,true,3,false,1,true
[consuming2],18,119.96940302117724,3,5,3,false,false,3,false,2,false
[producing2],19,125.02301468679333,3,6,4,false,false,3,false,2,false
[producing2],20,127.13572479604495,3,7,5,false,false,3,false,2,false
[con_ready1],21,134.69056570125278,3,7,5,true,false,3,true,2,false
[consuming1],22,135.93547369797025,3,7,4,false,false,4,false,2,false
[con_ready2],23,136.2718410860391,3,7,4,false,true,4,false,2,true
[consuming2],24,137.06909118592543,3,7,3,false,false,4,false,3,false
[con_ready2],25,137.87704240698812,3,7,3,false,true,4,false,3,true
[consuming2],26,137.975803705365,3,7,2,false,false,4,false,4,false
[producing2],27,155.73840892781882,3,8,3,false,false,4,false,4,false
[producing],28,157.07888451009063,4,8,4,false,false,4,false,4,false
[con_ready2],29,160.17109975542812,4,8,4,false,true,4,false,4,true
[consuming2],30,160.63729107517744,4,8,3,false,false,4,false,5,false
[producing],31,166.07707282701432,5,8,4,false,false,4,false,5,false
[producing],32,195.21088142341586,6,8,5,false,false,4,false,5,false
[con_ready1],33,197.8252030341047,6,8,5,true,false,4,true,5,false
[consuming1],34,198.04431756822626,6,8,4,false,false,5,false,5,false
[producing],35,209.26822449948767,7,8,5,false,false,5,false,5,false
[con_ready2],36,242.40067796995902,7,8,5,false,true,5,false,5,true
[consuming2],37,243.0350311331942,7,8,4,false,false,5,false,6,false
[producing2],38,250.69540110195086,7,9,5,false,false,5,false,6,false
[con_ready2],39,252.22333139887886,7,9,5,false,true,5,false,6,true
[consuming2],40,252.52323948318133,7,9,4,false,false,5,false,7,false
[con_ready1],41,258.4152393752194,7,9,4,true,false,5,true,7,false
[consuming1],42,259.7843530256007,7,9,3,false,false,6,false,7,false
[producing],43,269.7020653927868,8,9,4,false,false,6,false,7,false
[producing2],44,275.2884537339624,8,10,5,false,false,6,false,7,false
[con_ready1],45,294.8675574958144,8,10,5,true,false,6,true,7,false
[consuming1],46,295.71475968507883,8,10,4,false,false,7,false,7,false
[con_ready1],47,304.9824455983583,8,10,4,true,false,7,true,7,false
[consuming1],48,305.26883879974076,8,10,3,false,false,8,false,7,false
[producing],49,319.60957713546685,9,10,4,false,false,8,false,7,false
[con_ready2],50,321.83307833601833,9,10,4,false,true,8,false,7,true
[consuming2],51,323.40501386092177,9,10,3,false,false,8,false,8,false
[producing],52,329.2447682539696,10,10,4,false,false,8,false,8,false
[con_ready1],53,351.21956771826103,10,10,4,true,false,8,true,8,false
[consuming1],54,352.4549644278578,10,10,3,false,false,9,false,8,false
[con_ready2],55,361.1530253434332,10,10,3,false,true,9,false,8,true
[consuming2],56,362.1266378082805,10,10,2,false,false,9,false,9,false
[con_ready1],57,362.2272697287202,10,10,2,true,false,9,true,9,false
[consuming1],58,362.44954908434494,10,10,1,false,false,10,false,9,false
[con_ready2],59,379.40158915048124,10,10,1,false,true,10,false,9,true
[consuming2],60,382.56548280613015,10,10,0,false,false,10,false,10,false
