action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing],1,8.368481120674806,1,0,1,false,false,0,false,0,false
[con_ready2],2,11.081990530087733,1,0,1,false,true,0,false,0,true
[consuming2],3,12.343984695183096,1,0,0,false,false,0,false,1,false
[producing],4,96.20759081064146,2,0,1,false,false,0,false,1,false
[con_ready2],5,100.71569727280422,2,0,1,false,true,0,false,1,true
[consuming2],6,104.33025758343726,2,0,0,false,false,0,false,2,false
[producing2],7,137.67378188738303,2,1,1,false,false,0,false,2,false
[producing],8,143.30990082340466,3,1,2,false,false,0,false,2,false
[producing2],9,150.029883141768,3,2,3,false,false,0,false,2,false
[producing],10,158.15034217544206,4,2,4,false,false,0,false,2,false
[producing2],11,194.0638227766446,4,3,5,false,false,0,false,2,false
[con_ready1],12,203.5326012630232,4,3,5,true,false,0,true,2,false
[consuming1],13,205.87612976312008,4,3,4,false,false,1,false,2,false
[con_ready2],14,208.00159984656898,4,3,4,false,true,1,false,2,true
[consuming2],15,209.7584261083921,4,3,3,false,false,1,false,3,false
[con_ready1],16,211.21338280614867,4,3,3,true,false,1,true,3,false
[consuming1],17,212.29010583854998,4,3,2,false,false,2,false,3,false
[producing],18,212.43620847656697,5,3,3,false,false,2,false,3,false
[con_ready1],19,234.53812093082016,5,3,3,true,false,2,true,3,false
[consuming1],20,234.7002961253984,5,3,2,false,false,3,false,3,false
[producing2],21,238.15315758794344,5,4,3,false,false,3,false,3,false
[con_ready1],22,260.8501735993828,5,4,3,true,false,3,true,3,false
[consuming1],23,261.36806984408634,5,4,2,false,false,4,false,3,false
[producing2],24,261.965006908729,5,5,3,false,false,4,false,3,false
[con_ready1],25,262.35045118422045,5,5,3,true,false,4,true,3,false
[consuming1],26,262.9853498268567,5,5,2,false,false,5,false,3,false
[con_ready2],27,277.6515360060719,5,5,2,false,true,5,false,3,true
[consuming2],28,279.45558511181804,5,5,1,false,false,5,false,4,false
[producing],29,296.94390458998384,6,5,2,false,false,5,false,4,false
[con_ready2],30,298.6772300431514,6,5,2,false,true,5,false,4,true
[consuming2],31,298.8083824457238,6,5,1,false,false,5,false,5,false
[producing],32,307.9604129277523,7,5,2,false,false,5,false,5,false
[con_ready1],33,310.1923754324183,7,5,2,true,false,5,true,5,false
[consuming1],34,311.1380538143018,7,5,1,false,false,6,false,5,false
[producing],35,311.27079548813504,8,5,2,false,false,6,false,5,false
[con_ready2],36,314.20151618863235,8,5,2,false,true,6,false,5,true
[consuming2],37,315.5519995949597,8,5,1,false,false,6,false,6,false
[con_ready2],38,322.7385689627673,8,5,1,false,true,6,false,6,true
[consuming2],39,323.4999811430836,8,5,0,false,false,6,false,7,false
[producing2],40,331.78391022496044,8,6,1,false,false,6,false,7,false
[con_ready1],41,335.8423114827095,8,6,1,true,false,6,true,7,false
[consuming1],42,335.9649416579098,8,6,0,false,false,7,false,7,false
[producing2],43,340.68269706059834,8,7,1,false,false,7,false,7,false
[con_ready2],44,343.43988351044135,8,7,1,false,true,7,false,7,true
[consuming2],45,343.99741321411256,8,7,0,false,false,7,false,8,false
[producing],46,349.52822588275103,9,7,1,false,false,7,false,8,false
[producing2],47,353.35194586596845,9,8,2,false,false,7,false,8,false
[con_ready2],48,363.75116674058415,9,8,2,false,true,7,false,8,true
[consuming2],49,367.43606269014634,9,8,1,false,false,7,false,9,false
[con_ready1],50,400.252528182782,9,8,1,true,false,7,true,9,false
[consuming1],51,401.38715325952467,9,8,0,false,false,8,false,9,false
[producing2],52,432.26306386818027,9,9,1,false,false,8,false,9,false
[con_ready1],53,439.55056309518886,9,9,1,true,false,8,true,9,false
[consuming1],54,440.77168041660724,9,9,0,false,false,9,false,9,false
[producing],55,448.06288139745277,10,9,1,false,false,9,false,9,false
[con_ready2],56,449.26839762217753,10,9,1,false,true,9,false,9,true
[consuming2],57,449.8431601866099,10,9,0,false,false,9,false,10,false
[producing2],58,480.183873964199,10,10,1,false,false,9,false,10,false
[con_ready1],59,499.6764464387316,10,10,1,true,false,9,true,10,false
[consuming1],60,501.23743176209905,10,10,0,false,false,10,false,10,false
