action,step,time,p,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,43.56822397471031,1,1,false,false,false,0,false,0,false,0,false
[con_ready3],2,57.493389996721646,1,1,false,false,true,0,false,0,false,0,true
[consuming3],3,57.71627134549283,1,0,false,false,false,0,false,0,false,1,false
[producing],4,78.08781946239543,2,1,false,false,false,0,false,0,false,1,false
[con_ready2],5,113.76167839864354,2,1,false,true,false,0,false,0,true,1,false
[consuming2],6,115.10258595359272,2,0,false,false,false,0,false,1,false,1,false
[producing],7,121.21539847739702,3,1,false,false,false,0,false,1,false,1,false
[con_ready2],8,129.70827625677202,3,1,false,true,false,0,false,1,true,1,false
[consuming2],9,132.71818887173055,3,0,false,false,false,0,false,2,false,1,false
[producing],10,188.04142316483532,4,1,false,false,false,0,false,2,false,1,false
[producing],11,192.4652100474057,5,1,true,false,false,0,false,2,false,1,false
