action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,83.1167188888723,1,0,0,1,false,false,false,0,false,0,false,0,false
[producing3],2,88.72160740329689,1,0,1,2,false,false,false,0,false,0,false,0,false
[producing2],3,88.86595017199912,1,1,1,3,false,false,false,0,false,0,false,0,false
[con_ready2],4,96.6625550333021,1,1,1,3,false,true,false,0,false,0,true,0,false
[consuming2],5,97.8187047970676,1,1,1,2,false,false,false,0,false,1,false,0,false
[producing2],6,98.22545201013327,1,2,1,3,false,false,false,0,false,1,false,0,false
[con_ready1],7,98.23382022866552,1,2,1,3,true,false,false,0,true,1,false,0,false
[consuming1],8,99.74068360605705,1,2,1,2,false,false,false,1,false,1,false,0,false
[producing2],9,100.10261170967966,1,3,1,3,false,false,false,1,false,1,false,0,false
[con_ready3],10,122.33336203270763,1,3,1,3,false,false,true,1,false,1,false,0,true
[consuming3],11,122.67066982974757,1,3,1,2,false,false,false,1,false,1,false,1,false
[producing2],12,123.60891928815428,1,4,1,3,false,false,false,1,false,1,false,1,false
[con_ready1],13,125.14312213754063,1,4,1,3,true,false,false,1,true,1,false,1,false
[consuming1],14,125.44832401297577,1,4,1,2,false,false,false,2,false,1,false,1,false
[producing3],15,126.3360364615362,1,4,2,3,false,false,false,2,false,1,false,1,false
[con_ready3],16,136.07055529441055,1,4,2,3,false,false,true,2,false,1,false,1,true
[consuming3],17,136.15222413216398,1,4,2,2,false,false,false,2,false,1,false,2,false
[producing3],18,137.76017425084135,1,4,3,3,false,false,false,2,false,1,false,2,false
[con_ready1],19,142.49305704296523,1,4,3,3,true,false,false,2,true,1,false,2,false
[consuming1],20,143.30977666021704,1,4,3,2,false,false,false,3,false,1,false,2,false
[producing3],21,144.54753756196456,1,4,4,3,false,false,false,3,false,1,false,2,false
[con_ready1],22,150.77193447900785,1,4,4,3,true,false,false,3,true,1,false,2,false
[consuming1],23,152.00985078702578,1,4,4,2,false,false,false,4,false,1,false,2,false
[producing2],24,162.08389169761892,1,5,4,3,false,false,false,4,false,1,false,2,false
[con_ready2],25,171.55126644721838,1,5,4,3,false,true,false,4,false,1,true,2,false
[consuming2],26,172.2025307327071,1,5,4,2,false,false,false,4,false,2,false,2,false
[producing2],27,174.51239905467557,1,6,4,3,false,false,false,4,false,2,false,2,false
[con_ready3],28,244.28385804073866,1,6,4,3,false,false,true,4,false,2,false,2,true
[consuming3],29,246.557099721874,1,6,4,2,false,false,false,4,false,2,false,3,false
[producing3],30,248.46525803422657,1,6,5,3,false,false,false,4,false,2,false,3,false
[con_ready1],31,261.57488998891813,1,6,5,3,true,false,false,4,true,2,false,3,false
[consuming1],32,261.72372953657873,1,6,5,2,false,false,false,5,false,2,false,3,false
[con_ready1],33,272.1040108740916,1,6,5,2,true,false,false,5,true,2,false,3,false
[consuming1],34,272.1070916676252,1,6,5,1,false,false,false,6,false,2,false,3,false
[producing2],35,273.8726452158344,1,7,5,2,false,false,false,6,false,2,false,3,false
[producing3],36,275.52543573551225,1,7,6,3,false,false,false,6,false,2,false,3,false
[con_ready1],37,281.48571626748407,1,7,6,3,true,false,false,6,true,2,false,3,false
[consuming1],38,281.6172984471836,1,7,6,2,false,false,false,7,false,2,false,3,false
[producing2],39,286.46614400039897,1,8,6,3,false,false,false,7,false,2,false,3,false
[con_ready1],40,314.16052385759855,1,8,6,3,true,false,false,7,true,2,false,3,false
