action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,1.7523810854693664,1,0,0,1,false,false,false,0,false,0,false,0,false
[producing3],2,8.360786272008312,1,0,1,2,false,false,false,0,false,0,false,0,false
[con_ready1],3,15.440656474285788,1,0,1,2,true,false,false,0,true,0,false,0,false
[consuming1],4,17.204414176661547,1,0,1,1,false,false,false,1,false,0,false,0,false
[producing],5,23.762884987413642,2,0,1,2,false,false,false,1,false,0,false,0,false
[con_ready2],6,30.29045806114575,2,0,1,2,false,true,false,1,false,0,true,0,false
[consuming2],7,31.76093092410317,2,0,1,1,false,false,false,1,false,1,false,0,false
[producing2],8,36.05013970986101,2,1,1,2,false,false,false,1,false,1,false,0,false
[producing3],9,37.58400768343092,2,1,2,3,false,false,false,1,false,1,false,0,false
[con_ready2],10,69.71136752949265,2,1,2,3,false,true,false,1,false,1,true,0,false
[consuming2],11,69.88438082815122,2,1,2,2,false,false,false,1,false,2,false,0,false
[producing3],12,76.57942351572277,2,1,3,3,false,false,false,1,false,2,false,0,false
[con_ready2],13,84.76799069334851,2,1,3,3,false,true,false,1,false,2,true,0,false
[consuming2],14,85.05626141381477,2,1,3,2,false,false,false,1,false,3,false,0,false
[producing2],15,87.6439725614622,2,2,3,3,false,false,false,1,false,3,false,0,false
[con_ready3],16,90.1087880670235,2,2,3,3,false,false,true,1,false,3,false,0,true
[consuming3],17,91.02659427039896,2,2,3,2,false,false,false,1,false,3,false,1,false
[producing3],18,92.69838438670993,2,2,4,3,false,false,false,1,false,3,false,1,false
[con_ready1],19,96.09068285203662,2,2,4,3,true,false,false,1,true,3,false,1,false
[consuming1],20,97.92986361870904,2,2,4,2,false,false,false,2,false,3,false,1,false
[con_ready1],21,106.14697013085907,2,2,4,2,true,false,false,2,true,3,false,1,false
[consuming1],22,109.26340487298488,2,2,4,1,false,false,false,3,false,3,false,1,false
[con_ready3],23,116.15341975048504,2,2,4,1,false,false,true,3,false,3,false,1,true
[consuming3],24,117.39567406651409,2,2,4,0,false,false,false,3,false,3,false,2,false
[producing],25,139.0142869553536,3,2,4,1,false,false,false,3,false,3,false,2,false
[producing3],26,149.35808781715053,3,2,5,2,false,false,false,3,false,3,false,2,false
[con_ready1],27,151.53045094266696,3,2,5,2,true,false,false,3,true,3,false,2,false
[consuming1],28,153.75924043803536,3,2,5,1,false,false,false,4,false,3,false,2,false
[con_ready1],29,154.39546073545387,3,2,5,1,true,false,false,4,true,3,false,2,false
[consuming1],30,154.68011547302808,3,2,5,0,false,false,false,5,false,3,false,2,false
[producing],31,162.99699970703495,4,2,5,1,false,false,false,5,false,3,false,2,false
[producing],32,164.77261446533228,5,2,5,2,false,false,false,5,false,3,false,2,false
[con_ready3],33,174.4900697212231,5,2,5,2,false,false,true,5,false,3,false,2,true
[consuming3],34,175.61699823217046,5,2,5,1,false,false,false,5,false,3,false,3,false
[con_ready3],35,176.5954557881003,5,2,5,1,false,false,true,5,false,3,false,3,true
[consuming3],36,177.04905278036054,5,2,5,0,false,false,false,5,false,3,false,4,false
[producing],37,181.96469215178567,6,2,5,1,false,false,false,5,false,3,false,4,false
[producing],38,184.13034955975576,7,2,5,2,false,false,false,5,false,3,false,4,false
[producing3],39,185.00597135082842,7,2,6,3,false,false,false,5,false,3,false,4,false
[con_ready3],40,233.86831771471907,7,2,6,3,false,false,true,5,false,3,false,4,true
[consuming3],41,236.94245625429858,7,2,6,2,false,false,false,5,false,3,false,5,false
[con_ready3],42,243.54999297292986,7,2,6,2,false,false,true,5,false,3,false,5,true
[consuming3],43,244.01886646416983,7,2,6,1,false,false,false,5,false,3,false,6,false
[con_ready2],44,246.55357374749622,7,2,6,1,false,true,false,5,false,3,true,6,false
[consuming2],45,247.41037034168681,7,2,6,0,false,false,false,5,false,4,false,6,false
[producing],46,276.2815222472899,8,2,6,1,false,false,false,5,false,4,false,6,false
[con_ready3],47,281.14398144154256,8,2,6,1,false,false,true,5,false,4,false,6,true
[consuming3],48,283.98217777276307,8,2,6,0,false,false,false,5,false,4,false,7,false
[producing],49,295.19778979988695,9,2,6,1,false,false,false,5,false,4,false,7,false
