action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing],1,15.850874599864378,1,0,1,false,false,0,false,0,false
[con_ready1],2,18.937757081638722,1,0,1,true,false,0,true,0,false
[consuming1],3,19.408214137164986,1,0,0,false,false,1,false,0,false
[producing],4,56.951680842201256,2,0,1,false,false,1,false,0,false
[con_ready2],5,58.214343405054564,2,0,1,false,true,1,false,0,true
[consuming2],6,58.81123597640468,2,0,0,false,false,1,false,1,false
[producing2],7,92.77053411135418,2,1,1,false,false,1,false,1,false
[con_ready1],8,93.47780859199527,2,1,1,true,false,1,true,1,false
[consuming1],9,94.50520396879503,2,1,0,false,false,2,false,1,false
[producing2],10,95.05267955262246,2,2,1,false,false,2,false,1,false
[producing2],11,95.99477737641864,2,3,2,false,false,2,false,1,false
[producing],12,100.37317002373081,3,3,3,false,false,2,false,1,false
[con_ready2],13,102.95369219937538,3,3,3,false,true,2,false,1,true
[consuming2],14,103.17439016491758,3,3,2,false,false,2,false,2,false
[producing2],15,103.39299404558112,3,4,3,false,false,2,false,2,false
[con_ready1],16,104.03115611634307,3,4,3,true,false,2,true,2,false
[consuming1],17,107.28255073548877,3,4,2,false,false,3,false,2,false
[con_ready1],18,112.71112827509742,3,4,2,true,false,3,true,2,false
[consuming1],19,114.44507007367136,3,4,1,false,false,4,false,2,false
[con_ready1],20,126.01734500685971,3,4,1,true,false,4,true,2,false
[consuming1],21,126.84026022846214,3,4,0,false,false,5,false,2,false
[producing],22,156.71940669745277,4,4,1,false,false,5,false,2,false
[producing2],23,167.03613064842634,4,5,2,false,false,5,false,2,false
[con_ready1],24,167.26547564120352,4,5,2,true,false,5,true,2,false
[consuming1],25,168.21657352952323,4,5,1,false,false,6,false,2,false
[producing],26,169.8519565123329,5,5,2,false,false,6,false,2,false
[producing2],27,191.15628762601781,5,6,3,false,false,6,false,2,false
[con_ready1],28,194.16182656697202,5,6,3,true,false,6,true,2,false
[consuming1],29,196.27503269001338,5,6,2,false,false,7,false,2,false
[producing],30,196.7893336408267,6,6,3,false,false,7,false,2,false
[con_ready2],31,201.3464662872868,6,6,3,false,true,7,false,2,true
[consuming2],32,204.65091740659196,6,6,2,false,false,7,false,3,false
[con_ready1],33,209.90949695330747,6,6,2,true,false,7,true,3,false
[consuming1],34,213.05266631772187,6,6,1,false,false,8,false,3,false
[con_ready2],35,244.85319667188324,6,6,1,false,true,8,false,3,true
[consuming2],36,246.44135992423176,6,6,0,false,false,8,false,4,false
[producing2],37,252.22183772437583,6,7,1,false,false,8,false,4,false
[con_ready1],38,263.35154818439247,6,7,1,true,false,8,true,4,false
[consuming1],39,263.6570072124974,6,7,0,false,false,9,false,4,false
[producing],40,268.07014061446114,7,7,1,false,false,9,false,4,false
[producing],41,284.02584692904526,8,7,2,false,false,9,false,4,false
[producing],42,295.85324741603205,9,7,3,false,false,9,false,4,false
[con_ready1],43,301.8010791213021,9,7,3,true,false,9,true,4,false
[consuming1],44,302.731194948326,9,7,2,false,false,10,false,4,false
[producing2],45,310.19457409517435,9,8,3,false,false,10,false,4,false
[con_ready1],46,315.6291776209343,9,8,3,true,false,10,true,4,false
[consuming1],47,316.4886749269605,9,8,2,false,false,11,false,4,false
[producing2],48,320.04933946178676,9,9,3,false,false,11,false,4,false
[con_ready1],49,320.6333125978926,9,9,3,true,false,11,true,4,false
[consuming1],50,321.89294633452704,9,9,2,false,false,12,false,4,false
[producing2],51,326.9463265597184,9,10,3,false,false,12,false,4,false
[con_ready2],52,370.88152241194706,9,10,3,false,true,12,false,4,true
[consuming2],53,371.70312165898866,9,10,2,false,false,12,false,5,false
[con_ready2],54,378.78973863513005,9,10,2,false,true,12,false,5,true
[consuming2],55,380.1585995493011,9,10,1,false,false,12,false,6,false
[con_ready1],56,387.7617498011469,9,10,1,true,false,12,true,6,false
[consuming1],57,388.7207668635014,9,10,0,false,false,13,false,6,false
[producing],58,394.844826095217,10,10,1,false,false,13,false,6,false
[con_ready1],59,399.11337442640024,10,10,1,true,false,13,true,6,false
[consuming1],60,400.3640420433439,10,10,0,false,false,14,false,6,false
[producing2],61,406.7889208714513,10,11,1,false,false,14,false,6,false
[con_ready1],62,407.93391254441616,10,11,1,true,false,14,true,6,false
[consuming1],63,410.71824131744125,10,11,0,false,false,15,false,6,false
[producing],64,415.5747919755868,11,11,1,false,false,15,false,6,false
[producing],65,425.6854452866759,12,11,2,false,false,15,false,6,false
[con_ready1],66,432.5519904461315,12,11,2,true,false,15,true,6,false
[consuming1],67,433.46658965731126,12,11,1,false,false,16,false,6,false
[con_ready2],68,435.1267475860958,12,11,1,false,true,16,false,6,true
[consuming2],69,435.22328640058544,12,11,0,false,false,16,false,7,false
[producing2],70,438.22947675053507,12,12,1,false,false,16,false,7,false
[con_ready2],71,442.88080493404095,12,12,1,false,true,16,false,7,true
[consuming2],72,444.0827409136734,12,12,0,false,false,16,false,8,false
[producing],73,456.42921171013415,13,12,1,false,false,16,false,8,false
[con_ready1],74,457.89543913775356,13,12,1,true,false,16,true,8,false
[consuming1],75,458.10369961702736,13,12,0,false,false,17,false,8,false
[producing2],76,463.4753071391139,13,13,1,false,false,17,false,8,false
[con_ready1],77,475.3508788772974,13,13,1,true,false,17,true,8,false
[consuming1],78,475.6395735687008,13,13,0,false,false,18,false,8,false
[producing],79,513.2851350803869,14,13,1,false,false,18,false,8,false
[con_ready2],80,516.2498122676378,14,13,1,false,true,18,false,8,true
[consuming2],81,516.5089755246066,14,13,0,false,false,18,false,9,false
[producing2],82,531.9192152585632,14,14,1,false,false,18,false,9,false
[con_ready1],83,533.6227603330638,14,14,1,true,false,18,true,9,false
[consuming1],84,533.8680479122462,14,14,0,false,false,19,false,9,false
[producing2],85,534.9140654654191,14,15,1,false,false,19,false,9,false
[con_ready2],86,535.5386772473092,14,15,1,false,true,19,false,9,true
[consuming2],87,535.7172018834218,14,15,0,false,false,19,false,10,false
[producing],88,561.4904847777036,15,15,1,false,false,19,false,10,false
[con_ready1],89,562.1648970722996,15,15,1,true,false,19,true,10,false
[consuming1],90,562.682412841501,15,15,0,false,false,20,false,10,false
[producing2],91,563.0579446878169,15,16,1,false,false,20,false,10,false
[producing2],92,564.9141184887566,15,17,2,false,false,20,false,10,false
[producing2],93,565.9181531391943,15,18,3,false,false,20,false,10,false
[con_ready2],94,575.2659895312793,15,18,3,false,true,20,false,10,true
[consuming2],95,579.9238398865932,15,18,2,false,false,20,false,11,false
[producing2],96,588.7931411081521,15,19,3,false,false,20,false,11,false
[con_ready2],97,603.408731175234,15,19,3,false,true,20,false,11,true
[consuming2],98,605.1142442319291,15,19,2,false,false,20,false,12,false
[con_ready2],99,606.5062473224582,15,19,2,false,true,20,false,12,true
[consuming2],100,606.5252671671492,15,19,1,false,false,20,false,13,false
[producing],101,622.4032510816662,16,19,2,false,false,20,false,13,false
[con_ready2],102,635.5427926139754,16,19,2,false,true,20,false,13,true
[consuming2],103,636.2233749576949,16,19,1,false,false,20,false,14,false
[con_ready2],104,651.6707368682879,16,19,1,false,true,20,false,14,true
[consuming2],105,652.3431854100281,16,19,0,false,false,20,false,15,false
[producing2],106,674.3941741653721,16,20,1,false,false,20,false,15,false
[con_ready2],107,674.6013897777319,16,20,1,false,true,20,false,15,true
[consuming2],108,676.1022275143463,16,20,0,false,false,20,false,16,false
[producing],109,740.5799639950402,17,20,1,false,false,20,false,16,false
[producing],110,818.888841011033,18,20,2,false,false,20,false,16,false
[con_ready2],111,833.6703150379644,18,20,2,false,true,20,false,16,true
[consuming2],112,835.5650778138421,18,20,1,false,false,20,false,17,false
[producing],113,852.6935039432149,19,20,2,false,false,20,false,17,false
[producing],114,889.5978856039586,20,20,3,false,false,20,false,17,false
[con_ready2],115,926.1327467720363,20,20,3,false,true,20,false,17,true
[consuming2],116,927.4067654030738,20,20,2,false,false,20,false,18,false
[con_ready2],117,931.7030364847484,20,20,2,false,true,20,false,18,true
[consuming2],118,932.2402710633174,20,20,1,false,false,20,false,19,false
[con_ready2],119,986.3790226506657,20,20,1,false,true,20,false,19,true
[consuming2],120,987.0467754790222,20,20,0,false,false,20,false,20,false
