,action,step,s_X0,s_X1,s_X2,s_X3,s_X4
0,-,0,0,0,0,0,0
1,REST_X0,1,10,0,0,0,0
2,[X0_X2_GET_req],2,11,0,1,0,0
3,REST_X2,3,11,0,2,0,0
4,REST_X2,4,11,0,3,0,0
5,[X0_X2_GET_resp_2xx],5,0,0,0,0,0
6,REST_X0,6,10,0,0,0,0
7,[X0_X2_GET_req],7,11,0,1,0,0
8,REST_X2,8,11,0,2,0,0
9,REST_X2,9,11,0,3,0,0
10,[X0_X2_GET_resp_2xx],10,0,0,0,0,0
11,REST_X0,11,18,0,0,0,0
12,[X0_X3_GET_req],12,19,0,0,1,0
13,REST_X3,13,19,0,0,2,0
14,REST_X3,14,19,0,0,3,0
15,[X0_X3_GET_resp_2xx],15,0,0,0,0,0
16,REST_X0,16,2,0,0,0,0
17,[X0_X1_GET_req],17,3,1,0,0,0
18,REST_X1,18,3,2,0,0,0
19,REST_X1,19,3,3,0,0,0
20,[X0_X1_GET_resp_2xx],20,0,0,0,0,0
21,REST_X0,21,26,0,0,0,0
22,[X0_X4_GET_req],22,27,0,0,0,1
23,REST_X4,23,27,0,0,0,2
24,REST_X4,24,27,0,0,0,3
25,[X0_X4_GET_resp_2xx],25,0,0,0,0,0
26,REST_X0,26,18,0,0,0,0
27,[X0_X3_GET_req],27,19,0,0,1,0
28,REST_X3,28,19,0,0,2,0
29,REST_X3,29,19,0,0,3,0
30,[X0_X3_GET_resp_2xx],30,0,0,0,0,0
31,REST_X0,31,10,0,0,0,0
32,[X0_X2_GET_req],32,11,0,1,0,0
33,REST_X2,33,11,0,2,0,0
34,REST_X2,34,11,0,3,0,0
35,[X0_X2_GET_resp_2xx],35,0,0,0,0,0
36,REST_X0,36,18,0,0,0,0
37,[X0_X3_GET_req],37,19,0,0,1,0
38,REST_X3,38,19,0,0,2,0
39,REST_X3,39,19,0,0,3,0
40,[X0_X3_GET_resp_2xx],40,0,0,0,0,0
41,REST_X0,41,10,0,0,0,0
42,[X0_X2_GET_req],42,11,0,1,0,0
43,REST_X2,43,11,0,2,0,0
44,REST_X2,44,11,0,3,0,0
45,[X0_X2_GET_resp_2xx],45,0,0,0,0,0
46,REST_X0,46,18,0,0,0,0
47,[X0_X3_GET_req],47,19,0,0,1,0
48,REST_X3,48,19,0,0,2,0
49,REST_X3,49,19,0,0,3,0
50,[X0_X3_GET_resp_2xx],50,0,0,0,0,0
51,REST_X0,51,2,0,0,0,0
52,[X0_X1_GET_req],52,3,1,0,0,0
53,REST_X1,53,3,2,0,0,0
54,REST_X1,54,3,3,0,0,0
55,[X0_X1_GET_resp_2xx],55,0,0,0,0,0
56,REST_X0,56,26,0,0,0,0
57,[X0_X4_GET_req],57,27,0,0,0,1
58,REST_X4,58,27,0,0,0,2
59,REST_X4,59,27,0,0,0,3
60,[X0_X4_GET_resp_2xx],60,0,0,0,0,0
61,REST_X0,61,2,0,0,0,0
62,[X0_X1_GET_req],62,3,1,0,0,0
63,REST_X1,63,3,2,0,0,0
64,REST_X1,64,3,4,0,0,0
65,[X0_X1_GET_resp_5xx],65,4,0,0,0,0
66,[X0_X1_GET_req],66,5,1,0,0,0
67,REST_X1,67,5,2,0,0,0
68,REST_X1,68,5,3,0,0,0
69,[X0_X1_GET_resp_2xx],69,0,0,0,0,0
70,REST_X0,70,10,0,0,0,0
71,[X0_X2_GET_req],71,11,0,1,0,0
72,REST_X2,72,11,0,2,0,0
73,REST_X2,73,11,0,3,0,0
74,[X0_X2_GET_resp_2xx],74,0,0,0,0,0
75,REST_X0,75,10,0,0,0,0
76,[X0_X2_GET_req],76,11,0,1,0,0
77,REST_X2,77,11,0,2,0,0
78,REST_X2,78,11,0,3,0,0
79,[X0_X2_GET_resp_2xx],79,0,0,0,0,0
80,REST_X0,80,2,0,0,0,0
81,[X0_X1_GET_req],81,3,1,0,0,0
82,REST_X1,82,3,2,0,0,0
83,REST_X1,83,3,3,0,0,0
84,[X0_X1_GET_resp_2xx],84,0,0,0,0,0
85,REST_X0,85,10,0,0,0,0
86,[X0_X2_GET_req],86,11,0,1,0,0
87,REST_X2,87,11,0,2,0,0
88,REST_X2,88,11,0,3,0,0
89,[X0_X2_GET_resp_2xx],89,0,0,0,0,0
90,REST_X0,90,2,0,0,0,0
91,[X0_X1_GET_req],91,3,1,0,0,0
92,REST_X1,92,3,2,0,0,0
93,REST_X1,93,3,4,0,0,0
94,[X0_X1_GET_resp_5xx],94,4,0,0,0,0
95,[X0_X1_GET_req],95,5,1,0,0,0
96,REST_X1,96,5,2,0,0,0
97,REST_X1,97,5,3,0,0,0
98,[X0_X1_GET_resp_2xx],98,0,0,0,0,0
99,REST_X0,99,18,0,0,0,0
100,[X0_X3_GET_req],100,19,0,0,1,0
101,REST_X3,101,19,0,0,2,0
102,REST_X3,102,19,0,0,3,0
103,[X0_X3_GET_resp_2xx],103,0,0,0,0,0
104,REST_X0,104,18,0,0,0,0
105,[X0_X3_GET_req],105,19,0,0,1,0
106,REST_X3,106,19,0,0,2,0
107,REST_X3,107,19,0,0,3,0
108,[X0_X3_GET_resp_2xx],108,0,0,0,0,0
109,REST_X0,109,18,0,0,0,0
110,[X0_X3_GET_req],110,19,0,0,1,0
111,REST_X3,111,19,0,0,2,0
112,REST_X3,112,19,0,0,4,0
113,[X0_X3_GET_resp_5xx],113,20,0,0,0,0
114,[X0_X3_GET_req],114,21,0,0,1,0
115,REST_X3,115,21,0,0,2,0
116,REST_X3,116,21,0,0,3,0
117,[X0_X3_GET_resp_2xx],117,0,0,0,0,0
118,REST_X0,118,26,0,0,0,0
119,[X0_X4_GET_req],119,27,0,0,0,1
120,REST_X4,120,27,0,0,0,2
121,REST_X4,121,27,0,0,0,3
122,[X0_X4_GET_resp_2xx],122,0,0,0,0,0
123,REST_X0,123,18,0,0,0,0
124,[X0_X3_GET_req],124,19,0,0,1,0
125,REST_X3,125,19,0,0,2,0
126,REST_X3,126,19,0,0,4,0
127,[X0_X3_GET_resp_5xx],127,20,0,0,0,0
128,[X0_X3_GET_req],128,21,0,0,1,0
129,REST_X3,129,21,0,0,2,0
130,REST_X3,130,21,0,0,3,0
131,[X0_X3_GET_resp_2xx],131,0,0,0,0,0
132,REST_X0,132,10,0,0,0,0
133,[X0_X2_GET_req],133,11,0,1,0,0
134,REST_X2,134,11,0,2,0,0
135,REST_X2,135,11,0,3,0,0
136,[X0_X2_GET_resp_2xx],136,0,0,0,0,0
137,REST_X0,137,2,0,0,0,0
138,[X0_X1_GET_req],138,3,1,0,0,0
139,REST_X1,139,3,2,0,0,0
140,REST_X1,140,3,3,0,0,0
141,[X0_X1_GET_resp_2xx],141,0,0,0,0,0
142,REST_X0,142,18,0,0,0,0
143,[X0_X3_GET_req],143,19,0,0,1,0
144,REST_X3,144,19,0,0,2,0
145,REST_X3,145,19,0,0,3,0
146,[X0_X3_GET_resp_2xx],146,0,0,0,0,0
147,REST_X0,147,10,0,0,0,0
148,[X0_X2_GET_req],148,11,0,1,0,0
149,REST_X2,149,11,0,2,0,0
150,REST_X2,150,11,0,3,0,0
151,[X0_X2_GET_resp_2xx],151,0,0,0,0,0
152,REST_X0,152,2,0,0,0,0
153,[X0_X1_GET_req],153,3,1,0,0,0
154,REST_X1,154,3,2,0,0,0
155,REST_X1,155,3,3,0,0,0
156,[X0_X1_GET_resp_2xx],156,0,0,0,0,0
157,REST_X0,157,18,0,0,0,0
158,[X0_X3_GET_req],158,19,0,0,1,0
159,REST_X3,159,19,0,0,2,0
160,REST_X3,160,19,0,0,3,0
161,[X0_X3_GET_resp_2xx],161,0,0,0,0,0
162,REST_X0,162,26,0,0,0,0
163,[X0_X4_GET_req],163,27,0,0,0,1
164,REST_X4,164,27,0,0,0,2
165,REST_X4,165,27,0,0,0,3
166,[X0_X4_GET_resp_2xx],166,0,0,0,0,0
167,REST_X0,167,18,0,0,0,0
168,[X0_X3_GET_req],168,19,0,0,1,0
169,REST_X3,169,19,0,0,2,0
170,REST_X3,170,19,0,0,3,0
171,[X0_X3_GET_resp_2xx],171,0,0,0,0,0
172,REST_X0,172,18,0,0,0,0
173,[X0_X3_GET_req],173,19,0,0,1,0
174,REST_X3,174,19,0,0,2,0
175,REST_X3,175,19,0,0,3,0
176,[X0_X3_GET_resp_2xx],176,0,0,0,0,0
177,REST_X0,177,2,0,0,0,0
178,[X0_X1_GET_req],178,3,1,0,0,0
179,REST_X1,179,3,2,0,0,0
180,REST_X1,180,3,3,0,0,0
181,[X0_X1_GET_resp_2xx],181,0,0,0,0,0
182,REST_X0,182,2,0,0,0,0
183,[X0_X1_GET_req],183,3,1,0,0,0
184,REST_X1,184,3,2,0,0,0
185,REST_X1,185,3,3,0,0,0
186,[X0_X1_GET_resp_2xx],186,0,0,0,0,0
187,REST_X0,187,26,0,0,0,0
188,[X0_X4_GET_req],188,27,0,0,0,1
189,REST_X4,189,27,0,0,0,2
190,REST_X4,190,27,0,0,0,3
191,[X0_X4_GET_resp_2xx],191,0,0,0,0,0
192,REST_X0,192,10,0,0,0,0
193,[X0_X2_GET_req],193,11,0,1,0,0
194,REST_X2,194,11,0,2,0,0
195,REST_X2,195,11,0,3,0,0
196,[X0_X2_GET_resp_2xx],196,0,0,0,0,0
197,REST_X0,197,2,0,0,0,0
198,[X0_X1_GET_req],198,3,1,0,0,0
199,REST_X1,199,3,2,0,0,0
200,REST_X1,200,3,3,0,0,0
201,[X0_X1_GET_resp_2xx],201,0,0,0,0,0
202,REST_X0,202,2,0,0,0,0
203,[X0_X1_GET_req],203,3,1,0,0,0
204,REST_X1,204,3,2,0,0,0
205,REST_X1,205,3,3,0,0,0
206,[X0_X1_GET_resp_2xx],206,0,0,0,0,0
207,REST_X0,207,2,0,0,0,0
208,[X0_X1_GET_req],208,3,1,0,0,0
209,REST_X1,209,3,2,0,0,0
210,REST_X1,210,3,3,0,0,0
211,[X0_X1_GET_resp_2xx],211,0,0,0,0,0
212,REST_X0,212,10,0,0,0,0
213,[X0_X2_GET_req],213,11,0,1,0,0
214,REST_X2,214,11,0,2,0,0
215,REST_X2,215,11,0,3,0,0
216,[X0_X2_GET_resp_2xx],216,0,0,0,0,0
217,REST_X0,217,2,0,0,0,0
218,[X0_X1_GET_req],218,3,1,0,0,0
219,REST_X1,219,3,2,0,0,0
220,REST_X1,220,3,3,0,0,0
221,[X0_X1_GET_resp_2xx],221,0,0,0,0,0
222,REST_X0,222,18,0,0,0,0
223,[X0_X3_GET_req],223,19,0,0,1,0
224,REST_X3,224,19,0,0,2,0
225,REST_X3,225,19,0,0,3,0
226,[X0_X3_GET_resp_2xx],226,0,0,0,0,0
227,REST_X0,227,10,0,0,0,0
228,[X0_X2_GET_req],228,11,0,1,0,0
229,REST_X2,229,11,0,2,0,0
230,REST_X2,230,11,0,3,0,0
231,[X0_X2_GET_resp_2xx],231,0,0,0,0,0
232,REST_X0,232,10,0,0,0,0
233,[X0_X2_GET_req],233,11,0,1,0,0
234,REST_X2,234,11,0,2,0,0
235,REST_X2,235,11,0,3,0,0
236,[X0_X2_GET_resp_2xx],236,0,0,0,0,0
237,REST_X0,237,2,0,0,0,0
238,[X0_X1_GET_req],238,3,1,0,0,0
239,REST_X1,239,3,2,0,0,0
240,REST_X1,240,3,3,0,0,0
241,[X0_X1_GET_resp_2xx],241,0,0,0,0,0
242,REST_X0,242,10,0,0,0,0
243,[X0_X2_GET_req],243,11,0,1,0,0
244,REST_X2,244,11,0,2,0,0
245,REST_X2,245,11,0,3,0,0
246,[X0_X2_GET_resp_2xx],246,0,0,0,0,0
247,REST_X0,247,18,0,0,0,0
248,[X0_X3_GET_req],248,19,0,0,1,0
249,REST_X3,249,19,0,0,2,0
250,REST_X3,250,19,0,0,3,0
251,[X0_X3_GET_resp_2xx],251,0,0,0,0,0
252,REST_X0,252,18,0,0,0,0
253,[X0_X3_GET_req],253,19,0,0,1,0
