,action,step,s_X0,s_X1,s_X2,s_X3,s_X4
0,-,0,0,0,0,0,0
1,REST_X0,1,10,0,0,0,0
2,[X0_X4_GET_req],2,11,0,0,0,1
3,REST_X4,3,11,0,0,0,2
4,REST_X4,4,11,0,0,0,3
5,[X0_X4_GET_resp_2xx],5,0,0,0,0,0
6,REST_X0,6,10,0,0,0,0
7,[X0_X4_GET_req],7,11,0,0,0,1
8,REST_X4,8,11,0,0,0,2
9,REST_X4,9,11,0,0,0,3
10,[X0_X4_GET_resp_2xx],10,0,0,0,0,0
11,REST_X0,11,10,0,0,0,0
12,[X0_X4_GET_req],12,11,0,0,0,1
13,REST_X4,13,11,0,0,0,2
14,REST_X4,14,11,0,0,0,3
15,[X0_X4_GET_resp_2xx],15,0,0,0,0,0
16,REST_X0,16,2,0,0,0,0
17,[X0_X2_GET_req],17,3,0,1,0,0
18,REST_X2,18,3,0,2,0,0
19,REST_X2,19,3,0,5,0,0
20,[X2_X1_GET_req],20,3,1,6,0,0
21,REST_X1,21,3,2,6,0,0
22,REST_X1,22,3,5,6,0,0
23,[X1_X3_GET_req],23,3,6,6,1,0
24,REST_X3,24,3,6,6,2,0
25,REST_X3,25,3,6,6,3,0
26,[X1_X3_GET_resp_2xx],26,3,3,6,0,0
27,[X2_X1_GET_resp_2xx],27,3,0,3,0,0
28,[X0_X2_GET_resp_2xx],28,0,0,0,0,0
29,REST_X0,29,10,0,0,0,0
30,[X0_X4_GET_req],30,11,0,0,0,1
31,REST_X4,31,11,0,0,0,2
32,REST_X4,32,11,0,0,0,3
33,[X0_X4_GET_resp_2xx],33,0,0,0,0,0
34,REST_X0,34,10,0,0,0,0
35,[X0_X4_GET_req],35,11,0,0,0,1
36,REST_X4,36,11,0,0,0,2
37,REST_X4,37,11,0,0,0,4
38,[X0_X4_GET_resp_5xx],38,12,0,0,0,0
39,[X0_X4_GET_req],39,13,0,0,0,1
40,REST_X4,40,13,0,0,0,2
41,REST_X4,41,13,0,0,0,4
42,[X0_X4_GET_resp_5xx],42,14,0,0,0,0
43,[X0_X4_GET_req],43,15,0,0,0,1
44,REST_X4,44,15,0,0,0,2
45,REST_X4,45,15,0,0,0,3
46,[X0_X4_GET_resp_2xx],46,0,0,0,0,0
47,REST_X0,47,10,0,0,0,0
48,[X0_X4_GET_req],48,11,0,0,0,1
49,REST_X4,49,11,0,0,0,2
50,REST_X4,50,11,0,0,0,3
51,[X0_X4_GET_resp_2xx],51,0,0,0,0,0
52,REST_X0,52,10,0,0,0,0
53,[X0_X4_GET_req],53,11,0,0,0,1
54,REST_X4,54,11,0,0,0,2
55,REST_X4,55,11,0,0,0,3
56,[X0_X4_GET_resp_2xx],56,0,0,0,0,0
57,REST_X0,57,10,0,0,0,0
58,[X0_X4_GET_req],58,11,0,0,0,1
59,REST_X4,59,11,0,0,0,2
60,REST_X4,60,11,0,0,0,3
61,[X0_X4_GET_resp_2xx],61,0,0,0,0,0
62,REST_X0,62,10,0,0,0,0
63,[X0_X4_GET_req],63,11,0,0,0,1
64,REST_X4,64,11,0,0,0,2
65,REST_X4,65,11,0,0,0,3
66,[X0_X4_GET_resp_2xx],66,0,0,0,0,0
67,REST_X0,67,2,0,0,0,0
68,[X0_X2_GET_req],68,3,0,1,0,0
69,REST_X2,69,3,0,2,0,0
70,REST_X2,70,3,0,5,0,0
71,[X2_X1_GET_req],71,3,1,6,0,0
72,REST_X1,72,3,2,6,0,0
73,REST_X1,73,3,5,6,0,0
74,[X1_X3_GET_req],74,3,6,6,1,0
75,REST_X3,75,3,6,6,2,0
76,REST_X3,76,3,6,6,4,0
77,[X1_X3_GET_resp_5xx],77,3,7,6,0,0
78,[X1_X3_GET_req],78,3,8,6,1,0
79,REST_X3,79,3,8,6,2,0
80,REST_X3,80,3,8,6,3,0
81,[X1_X3_GET_resp_2xx],81,3,3,6,0,0
82,[X2_X1_GET_resp_2xx],82,3,0,3,0,0
83,[X0_X2_GET_resp_2xx],83,0,0,0,0,0
84,REST_X0,84,2,0,0,0,0
85,[X0_X2_GET_req],85,3,0,1,0,0
86,REST_X2,86,3,0,2,0,0
87,REST_X2,87,3,0,5,0,0
88,[X2_X1_GET_req],88,3,1,6,0,0
89,REST_X1,89,3,2,6,0,0
90,REST_X1,90,3,5,6,0,0
91,[X1_X3_GET_req],91,3,6,6,1,0
92,REST_X3,92,3,6,6,2,0
93,REST_X3,93,3,6,6,3,0
94,[X1_X3_GET_resp_2xx],94,3,3,6,0,0
95,[X2_X1_GET_resp_2xx],95,3,0,3,0,0
96,[X0_X2_GET_resp_2xx],96,0,0,0,0,0
97,REST_X0,97,10,0,0,0,0
98,[X0_X4_GET_req],98,11,0,0,0,1
99,REST_X4,99,11,0,0,0,2
100,REST_X4,100,11,0,0,0,3
101,[X0_X4_GET_resp_2xx],101,0,0,0,0,0
102,REST_X0,102,10,0,0,0,0
103,[X0_X4_GET_req],103,11,0,0,0,1
104,REST_X4,104,11,0,0,0,2
105,REST_X4,105,11,0,0,0,3
106,[X0_X4_GET_resp_2xx],106,0,0,0,0,0
107,REST_X0,107,2,0,0,0,0
108,[X0_X2_GET_req],108,3,0,1,0,0
109,REST_X2,109,3,0,2,0,0
110,REST_X2,110,3,0,5,0,0
111,[X2_X1_GET_req],111,3,1,6,0,0
112,REST_X1,112,3,2,6,0,0
113,REST_X1,113,3,5,6,0,0
114,[X1_X3_GET_req],114,3,6,6,1,0
115,REST_X3,115,3,6,6,2,0
116,REST_X3,116,3,6,6,3,0
117,[X1_X3_GET_resp_2xx],117,3,3,6,0,0
118,[X2_X1_GET_resp_2xx],118,3,0,3,0,0
119,[X0_X2_GET_resp_2xx],119,0,0,0,0,0
120,REST_X0,120,10,0,0,0,0
121,[X0_X4_GET_req],121,11,0,0,0,1
122,REST_X4,122,11,0,0,0,2
123,REST_X4,123,11,0,0,0,3
124,[X0_X4_GET_resp_2xx],124,0,0,0,0,0
125,REST_X0,125,10,0,0,0,0
126,[X0_X4_GET_req],126,11,0,0,0,1
127,REST_X4,127,11,0,0,0,2
128,REST_X4,128,11,0,0,0,3
129,[X0_X4_GET_resp_2xx],129,0,0,0,0,0
130,REST_X0,130,2,0,0,0,0
131,[X0_X2_GET_req],131,3,0,1,0,0
132,REST_X2,132,3,0,2,0,0
133,REST_X2,133,3,0,5,0,0
134,[X2_X1_GET_req],134,3,1,6,0,0
135,REST_X1,135,3,2,6,0,0
136,REST_X1,136,3,5,6,0,0
137,[X1_X3_GET_req],137,3,6,6,1,0
138,REST_X3,138,3,6,6,2,0
139,REST_X3,139,3,6,6,4,0
140,[X1_X3_GET_resp_5xx],140,3,7,6,0,0
141,[X1_X3_GET_req],141,3,8,6,1,0
142,REST_X3,142,3,8,6,2,0
143,REST_X3,143,3,8,6,3,0
144,[X1_X3_GET_resp_2xx],144,3,3,6,0,0
145,[X2_X1_GET_resp_2xx],145,3,0,3,0,0
146,[X0_X2_GET_resp_2xx],146,0,0,0,0,0
147,REST_X0,147,2,0,0,0,0
148,[X0_X2_GET_req],148,3,0,1,0,0
149,REST_X2,149,3,0,2,0,0
150,REST_X2,150,3,0,5,0,0
151,[X2_X1_GET_req],151,3,1,6,0,0
152,REST_X1,152,3,2,6,0,0
153,REST_X1,153,3,5,6,0,0
154,[X1_X3_GET_req],154,3,6,6,1,0
155,REST_X3,155,3,6,6,2,0
156,REST_X3,156,3,6,6,3,0
157,[X1_X3_GET_resp_2xx],157,3,3,6,0,0
158,[X2_X1_GET_resp_2xx],158,3,0,3,0,0
159,[X0_X2_GET_resp_2xx],159,0,0,0,0,0
160,REST_X0,160,2,0,0,0,0
161,[X0_X2_GET_req],161,3,0,1,0,0
162,REST_X2,162,3,0,2,0,0
163,REST_X2,163,3,0,5,0,0
164,[X2_X1_GET_req],164,3,1,6,0,0
165,REST_X1,165,3,2,6,0,0
166,REST_X1,166,3,5,6,0,0
167,[X1_X3_GET_req],167,3,6,6,1,0
168,REST_X3,168,3,6,6,2,0
169,REST_X3,169,3,6,6,3,0
170,[X1_X3_GET_resp_2xx],170,3,3,6,0,0
171,[X2_X1_GET_resp_2xx],171,3,0,3,0,0
172,[X0_X2_GET_resp_2xx],172,0,0,0,0,0
173,REST_X0,173,2,0,0,0,0
174,[X0_X2_GET_req],174,3,0,1,0,0
175,REST_X2,175,3,0,2,0,0
176,REST_X2,176,3,0,5,0,0
177,[X2_X1_GET_req],177,3,1,6,0,0
178,REST_X1,178,3,2,6,0,0
179,REST_X1,179,3,5,6,0,0
180,[X1_X3_GET_req],180,3,6,6,1,0
181,REST_X3,181,3,6,6,2,0
182,REST_X3,182,3,6,6,3,0
183,[X1_X3_GET_resp_2xx],183,3,3,6,0,0
184,[X2_X1_GET_resp_2xx],184,3,0,3,0,0
185,[X0_X2_GET_resp_2xx],185,0,0,0,0,0
186,REST_X0,186,2,0,0,0,0
187,[X0_X2_GET_req],187,3,0,1,0,0
188,REST_X2,188,3,0,2,0,0
189,REST_X2,189,3,0,5,0,0
190,[X2_X1_GET_req],190,3,1,6,0,0
191,REST_X1,191,3,2,6,0,0
192,REST_X1,192,3,5,6,0,0
193,[X1_X3_GET_req],193,3,6,6,1,0
194,REST_X3,194,3,6,6,2,0
195,REST_X3,195,3,6,6,3,0
196,[X1_X3_GET_resp_2xx],196,3,3,6,0,0
197,[X2_X1_GET_resp_2xx],197,3,0,3,0,0
198,[X0_X2_GET_resp_2xx],198,0,0,0,0,0
199,REST_X0,199,2,0,0,0,0
200,[X0_X2_GET_req],200,3,0,1,0,0
201,REST_X2,201,3,0,2,0,0
202,REST_X2,202,3,0,5,0,0
203,[X2_X1_GET_req],203,3,1,6,0,0
204,REST_X1,204,3,2,6,0,0
205,REST_X1,205,3,5,6,0,0
206,[X1_X3_GET_req],206,3,6,6,1,0
207,REST_X3,207,3,6,6,2,0
208,REST_X3,208,3,6,6,3,0
209,[X1_X3_GET_resp_2xx],209,3,3,6,0,0
210,[X2_X1_GET_resp_2xx],210,3,0,3,0,0
211,[X0_X2_GET_resp_2xx],211,0,0,0,0,0
212,REST_X0,212,10,0,0,0,0
213,[X0_X4_GET_req],213,11,0,0,0,1
214,REST_X4,214,11,0,0,0,2
215,REST_X4,215,11,0,0,0,3
216,[X0_X4_GET_resp_2xx],216,0,0,0,0,0
217,REST_X0,217,2,0,0,0,0
218,[X0_X2_GET_req],218,3,0,1,0,0
219,REST_X2,219,3,0,2,0,0
220,REST_X2,220,3,0,5,0,0
221,[X2_X1_GET_req],221,3,1,6,0,0
222,REST_X1,222,3,2,6,0,0
223,REST_X1,223,3,5,6,0,0
224,[X1_X3_GET_req],224,3,6,6,1,0
225,REST_X3,225,3,6,6,2,0
226,REST_X3,226,3,6,6,3,0
227,[X1_X3_GET_resp_2xx],227,3,3,6,0,0
228,[X2_X1_GET_resp_2xx],228,3,0,3,0,0
229,[X0_X2_GET_resp_2xx],229,0,0,0,0,0
230,REST_X0,230,10,0,0,0,0
231,[X0_X4_GET_req],231,11,0,0,0,1
232,REST_X4,232,11,0,0,0,2
233,REST_X4,233,11,0,0,0,3
234,[X0_X4_GET_resp_2xx],234,0,0,0,0,0
235,REST_X0,235,10,0,0,0,0
236,[X0_X4_GET_req],236,11,0,0,0,1
237,REST_X4,237,11,0,0,0,2
238,REST_X4,238,11,0,0,0,3
239,[X0_X4_GET_resp_2xx],239,0,0,0,0,0
240,REST_X0,240,2,0,0,0,0
241,[X0_X2_GET_req],241,3,0,1,0,0
242,REST_X2,242,3,0,2,0,0
243,REST_X2,243,3,0,5,0,0
244,[X2_X1_GET_req],244,3,1,6,0,0
245,REST_X1,245,3,2,6,0,0
246,REST_X1,246,3,5,6,0,0
247,[X1_X3_GET_req],247,3,6,6,1,0
248,REST_X3,248,3,6,6,2,0
249,REST_X3,249,3,6,6,3,0
250,[X1_X3_GET_resp_2xx],250,3,3,6,0,0
