action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,21.80883373211585,1,1,false,0,false
[producing],2,23.103310853851003,2,2,false,0,false
[con_ready],3,33.633567980716066,2,2,true,0,true
[consuming],4,34.58747366338686,2,1,false,1,false
[con_ready],5,38.14109158285115,2,1,true,1,true
[consuming],6,39.33174497826843,2,0,false,2,false
[producing],7,95.60447407209688,3,1,false,2,false
[con_ready],8,112.5599599623086,3,1,true,2,true
[consuming],9,112.85112601413775,3,0,false,3,false
[producing],10,119.63305464529321,4,1,false,3,false
[con_ready],11,132.14791052531805,4,1,true,3,true
[consuming],12,132.29369040275037,4,0,false,4,false
[producing],13,149.59027457567032,5,1,false,4,false
[producing],14,156.173413937634,6,2,false,4,false
[con_ready],15,157.09313479507074,6,2,true,4,true
[consuming],16,159.3123820169461,6,1,false,5,false
[con_ready],17,184.02453270001214,6,1,true,5,true
[consuming],18,184.40132127818734,6,0,false,6,false
[producing],19,188.39399954971896,7,1,false,6,false
[con_ready],20,188.88798175790254,7,1,true,6,true
[consuming],21,189.11238998572716,7,0,false,7,false
[producing],22,208.1734345884905,8,1,false,7,false
[con_ready],23,216.98398687193293,8,1,true,7,true
[consuming],24,217.04236087708043,8,0,false,8,false
[producing],25,249.25889621016063,9,1,false,8,false
[con_ready],26,263.13849553107724,9,1,true,8,true
[consuming],27,267.0827635469222,9,0,false,9,false
[producing],28,286.91525966063404,10,1,false,9,false
[con_ready],29,309.119779448314,10,1,true,9,true
[consuming],30,311.2808754857728,10,0,false,10,false
[producing],31,320.05726374723685,11,1,false,10,false
[con_ready],32,326.1746855068345,11,1,true,10,true
[consuming],33,326.5328166142438,11,0,false,11,false
[producing],34,336.6536400331638,12,1,false,11,false
[con_ready],35,350.74839024332647,12,1,true,11,true
[consuming],36,352.59169825454575,12,0,false,12,false
[producing],37,373.1792964261802,13,1,false,12,false
[producing],38,373.37468035057185,14,2,false,12,false
[con_ready],39,379.3699882740551,14,2,true,12,true
[consuming],40,379.7510201362004,14,1,false,13,false
[con_ready],41,381.3564741076794,14,1,true,13,true
[consuming],42,381.60830589609117,14,0,false,14,false
[producing],43,388.69048718645723,15,1,false,14,false
[producing],44,394.844348188633,16,2,false,14,false
[con_ready],45,406.1371969538744,16,2,true,14,true
[consuming],46,407.6420279632151,16,1,false,15,false
[producing],47,413.30980651818953,17,2,false,15,false
[con_ready],48,420.02260348759984,17,2,true,15,true
[consuming],49,420.3464301253337,17,1,false,16,false
[con_ready],50,424.7626851188017,17,1,true,16,true
[consuming],51,426.3989299713184,17,0,false,17,false
[producing],52,436.90190620715373,18,1,false,17,false
[con_ready],53,443.4307730923696,18,1,true,17,true
[consuming],54,443.6015777833087,18,0,false,18,false
[producing],55,477.71615171606595,19,1,false,18,false
[producing],56,480.34718741042013,20,2,false,18,false
[con_ready],57,494.0016333687858,20,2,true,18,true
[consuming],58,494.1331603801957,20,1,false,19,false
[producing],59,502.0209618826648,21,2,false,19,false
[con_ready],60,503.5707819271573,21,2,true,19,true
[consuming],61,503.75556103776574,21,1,false,20,false
[con_ready],62,510.9772035863292,21,1,true,20,true
[consuming],63,511.4819507505076,21,0,false,21,false
[producing],64,514.3009177504216,22,1,false,21,false
[producing],65,514.6971245662342,23,2,false,21,false
[con_ready],66,517.0460259401854,23,2,true,21,true
[consuming],67,518.4040812350694,23,1,false,22,false
[producing],68,523.1368100273168,24,2,false,22,false
[con_ready],69,530.6571194444067,24,2,true,22,true
[consuming],70,532.0572171726184,24,1,false,23,false
[producing],71,533.6901848651903,25,2,false,23,false
[con_ready],72,546.2675895681597,25,2,true,23,true
[consuming],73,548.0144664962068,25,1,false,24,false
[con_ready],74,558.3557119443685,25,1,true,24,true
