action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,3.538978183952239,1,1,false,0,false
[producing],2,9.28010770873258,2,2,false,0,false
[con_ready],3,17.15952397085966,2,2,true,0,true
[consuming],4,17.797143362395317,2,1,false,1,false
[con_ready],5,21.672592355011755,2,1,true,1,true
[consuming],6,21.94580469721819,2,0,false,2,false
[producing],7,31.364378705676152,3,1,false,2,false
[con_ready],8,44.14186977451619,3,1,true,2,true
[consuming],9,44.71917212004449,3,0,false,3,false
[producing],10,56.64797128519733,4,1,false,3,false
[con_ready],11,64.389952879004,4,1,true,3,true
[consuming],12,65.13781517114158,4,0,false,4,false
[producing],13,71.64706175485956,5,1,false,4,false
[producing],14,87.06667872111738,6,2,false,4,false
[producing],15,94.65944950669723,7,3,false,4,false
[producing],16,100.33341900062011,8,4,false,4,false
[con_ready],17,116.77377193194425,8,4,true,4,true
[consuming],18,118.25845459852803,8,3,false,5,false
[con_ready],19,119.67011094444564,8,3,true,5,true
[consuming],20,119.7778274711057,8,2,false,6,false
[producing],21,122.80941476339248,9,3,false,6,false
[con_ready],22,126.53422939108225,9,3,true,6,true
[consuming],23,128.85708407306382,9,2,false,7,false
[con_ready],24,129.7754311363149,9,2,true,7,true
[consuming],25,130.05987321971222,9,1,false,8,false
[con_ready],26,131.31209878911827,9,1,true,8,true
[consuming],27,132.22766087956887,9,0,false,9,false
[producing],28,144.81035921506876,10,1,false,9,false
[producing],29,146.6407176465874,11,2,false,9,false
[con_ready],30,148.22318276127484,11,2,true,9,true
[consuming],31,150.32592323222286,11,1,false,10,false
[con_ready],32,173.6168081216079,11,1,true,10,true
[consuming],33,176.5919333379339,11,0,false,11,false
[producing],34,177.05175707425002,12,1,false,11,false
[con_ready],35,183.59438672376086,12,1,true,11,true
[consuming],36,184.6758526608098,12,0,false,12,false
[producing],37,203.80053025882103,13,1,false,12,false
[producing],38,206.0268425416409,14,2,false,12,false
[producing],39,208.80444748244975,15,3,false,12,false
[producing],40,214.93021495734493,16,4,false,12,false
[producing],41,220.43018238504678,17,5,false,12,false
[con_ready],42,221.32452540900258,17,5,true,12,true
[consuming],43,222.6057352701613,17,4,false,13,false
[con_ready],44,226.08338908725972,17,4,true,13,true
[consuming],45,226.30512209511252,17,3,false,14,false
[con_ready],46,230.09368288839786,17,3,true,14,true
[consuming],47,230.33122779273856,17,2,false,15,false
[con_ready],48,232.67483499701362,17,2,true,15,true
[consuming],49,233.05676814453992,17,1,false,16,false
[con_ready],50,247.68160102698621,17,1,true,16,true
[consuming],51,248.78625630824882,17,0,false,17,false
[producing],52,303.8134274984589,18,1,false,17,false
[con_ready],53,321.3272590953613,18,1,true,17,true
[consuming],54,321.607564528664,18,0,false,18,false
[producing],55,326.1436118763889,19,1,false,18,false
[producing],56,345.5855606561935,20,2,false,18,false
[producing],57,359.0851076554465,21,3,false,18,false
[producing],58,362.44114400650875,22,4,false,18,false
[con_ready],59,368.63990896474644,22,4,true,18,true
[consuming],60,368.7866720613235,22,3,false,19,false
[con_ready],61,377.08516334853954,22,3,true,19,true
[consuming],62,377.7146237617756,22,2,false,20,false
[producing],63,407.04260226638667,23,3,false,20,false
[producing],64,416.8975144850127,24,4,false,20,false
[producing],65,428.3725508574057,25,5,false,20,false
[producing],66,437.4797974833094,26,6,false,20,false
[producing],67,453.5278818987735,27,7,false,20,false
[con_ready],68,453.5807897078864,27,7,true,20,true
[consuming],69,454.34422412522304,27,6,false,21,false
[con_ready],70,463.8589323899553,27,6,true,21,true
[consuming],71,464.2612281654487,27,5,false,22,false
[con_ready],72,484.0887885214113,27,5,true,22,true
[consuming],73,484.1593131128592,27,4,false,23,false
[producing],74,497.82892108790935,28,5,false,23,false
[con_ready],75,498.26795781801684,28,5,true,23,true
[consuming],76,498.4654594026557,28,4,false,24,false
[con_ready],77,502.65353508148684,28,4,true,24,true
[consuming],78,504.50246017394886,28,3,false,25,false
[con_ready],79,512.8360392808995,28,3,true,25,true
[consuming],80,513.4883397025591,28,2,false,26,false
[con_ready],81,513.8484839599618,28,2,true,26,true
[consuming],82,513.99200180287,28,1,false,27,false
[con_ready],83,526.258589545926,28,1,true,27,true
[consuming],84,526.26597315423,28,0,false,28,false
[producing],85,531.201862965964,29,1,false,28,false
[producing],86,541.4859339005935,30,2,false,28,false
[producing],87,543.8242046857314,31,3,false,28,false
[con_ready],88,549.602618852088,31,3,true,28,true
[consuming],89,549.7030828374862,31,2,false,29,false
[producing],90,561.6429375888832,32,3,false,29,false
[con_ready],91,564.9819682379988,32,3,true,29,true
[consuming],92,565.6938423554025,32,2,false,30,false
[con_ready],93,577.6163567871254,32,2,true,30,true
[consuming],94,578.0869848197951,32,1,false,31,false
[con_ready],95,582.4140578312918,32,1,true,31,true
[consuming],96,585.1624559394842,32,0,false,32,false
[producing],97,598.3577376602726,33,1,false,32,false
[producing],98,605.958900752465,34,2,false,32,false
[con_ready],99,608.7723617380677,34,2,true,32,true
[consuming],100,609.2743073075592,34,1,false,33,false
[con_ready],101,621.3441461754653,34,1,true,33,true
[consuming],102,622.8393206849677,34,0,false,34,false
[producing],103,645.3143762631245,35,1,false,34,false
[producing],104,668.8101907224989,36,2,false,34,false
[con_ready],105,669.7543924943211,36,2,true,34,true
[consuming],106,669.8282424975364,36,1,false,35,false
[producing],107,702.3825907767716,37,2,false,35,false
[producing],108,717.9879860158654,38,3,false,35,false
[producing],109,721.1982564451362,39,4,false,35,false
[con_ready],110,721.6455198974144,39,4,true,35,true
