action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,6.60911144951368,1,1,false,0,false
[producing],2,15.087686229480619,2,2,false,0,false
[con_ready],3,16.68417074531158,2,2,true,0,true
[consuming],4,17.247530704806884,2,1,false,1,false
[producing],5,39.66444245976584,3,2,false,1,false
[producing],6,45.64735288273339,4,3,false,1,false
[con_ready],7,47.112864779479565,4,3,true,1,true
[consuming],8,47.23479584103331,4,2,false,2,false
[producing],9,65.51339893341199,5,3,false,2,false
[con_ready],10,70.50090789832664,5,3,true,2,true
[consuming],11,71.49750448736239,5,2,false,3,false
[con_ready],12,71.66179716493664,5,2,true,3,true
[consuming],13,72.94903962051153,5,1,false,4,false
[producing],14,76.17329433840611,6,2,false,4,false
[producing],15,77.28599109567197,7,3,false,4,false
[con_ready],16,89.32430821408413,7,3,true,4,true
[consuming],17,89.4135801381389,7,2,false,5,false
[con_ready],18,91.69483263043419,7,2,true,5,true
[consuming],19,92.09872932703968,7,1,false,6,false
[con_ready],20,93.58549228403935,7,1,true,6,true
[consuming],21,93.73080524669554,7,0,false,7,false
[producing],22,116.5204942820224,8,1,false,7,false
[producing],23,150.50027979029687,9,2,false,7,false
[producing],24,156.31650733579286,10,3,false,7,false
[con_ready],25,156.55780924873216,10,3,true,7,true
[consuming],26,157.98523548791857,10,2,false,8,false
[con_ready],27,193.50128790914846,10,2,true,8,true
[consuming],28,194.67779488257838,10,1,false,9,false
[producing],29,199.09245920937772,11,2,false,9,false
[producing],30,226.4256494666904,12,3,false,9,false
[producing],31,228.1152714026547,13,4,false,9,false
[con_ready],32,233.2318723960828,13,4,true,9,true
[consuming],33,234.34111241794994,13,3,false,10,false
[producing],34,237.24501969722232,14,4,false,10,false
[con_ready],35,237.73118439043245,14,4,true,10,true
[consuming],36,239.82458185152322,14,3,false,11,false
[producing],37,255.73410034471183,15,4,false,11,false
[producing],38,273.4135013708087,16,5,false,11,false
[producing],39,278.220226339054,17,6,false,11,false
[con_ready],40,289.452975286913,17,6,true,11,true
[consuming],41,290.98576221266046,17,5,false,12,false
[producing],42,295.3398955146441,18,6,false,12,false
[con_ready],43,299.08359958373796,18,6,true,12,true
[consuming],44,301.8014824002472,18,5,false,13,false
[con_ready],45,303.9052720194576,18,5,true,13,true
[consuming],46,305.329661661938,18,4,false,14,false
[con_ready],47,321.89593343513485,18,4,true,14,true
[consuming],48,322.65106463938037,18,3,false,15,false
[con_ready],49,323.76654012172463,18,3,true,15,true
[consuming],50,323.91645927860833,18,2,false,16,false
[con_ready],51,337.76993721329967,18,2,true,16,true
[consuming],52,340.64369348003186,18,1,false,17,false
[con_ready],53,340.96236650104,18,1,true,17,true
[consuming],54,341.65796200901497,18,0,false,18,false
[producing],55,385.22879928190065,19,1,false,18,false
[con_ready],56,391.5877106492742,19,1,true,18,true
[consuming],57,392.1899446472417,19,0,false,19,false
[producing],58,400.1558286211673,20,1,false,19,false
[producing],59,419.13628302062796,21,2,false,19,false
[producing],60,428.56649150090396,22,3,false,19,false
[con_ready],61,437.15246123255037,22,3,true,19,true
[consuming],62,437.81155546823436,22,2,false,20,false
[producing],63,468.8938644680123,23,3,false,20,false
[con_ready],64,473.3831120371674,23,3,true,20,true
[consuming],65,475.79786789885065,23,2,false,21,false
[producing],66,477.8211923569495,24,3,false,21,false
[con_ready],67,482.43783905142317,24,3,true,21,true
[consuming],68,482.5527243028912,24,2,false,22,false
[con_ready],69,499.3803632666813,24,2,true,22,true
[consuming],70,500.9769419555059,24,1,false,23,false
[producing],71,513.1752993629998,25,2,false,23,false
[con_ready],72,513.6255480481742,25,2,true,23,true
[consuming],73,514.0649188382137,25,1,false,24,false
[con_ready],74,523.4339261201895,25,1,true,24,true
[consuming],75,525.6847899533434,25,0,false,25,false
[producing],76,530.9981725436611,26,1,false,25,false
[con_ready],77,533.3397493578244,26,1,true,25,true
[consuming],78,533.4492325788943,26,0,false,26,false
[producing],79,565.1245179139183,27,1,false,26,false
[producing],80,569.5880627082262,28,2,false,26,false
[producing],81,572.9063827823535,29,3,false,26,false
[con_ready],82,581.7166207905576,29,3,true,26,true
[consuming],83,581.8063189289837,29,2,false,27,false
[con_ready],84,583.7896302270314,29,2,true,27,true
[consuming],85,584.4362835428626,29,1,false,28,false
[con_ready],86,598.8519889717587,29,1,true,28,true
[consuming],87,601.9777554928296,29,0,false,29,false
[producing],88,630.1323484356051,30,1,false,29,false
[con_ready],89,637.0329331008094,30,1,true,29,true
[consuming],90,637.9729645471582,30,0,false,30,false
[producing],91,644.1403471844246,31,1,false,30,false
