action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3,f,b2,serving11,serving12,serving13,c11,getting11,c12,getting12,c13,getting13
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing],1,54.54392095882219,1,0,0,1,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready1],2,56.33114660870489,1,0,0,2,false,false,false,0,true,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],3,58.24647235720271,1,1,0,3,false,false,false,0,true,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready3],4,59.10914943033728,1,1,0,3,false,false,true,0,true,0,false,0,true,0,0,false,false,false,0,false,0,false,0,false
[consuming3],5,61.1161204894458,1,1,0,2,false,false,false,0,true,0,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],6,62.555459021498315,1,2,0,3,false,false,false,0,true,0,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[forwarding],7,84.65728887509474,1,2,0,3,false,false,false,0,true,0,false,1,false,1,1,false,false,false,0,false,0,false,0,false
[con_ready11],8,86.60285973610269,1,2,0,3,false,false,false,0,true,0,false,1,false,1,1,true,false,false,0,true,0,false,0,false
[consuming11],9,87.39657239288192,1,2,0,3,false,false,false,0,true,0,false,1,false,1,0,false,false,false,1,false,0,false,0,false
[con_ready3],10,115.41956019374476,1,2,0,3,false,false,true,0,true,0,false,1,true,1,0,false,false,false,1,false,0,false,0,false
[consuming3],11,117.86925209641407,1,2,0,2,false,false,false,0,true,0,false,2,false,1,0,false,false,false,1,false,0,false,0,false
[con_ready3],12,123.23306007908559,1,2,0,2,false,false,true,0,true,0,false,2,true,1,0,false,false,false,1,false,0,false,0,false
[consuming3],13,123.48070787636885,1,2,0,1,false,false,false,0,true,0,false,3,false,1,0,false,false,false,1,false,0,false,0,false
[producing],14,123.64992761162723,2,2,0,2,false,false,false,0,true,0,false,3,false,1,0,false,false,false,1,false,0,false,0,false
[producing3],15,127.59321319513049,2,2,1,3,false,false,false,0,true,0,false,3,false,1,0,false,false,false,1,false,0,false,0,false
[forwarding],16,130.12313695361388,2,2,1,3,false,false,false,0,true,0,false,3,false,2,1,false,false,false,1,false,0,false,0,false
[con_ready3],17,132.30855656497343,2,2,1,3,false,false,true,0,true,0,false,3,true,2,1,false,false,false,1,false,0,false,0,false
[consuming3],18,133.24642288312134,2,2,1,2,false,false,false,0,true,0,false,4,false,2,1,false,false,false,1,false,0,false,0,false
[producing2],19,133.5103470298514,2,3,1,3,false,false,false,0,true,0,false,4,false,2,1,false,false,false,1,false,0,false,0,false
[con_ready13],20,133.955268637663,2,3,1,3,false,false,false,0,true,0,false,4,false,2,1,false,false,true,1,false,0,false,0,true
[consuming13],21,134.1247613544819,2,3,1,3,false,false,false,0,true,0,false,4,false,2,0,false,false,false,1,false,0,false,1,false
[con_ready3],22,147.1319543368312,2,3,1,3,false,false,true,0,true,0,false,4,true,2,0,false,false,false,1,false,0,false,1,false
