action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,41.482507522247616,1,1,false,false,0,false,0,false
[con_ready1],2,45.46884863626532,1,1,true,false,0,true,0,false
[consuming1],3,45.48316634593412,1,0,false,false,1,false,0,false
[producing],4,109.84447081645321,2,1,false,false,1,false,0,false
[con_ready1],5,111.93705602220973,2,1,true,false,1,true,0,false
[consuming1],6,112.32729449991841,2,0,false,false,2,false,0,false
[producing],7,131.6725533877687,3,1,false,false,2,false,0,false
[con_ready2],8,140.09653874747303,3,1,false,true,2,false,0,true
[consuming2],9,142.9916413106809,3,0,false,false,2,false,1,false
[producing],10,153.3948444703811,4,1,false,false,2,false,1,false
[con_ready1],11,163.0215901278233,4,1,true,false,2,true,1,false
[consuming1],12,164.26270621969988,4,0,false,false,3,false,1,false
[producing],13,211.28812341405313,5,1,false,false,3,false,1,false
[con_ready2],14,224.1174558762871,5,1,false,true,3,false,1,true
[consuming2],15,224.94250364353292,5,0,false,false,3,false,2,false
[producing],16,293.7829591072864,6,1,false,false,3,false,2,false
[producing],17,306.37573843861287,7,2,false,false,3,false,2,false
[con_ready1],18,322.8541187286512,7,2,true,false,3,true,2,false
[consuming1],19,324.4906606971746,7,1,false,false,4,false,2,false
[con_ready2],20,328.4075162615704,7,1,false,true,4,false,2,true
[consuming2],21,330.29753994734955,7,0,false,false,4,false,3,false
[producing],22,356.3638142754774,8,1,false,false,4,false,3,false
[con_ready1],23,359.4858032516661,8,1,true,false,4,true,3,false
[consuming1],24,359.9697028342789,8,0,false,false,5,false,3,false
[producing],25,422.8932483030829,9,1,false,false,5,false,3,false
[con_ready2],26,434.1429377776805,9,1,false,true,5,false,3,true
[consuming2],27,435.2836228550106,9,0,false,false,5,false,4,false
[producing],28,510.5224037416655,10,1,false,false,5,false,4,false
[con_ready2],29,511.5976165612153,10,1,false,true,5,false,4,true
[consuming2],30,511.6521153274825,10,0,false,false,5,false,5,false
[producing],31,517.7760676702285,11,1,false,false,5,false,5,false
[con_ready1],32,534.5966645295766,11,1,true,false,5,true,5,false
[consuming1],33,535.5501694464706,11,0,false,false,6,false,5,false
[producing],34,539.4328510130168,12,1,false,false,6,false,5,false
[con_ready2],35,548.4144274116304,12,1,false,true,6,false,5,true
[consuming2],36,549.2976292148509,12,0,false,false,6,false,6,false
[producing],37,667.609462093626,13,1,false,false,6,false,6,false
[con_ready1],38,668.7556630027827,13,1,true,false,6,true,6,false
[consuming1],39,669.9901824980423,13,0,false,false,7,false,6,false
[producing],40,745.9000301093732,14,1,false,false,7,false,6,false
[producing],41,749.8836885472472,15,2,false,false,7,false,6,false
[con_ready2],42,756.9404079886245,15,2,false,true,7,false,6,true
[consuming2],43,757.1095688956971,15,1,false,false,7,false,7,false
[con_ready1],44,784.6612635376914,15,1,true,false,7,true,7,false
[consuming1],45,784.6866166688812,15,0,false,false,8,false,7,false
[producing],46,789.9810785126299,16,1,false,false,8,false,7,false
[producing],47,799.7614972670466,17,2,false,false,8,false,7,false
[con_ready2],48,812.6947769268826,17,2,false,true,8,false,7,true
[consuming2],49,813.920267371125,17,1,false,false,8,false,8,false
[con_ready1],50,835.5400615795941,17,1,true,false,8,true,8,false
[consuming1],51,836.0334408607155,17,0,false,false,9,false,8,false
[producing],52,846.2985378934611,18,1,false,false,9,false,8,false
[con_ready1],53,848.844725738198,18,1,true,false,9,true,8,false
[consuming1],54,849.6509657506712,18,0,false,false,10,false,8,false
[producing],55,866.9810164928547,19,1,false,false,10,false,8,false
[con_ready1],56,867.8056633059749,19,1,true,false,10,true,8,false
[consuming1],57,868.1312344217426,19,0,false,false,11,false,8,false
[producing],58,923.3681115979165,20,1,false,false,11,false,8,false
[con_ready1],59,933.8719280404208,20,1,true,false,11,true,8,false
[consuming1],60,935.2550262897107,20,0,false,false,12,false,8,false
