action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,30.532529496202432,1,1,false,false,0,false,0,false
[con_ready1],2,33.3442134601159,1,1,true,false,0,true,0,false
[consuming1],3,35.62720775380947,1,0,false,false,1,false,0,false
[producing],4,63.58681686324057,2,1,false,false,1,false,0,false
[con_ready2],5,83.93100825347318,2,1,false,true,1,false,0,true
[consuming2],6,85.3937157476688,2,0,false,false,1,false,1,false
[producing],7,143.74824149909892,3,1,false,false,1,false,1,false
[producing],8,143.90838820572577,4,2,false,false,1,false,1,false
[con_ready1],9,160.6097170972504,4,2,true,false,1,true,1,false
[consuming1],10,161.45521442506345,4,1,false,false,2,false,1,false
[con_ready1],11,163.81070940107227,4,1,true,false,2,true,1,false
[consuming1],12,164.04141815159738,4,0,false,false,3,false,1,false
[producing],13,183.84235530031933,5,1,false,false,3,false,1,false
[con_ready2],14,194.27210916864007,5,1,false,true,3,false,1,true
[consuming2],15,194.61438183681017,5,0,false,false,3,false,2,false
[producing],16,213.43784719717172,6,1,false,false,3,false,2,false
[producing],17,221.30552162076606,7,2,false,false,3,false,2,false
[con_ready2],18,228.10936121365486,7,2,false,true,3,false,2,true
[consuming2],19,228.79870121841026,7,1,false,false,3,false,3,false
[con_ready2],20,230.6382347395599,7,1,false,true,3,false,3,true
[consuming2],21,230.68999094055226,7,0,false,false,3,false,4,false
[producing],22,286.8482536989162,8,1,false,false,3,false,4,false
[con_ready2],23,311.2072230553858,8,1,false,true,3,false,4,true
[consuming2],24,311.23750045021706,8,0,false,false,3,false,5,false
[producing],25,378.1363709561516,9,1,false,false,3,false,5,false
[con_ready1],26,380.4155094511143,9,1,true,false,3,true,5,false
[consuming1],27,381.3821713097338,9,0,false,false,4,false,5,false
[producing],28,397.6533316678199,10,1,false,false,4,false,5,false
[con_ready2],29,417.9154731959736,10,1,false,true,4,false,5,true
[consuming2],30,419.57070653234223,10,0,false,false,4,false,6,false
[producing],31,539.5002496513313,11,1,false,false,4,false,6,false
[con_ready1],32,542.6489129702704,11,1,true,false,4,true,6,false
[consuming1],33,542.9491388743319,11,0,false,false,5,false,6,false
[producing],34,587.9227702792,12,1,false,false,5,false,6,false
[con_ready1],35,590.4343299838788,12,1,true,false,5,true,6,false
[consuming1],36,593.6568387537133,12,0,false,false,6,false,6,false
[producing],37,661.0261615742157,13,1,false,false,6,false,6,false
[con_ready2],38,672.7462355354958,13,1,false,true,6,false,6,true
[consuming2],39,672.7614284309482,13,0,false,false,6,false,7,false
[producing],40,673.2117563143524,14,1,false,false,6,false,7,false
[con_ready2],41,673.8033053119564,14,1,false,true,6,false,7,true
[consuming2],42,675.3396194135538,14,0,false,false,6,false,8,false
[producing],43,682.5816906610377,15,1,false,false,6,false,8,false
[con_ready1],44,685.4692127578247,15,1,true,false,6,true,8,false
[consuming1],45,685.8239743819414,15,0,false,false,7,false,8,false
[producing],46,686.2814790118505,16,1,false,false,7,false,8,false
[con_ready1],47,690.5997996489822,16,1,true,false,7,true,8,false
[consuming1],48,691.7351602574516,16,0,false,false,8,false,8,false
[producing],49,753.4633919458989,17,1,false,false,8,false,8,false
[producing],50,762.2888934096723,18,2,false,false,8,false,8,false
[con_ready1],51,777.0339741904435,18,2,true,false,8,true,8,false
[consuming1],52,778.2070809712003,18,1,false,false,9,false,8,false
[con_ready2],53,782.2172011045656,18,1,false,true,9,false,8,true
[consuming2],54,783.073697457329,18,0,false,false,9,false,9,false
[producing],55,784.1403856945402,19,1,false,false,9,false,9,false
[con_ready1],56,788.1298967442249,19,1,true,false,9,true,9,false
[consuming1],57,788.5857099840235,19,0,false,false,10,false,9,false
[producing],58,874.8205294556077,20,1,false,false,10,false,9,false
[con_ready1],59,899.8595418566904,20,1,true,false,10,true,9,false
[consuming1],60,899.982853949907,20,0,false,false,11,false,9,false
