action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,40.842612715047444,1,1,false,false,0,false,0,false
[con_ready1],2,47.05557895808822,1,1,true,false,0,true,0,false
[consuming1],3,47.73872798067427,1,0,false,false,1,false,0,false
[producing],4,56.06688160177183,2,1,false,false,1,false,0,false
[con_ready1],5,70.2462013395596,2,1,true,false,1,true,0,false
[consuming1],6,70.26469994064469,2,0,false,false,2,false,0,false
[producing],7,82.31566785246363,3,1,false,false,2,false,0,false
[con_ready2],8,83.52089898578505,3,1,false,true,2,false,0,true
[consuming2],9,83.97159310442674,3,0,false,false,2,false,1,false
[producing],10,122.51716445188626,4,1,false,false,2,false,1,false
[con_ready2],11,147.26576671957076,4,1,false,true,2,false,1,true
[consuming2],12,149.52975486986492,4,0,false,false,2,false,2,false
[producing],13,182.15846654728838,5,1,false,false,2,false,2,false
[producing],14,203.02242852548184,6,2,false,false,2,false,2,false
[con_ready2],15,221.70597621089925,6,2,false,true,2,false,2,true
[consuming2],16,222.66825118032585,6,1,false,false,2,false,3,false
[con_ready1],17,225.50388381339002,6,1,true,false,2,true,3,false
[consuming1],18,226.22552979716352,6,0,false,false,3,false,3,false
[producing],19,289.47347785782074,7,1,false,false,3,false,3,false
[con_ready2],20,289.5608446063461,7,1,false,true,3,false,3,true
[consuming2],21,290.8889972829705,7,0,false,false,3,false,4,false
[producing],22,376.4054498344789,8,1,false,false,3,false,4,false
[producing],23,378.1837583998587,9,2,false,false,3,false,4,false
[producing],24,380.8133752648234,10,3,false,false,3,false,4,false
[con_ready2],25,381.58975523149735,10,3,false,true,3,false,4,true
[consuming2],26,384.81487728124927,10,2,false,false,3,false,5,false
[producing],27,389.54627306661183,11,3,false,false,3,false,5,false
[con_ready1],28,391.87042148906227,11,3,true,false,3,true,5,false
[consuming1],29,393.3177862064979,11,2,false,false,4,false,5,false
[con_ready2],30,394.91434135361607,11,2,false,true,4,false,5,true
[consuming2],31,395.4509797522259,11,1,false,false,4,false,6,false
[con_ready2],32,398.0704072519877,11,1,false,true,4,false,6,true
[consuming2],33,398.40824132685356,11,0,false,false,4,false,7,false
[producing],34,466.91919087962617,12,1,false,false,4,false,7,false
[con_ready2],35,470.28320017339183,12,1,false,true,4,false,7,true
[consuming2],36,472.2832013974496,12,0,false,false,4,false,8,false
[producing],37,492.4208049607892,13,1,false,false,4,false,8,false
[con_ready1],38,492.59827903993005,13,1,true,false,4,true,8,false
[consuming1],39,493.79915951318634,13,0,false,false,5,false,8,false
[producing],40,513.7965110333582,14,1,false,false,5,false,8,false
[con_ready1],41,515.4932303455518,14,1,true,false,5,true,8,false
[consuming1],42,516.1744737896468,14,0,false,false,6,false,8,false
[producing],43,641.3215694968261,15,1,false,false,6,false,8,false
[producing],44,644.2331293026851,16,2,false,false,6,false,8,false
[con_ready2],45,673.2748325579839,16,2,false,true,6,false,8,true
[consuming2],46,673.4252098749173,16,1,false,false,6,false,9,false
[producing],47,678.1257168178727,17,2,false,false,6,false,9,false
[producing],48,686.7137847692933,18,3,false,false,6,false,9,false
[con_ready1],49,688.2597232137839,18,3,true,false,6,true,9,false
[consuming1],50,691.1354962318636,18,2,false,false,7,false,9,false
[con_ready2],51,703.497890287382,18,2,false,true,7,false,9,true
[consuming2],52,703.8614609175912,18,1,false,false,7,false,10,false
[con_ready2],53,711.4565790166787,18,1,false,true,7,false,10,true
[consuming2],54,711.5682023548171,18,0,false,false,7,false,11,false
[producing],55,735.6541399354962,19,1,false,false,7,false,11,false
[con_ready2],56,750.1260427132213,19,1,false,true,7,false,11,true
[consuming2],57,750.7168770235149,19,0,false,false,7,false,12,false
[producing],58,763.001027553239,20,1,false,false,7,false,12,false
[con_ready1],59,768.7925887949187,20,1,true,false,7,true,12,false
[consuming1],60,768.9867375108441,20,0,false,false,8,false,12,false
