action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,35.85747690325551,1,1,false,false,0,false,0,false
[producing],2,38.70468133193799,2,2,false,false,0,false,0,false
[con_ready2],3,38.86720684075953,2,2,false,true,0,false,0,true
[consuming2],4,39.84283467284485,2,1,false,false,0,false,1,false
[producing],5,42.29832594804432,3,2,false,false,0,false,1,false
[con_ready1],6,60.23177593861383,3,2,true,false,0,true,1,false
[consuming1],7,60.55961421234763,3,1,false,false,1,false,1,false
[con_ready2],8,64.68363220644973,3,1,false,true,1,false,1,true
[consuming2],9,66.08685641388715,3,0,false,false,1,false,2,false
[producing],10,78.81889275723788,4,1,false,false,1,false,2,false
[con_ready1],11,79.51937298716557,4,1,true,false,1,true,2,false
[consuming1],12,79.7451007303695,4,0,false,false,2,false,2,false
[producing],13,109.0576613194281,5,1,false,false,2,false,2,false
[con_ready1],14,119.75510964674851,5,1,true,false,2,true,2,false
[consuming1],15,121.80819560829937,5,0,false,false,3,false,2,false
[producing],16,130.11247126061923,6,1,false,false,3,false,2,false
[con_ready2],17,134.94886863495017,6,1,false,true,3,false,2,true
[consuming2],18,135.07109329247436,6,0,false,false,3,false,3,false
[producing],19,151.37382657639506,7,1,false,false,3,false,3,false
[producing],20,155.03069116623092,8,2,false,false,3,false,3,false
[con_ready1],21,173.4855755693895,8,2,true,false,3,true,3,false
[consuming1],22,173.701041152428,8,1,false,false,4,false,3,false
[con_ready2],23,184.29373991027094,8,1,false,true,4,false,3,true
[consuming2],24,184.42519574607624,8,0,false,false,4,false,4,false
[producing],25,200.79946642397258,9,1,false,false,4,false,4,false
[con_ready1],26,227.4221901640029,9,1,true,false,4,true,4,false
[consuming1],27,228.24431193143744,9,0,false,false,5,false,4,false
[producing],28,293.85791065223754,10,1,false,false,5,false,4,false
[producing],29,298.0401997745269,11,2,false,false,5,false,4,false
[producing],30,298.9365505626269,12,3,false,false,5,false,4,false
[producing],31,309.0498829304369,13,4,false,false,5,false,4,false
[con_ready2],32,312.4752940571402,13,4,false,true,5,false,4,true
[consuming2],33,312.74544110491394,13,3,false,false,5,false,5,false
[producing],34,315.8011170919936,14,4,false,false,5,false,5,false
[con_ready1],35,315.82369763090503,14,4,true,false,5,true,5,false
[consuming1],36,316.4611749794104,14,3,false,false,6,false,5,false
[con_ready2],37,319.2528750373493,14,3,false,true,6,false,5,true
[consuming2],38,321.19288198094944,14,2,false,false,6,false,6,false
[con_ready1],39,322.138475878658,14,2,true,false,6,true,6,false
[consuming1],40,322.64948887631283,14,1,false,false,7,false,6,false
[con_ready1],41,322.87078558445165,14,1,true,false,7,true,6,false
[consuming1],42,322.91642798161433,14,0,false,false,8,false,6,false
[producing],43,329.8101169131735,15,1,false,false,8,false,6,false
[con_ready1],44,337.2725663334196,15,1,true,false,8,true,6,false
[consuming1],45,338.1838562009731,15,0,false,false,9,false,6,false
[producing],46,358.0923407265251,16,1,false,false,9,false,6,false
[con_ready1],47,363.6944195412019,16,1,true,false,9,true,6,false
[consuming1],48,364.1511268897013,16,0,false,false,10,false,6,false
[producing],49,371.82430476287425,17,1,false,false,10,false,6,false
[producing],50,381.250162192956,18,2,false,false,10,false,6,false
[producing],51,382.831000246707,19,3,false,false,10,false,6,false
[con_ready2],52,384.0301425133337,19,3,false,true,10,false,6,true
[consuming2],53,385.39871934841307,19,2,false,false,10,false,7,false
[con_ready2],54,387.18998345724304,19,2,false,true,10,false,7,true
[consuming2],55,387.4392315639454,19,1,false,false,10,false,8,false
[con_ready1],56,388.7232680701199,19,1,true,false,10,true,8,false
[consuming1],57,390.48788817940044,19,0,false,false,11,false,8,false
[producing],58,397.01149204744127,20,1,false,false,11,false,8,false
[con_ready2],59,407.24909730427817,20,1,false,true,11,false,8,true
[consuming2],60,409.2668747564372,20,0,false,false,11,false,9,false
