action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3,f,b2,serving11,serving12,serving13,c11,getting11,c12,getting12,c13,getting13
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing],1,4.8088641115958515,1,0,0,1,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing3],2,14.024942868175195,1,0,1,2,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing],3,14.361918170255938,2,0,1,3,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready2],4,15.757691377282947,2,0,1,3,false,true,false,0,false,0,true,0,false,0,0,false,false,false,0,false,0,false,0,false
[consuming2],5,16.623227697279155,2,0,1,2,false,false,false,0,false,1,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],6,18.20609782930942,2,1,1,3,false,false,false,0,false,1,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready3],7,21.174323129429812,2,1,1,3,false,false,true,0,false,1,false,0,true,0,0,false,false,false,0,false,0,false,0,false
[consuming3],8,21.863595177272913,2,1,1,2,false,false,false,0,false,1,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[forwarding],9,22.05709947536736,2,1,1,2,false,false,false,0,false,1,false,1,false,1,1,false,false,false,0,false,0,false,0,false
[con_ready13],10,23.50862824307362,2,1,1,2,false,false,false,0,false,1,false,1,false,1,1,false,false,true,0,false,0,false,0,true
[consuming13],11,23.571990618888236,2,1,1,2,false,false,false,0,false,1,false,1,false,1,0,false,false,false,0,false,0,false,1,false
[producing],12,32.98394463121202,3,1,1,3,false,false,false,0,false,1,false,1,false,1,0,false,false,false,0,false,0,false,1,false
[con_ready3],13,40.46081334342923,3,1,1,3,false,false,true,0,false,1,false,1,true,1,0,false,false,false,0,false,0,false,1,false
[consuming3],14,41.23779814113003,3,1,1,2,false,false,false,0,false,1,false,2,false,1,0,false,false,false,0,false,0,false,1,false
[producing],15,43.84123532183673,4,1,1,3,false,false,false,0,false,1,false,2,false,1,0,false,false,false,0,false,0,false,1,false
[con_ready1],16,55.76186404924008,4,1,1,3,true,false,false,0,true,1,false,2,false,1,0,false,false,false,0,false,0,false,1,false
[consuming1],17,56.42742347499849,4,1,1,2,false,false,false,1,false,1,false,2,false,1,0,false,false,false,0,false,0,false,1,false
[producing],18,58.706635780500235,5,1,1,3,false,false,false,1,false,1,false,2,false,1,0,false,false,false,0,false,0,false,1,false
[con_ready2],19,79.10621003835044,5,1,1,3,false,true,false,1,false,1,true,2,false,1,0,false,false,false,0,false,0,false,1,false
[consuming2],20,80.11862560137008,5,1,1,2,false,false,false,1,false,2,false,2,false,1,0,false,false,false,0,false,0,false,1,false
[producing2],21,88.23587095056824,5,2,1,3,false,false,false,1,false,2,false,2,false,1,0,false,false,false,0,false,0,false,1,false
[con_ready3],22,110.04899090789172,5,2,1,3,false,false,true,1,false,2,false,2,true,1,0,false,false,false,0,false,0,false,1,false
[consuming3],23,111.20590615414676,5,2,1,2,false,false,false,1,false,2,false,3,false,1,0,false,false,false,0,false,0,false,1,false
[con_ready3],24,117.75938532940215,5,2,1,2,false,false,true,1,false,2,false,3,true,1,0,false,false,false,0,false,0,false,1,false
[consuming3],25,117.7919556113219,5,2,1,1,false,false,false,1,false,2,false,4,false,1,0,false,false,false,0,false,0,false,1,false
[producing3],26,125.07735220715816,5,2,2,2,false,false,false,1,false,2,false,4,false,1,0,false,false,false,0,false,0,false,1,false
[con_ready2],27,131.96466335845273,5,2,2,2,false,true,false,1,false,2,true,4,false,1,0,false,false,false,0,false,0,false,1,false
[consuming2],28,131.98860943386055,5,2,2,1,false,false,false,1,false,3,false,4,false,1,0,false,false,false,0,false,0,false,1,false
[producing3],29,132.55128319030257,5,2,3,2,false,false,false,1,false,3,false,4,false,1,0,false,false,false,0,false,0,false,1,false
[producing2],30,135.53367224389888,5,3,3,3,false,false,false,1,false,3,false,4,false,1,0,false,false,false,0,false,0,false,1,false
[con_ready2],31,141.40364409689087,5,3,3,3,false,true,false,1,false,3,true,4,false,1,0,false,false,false,0,false,0,false,1,false
[consuming2],32,141.53073754801466,5,3,3,2,false,false,false,1,false,4,false,4,false,1,0,false,false,false,0,false,0,false,1,false
[producing2],33,144.35852540278415,5,4,3,3,false,false,false,1,false,4,false,4,false,1,0,false,false,false,0,false,0,false,1,false
[con_ready1],34,147.0429880143395,5,4,3,3,true,false,false,1,true,4,false,4,false,1,0,false,false,false,0,false,0,false,1,false
[consuming1],35,147.412942251151,5,4,3,2,false,false,false,2,false,4,false,4,false,1,0,false,false,false,0,false,0,false,1,false
[producing2],36,148.48057437404273,5,5,3,3,false,false,false,2,false,4,false,4,false,1,0,false,false,false,0,false,0,false,1,false
[con_ready2],37,157.2855707821387,5,5,3,3,false,true,false,2,false,4,true,4,false,1,0,false,false,false,0,false,0,false,1,false
[consuming2],38,157.75015292292005,5,5,3,2,false,false,false,2,false,5,false,4,false,1,0,false,false,false,0,false,0,false,1,false
[producing3],39,158.4682116802269,5,5,4,3,false,false,false,2,false,5,false,4,false,1,0,false,false,false,0,false,0,false,1,false
[con_ready1],40,171.03154244982647,5,5,4,3,true,false,false,2,true,5,false,4,false,1,0,false,false,false,0,false,0,false,1,false
[consuming1],41,171.50092238572813,5,5,4,2,false,false,false,3,false,5,false,4,false,1,0,false,false,false,0,false,0,false,1,false
[con_ready1],42,172.2351762952806,5,5,4,2,true,false,false,3,true,5,false,4,false,1,0,false,false,false,0,false,0,false,1,false
[consuming1],43,172.92044619132864,5,5,4,1,false,false,false,4,false,5,false,4,false,1,0,false,false,false,0,false,0,false,1,false
[producing3],44,178.62328665623107,5,5,5,2,false,false,false,4,false,5,false,4,false,1,0,false,false,false,0,false,0,false,1,false
[con_ready2],45,182.30410649301612,5,5,5,2,false,true,false,4,false,5,true,4,false,1,0,false,false,false,0,false,0,false,1,false
[consuming2],46,182.502302631243,5,5,5,1,false,false,false,4,false,6,false,4,false,1,0,false,false,false,0,false,0,false,1,false
[con_ready3],47,191.66390287923463,5,5,5,1,false,false,true,4,false,6,false,4,true,1,0,false,false,false,0,false,0,false,1,false
[consuming3],48,195.10056428990708,5,5,5,0,false,false,false,4,false,6,false,5,false,1,0,false,false,false,0,false,0,false,1,false
[forwarding],49,222.16387497059353,5,5,5,0,false,false,false,4,false,6,false,5,false,2,1,false,false,false,0,false,0,false,1,false
[con_ready13],50,231.57195615141683,5,5,5,0,false,false,false,4,false,6,false,5,false,2,1,false,false,true,0,false,0,false,1,true
[consuming13],51,232.400583925964,5,5,5,0,false,false,false,4,false,6,false,5,false,2,0,false,false,false,0,false,0,false,2,false
[forwarding],52,313.71890600578894,5,5,5,0,false,false,false,4,false,6,false,5,false,3,1,false,false,false,0,false,0,false,2,false
[con_ready11],53,315.37369139710415,5,5,5,0,false,false,false,4,false,6,false,5,false,3,1,true,false,false,0,true,0,false,2,false
[consuming11],54,317.00539528910986,5,5,5,0,false,false,false,4,false,6,false,5,false,3,0,false,false,false,1,false,0,false,2,false
[forwarding],55,356.1991875409599,5,5,5,0,false,false,false,4,false,6,false,5,false,4,1,false,false,false,1,false,0,false,2,false
[con_ready12],56,358.278119078301,5,5,5,0,false,false,false,4,false,6,false,5,false,4,1,false,true,false,1,false,0,true,2,false
[consuming12],57,360.51940560908906,5,5,5,0,false,false,false,4,false,6,false,5,false,4,0,false,false,false,1,false,1,false,2,false
[forwarding],58,371.0280770234428,5,5,5,0,false,false,false,4,false,6,false,5,false,5,1,false,false,false,1,false,1,false,2,false
[con_ready11],59,376.63297935101195,5,5,5,0,false,false,false,4,false,6,false,5,false,5,1,true,false,false,1,true,1,false,2,false
[consuming11],60,378.96290964905825,5,5,5,0,false,false,false,4,false,6,false,5,false,5,0,false,false,false,2,false,1,false,2,false
