action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3,f,b2,serving11,serving12,serving13,c11,getting11,c12,getting12,c13,getting13
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing],1,35.43294893111479,1,0,0,1,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],2,39.90673331950526,1,1,0,2,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing],3,40.089432328688765,2,1,0,3,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready3],4,68.63565921210922,2,1,0,3,false,false,true,0,false,0,false,0,true,0,0,false,false,false,0,false,0,false,0,false
[consuming3],5,68.85284957433589,2,1,0,2,false,false,false,0,false,0,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[producing],6,69.49380456375228,3,1,0,3,false,false,false,0,false,0,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready2],7,79.6000315279637,3,1,0,3,false,true,false,0,false,0,true,1,false,0,0,false,false,false,0,false,0,false,0,false
[consuming2],8,80.32382889739226,3,1,0,2,false,false,false,0,false,1,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],9,80.35129322641554,3,2,0,3,false,false,false,0,false,1,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready2],10,81.36675096004203,3,2,0,3,false,true,false,0,false,1,true,1,false,0,0,false,false,false,0,false,0,false,0,false
[consuming2],11,81.61312817259156,3,2,0,2,false,false,false,0,false,2,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],12,83.83094984379574,3,3,0,3,false,false,false,0,false,2,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready2],13,101.39654930037665,3,3,0,3,false,true,false,0,false,2,true,1,false,0,0,false,false,false,0,false,0,false,0,false
[consuming2],14,102.48921712747475,3,3,0,2,false,false,false,0,false,3,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],15,109.7807718425569,3,4,0,3,false,false,false,0,false,3,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[forwarding],16,114.69153385197198,3,4,0,3,false,false,false,0,false,3,false,1,false,1,1,false,false,false,0,false,0,false,0,false
[con_ready3],17,115.49376142699472,3,4,0,3,false,false,true,0,false,3,false,1,true,1,1,false,false,false,0,false,0,false,0,false
[con_ready11],18,117.05494592208622,3,4,0,3,false,false,true,0,false,3,false,1,true,1,1,true,false,false,0,true,0,false,0,false
[consuming11],19,117.93006258218934,3,4,0,3,false,false,true,0,false,3,false,1,true,1,0,false,false,false,1,false,0,false,0,false
[consuming3],20,118.10099221581436,3,4,0,2,false,false,false,0,false,3,false,2,false,1,0,false,false,false,1,false,0,false,0,false
[producing2],21,118.33069167649703,3,5,0,3,false,false,false,0,false,3,false,2,false,1,0,false,false,false,1,false,0,false,0,false
[con_ready1],22,122.16152338235916,3,5,0,3,true,false,false,0,true,3,false,2,false,1,0,false,false,false,1,false,0,false,0,false
[consuming1],23,123.3576633094158,3,5,0,2,false,false,false,1,false,3,false,2,false,1,0,false,false,false,1,false,0,false,0,false
[producing3],24,127.30725031914872,3,5,1,3,false,false,false,1,false,3,false,2,false,1,0,false,false,false,1,false,0,false,0,false
[con_ready2],25,140.05378707404108,3,5,1,3,false,true,false,1,false,3,true,2,false,1,0,false,false,false,1,false,0,false,0,false
[consuming2],26,141.44230129400412,3,5,1,2,false,false,false,1,false,4,false,2,false,1,0,false,false,false,1,false,0,false,0,false
[con_ready2],27,145.31272616373977,3,5,1,2,false,true,false,1,false,4,true,2,false,1,0,false,false,false,1,false,0,false,0,false
[consuming2],28,145.38689534111194,3,5,1,1,false,false,false,1,false,5,false,2,false,1,0,false,false,false,1,false,0,false,0,false
[producing],29,146.0450383081418,4,5,1,2,false,false,false,1,false,5,false,2,false,1,0,false,false,false,1,false,0,false,0,false
