action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing2],1,36.36257971594023,0,1,1,false,false,0,false,0,false
[con_ready2],2,44.410222734008954,0,1,1,false,true,0,false,0,true
[consuming2],3,47.11910221090474,0,1,0,false,false,0,false,1,false
[producing2],4,55.88562175031095,0,2,1,false,false,0,false,1,false
[con_ready2],5,63.02925762143636,0,2,1,false,true,0,false,1,true
[consuming2],6,64.56517881845744,0,2,0,false,false,0,false,2,false
[producing],7,77.00847952426838,1,2,1,false,false,0,false,2,false
[con_ready1],8,89.83255664088705,1,2,2,false,false,0,true,2,false
[producing2],9,95.15277562934429,1,3,2,true,false,0,true,2,false
[consuming1],10,95.6578163913311,1,3,1,false,false,1,false,2,false
[con_ready2],11,96.37336626500989,1,3,1,false,true,1,false,2,true
[consuming2],12,98.3372321618086,1,3,0,false,false,1,false,3,false
[producing2],13,104.53005996001083,1,4,1,false,false,1,false,3,false
[producing2],14,110.20674165858776,1,5,1,true,false,1,false,3,false
