action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing2],1,4.582749989947599,0,1,1,false,false,0,false,0,false
[con_ready1],2,10.74161231894174,0,1,2,false,false,0,true,0,false
[producing2],3,22.344158345345313,0,2,2,true,false,0,true,0,false
[consuming1],4,22.380486260222348,0,2,1,false,false,1,false,0,false
[con_ready2],5,22.740858532434828,0,2,1,false,true,1,false,0,true
[consuming2],6,23.02583230621278,0,2,0,false,false,1,false,1,false
[producing2],7,33.115973195419684,0,3,1,false,false,1,false,1,false
[con_ready1],8,35.050238711820384,0,3,2,false,false,1,true,1,false
[con_ready2],9,45.36722489968005,0,3,2,false,true,1,true,1,true
[consuming2],10,45.79044004087281,0,3,1,false,false,1,true,2,false
[con_ready2],11,57.75968089758893,0,3,1,false,true,1,true,2,true
[consuming2],12,57.83759753113871,0,3,0,false,false,1,true,3,false
[producing2],13,90.90778467308105,0,4,1,false,false,1,true,3,false
[con_ready2],14,132.73061253268074,0,4,1,false,true,1,true,3,true
[consuming2],15,134.41740705251752,0,4,0,false,false,1,true,4,false
[producing2],16,142.54286056558664,0,5,1,false,false,1,true,4,false
[producing],17,143.44151423772283,1,5,2,false,false,1,true,4,false
[producing2],18,146.93914796740668,1,6,2,true,false,1,true,4,false
[consuming1],19,147.41636323080112,1,6,1,false,false,2,false,4,false
[con_ready1],20,165.51074331321,1,6,2,false,false,2,true,4,false
[producing2],21,170.7493799469774,1,7,2,true,false,2,true,4,false
[consuming1],22,170.8776652052807,1,7,1,false,false,3,false,4,false
[producing],23,174.6069655383936,2,7,2,false,false,3,false,4,false
[con_ready1],24,185.87717722477788,2,7,3,false,false,3,true,4,false
[con_ready2],25,195.9108612553021,2,7,3,false,true,3,true,4,true
[consuming2],26,196.56685316357212,2,7,2,false,false,3,true,5,false
[producing2],27,206.93591756905963,2,8,2,true,false,3,true,5,false
[consuming1],28,207.13614500839594,2,8,1,false,false,4,false,5,false
[con_ready2],29,215.69417770640874,2,8,1,false,true,4,false,5,true
[consuming2],30,215.83432182578474,2,8,0,false,false,4,false,6,false
[producing2],31,267.8910181061393,2,9,1,false,false,4,false,6,false
[producing],32,273.529833544211,3,9,2,false,false,4,false,6,false
[producing],33,276.57274944114613,4,9,3,false,false,4,false,6,false
[con_ready1],34,283.10902167824844,4,9,3,true,false,4,true,6,false
[consuming1],35,285.2726045300232,4,9,2,false,false,5,false,6,false
[producing],36,287.3929200922447,5,9,3,false,false,5,false,6,false
[con_ready2],37,299.7634230870064,5,9,3,false,true,5,false,6,true
[consuming2],38,300.8053670830167,5,9,2,false,false,5,false,7,false
[con_ready2],39,304.15958520712246,5,9,2,false,true,5,false,7,true
[consuming2],40,304.2816828401751,5,9,1,false,false,5,false,8,false
[con_ready1],41,311.63140349325,5,9,2,false,false,5,true,8,false
[producing2],42,314.62892212290933,5,10,2,true,false,5,true,8,false
[consuming1],43,314.79262042385477,5,10,1,false,false,6,false,8,false
[producing],44,315.9712675572971,6,10,2,false,false,6,false,8,false
[con_ready2],45,319.45938010567903,6,10,2,false,true,6,false,8,true
[consuming2],46,319.63590509602193,6,10,1,false,false,6,false,9,false
[con_ready1],47,325.98682671235946,6,10,2,false,false,6,true,9,false
[producing2],48,360.8650748722429,6,11,2,true,false,6,true,9,false
[consuming1],49,361.0982599999109,6,11,1,false,false,7,false,9,false
[con_ready2],50,362.411387893552,6,11,1,false,true,7,false,9,true
[consuming2],51,362.5522513454636,6,11,0,false,false,7,false,10,false
[producing2],52,374.40194295438823,6,12,1,false,false,7,false,10,false
[producing],53,394.2511563974061,7,12,2,false,false,7,false,10,false
[con_ready2],54,400.45502067184356,7,12,2,false,true,7,false,10,true
[consuming2],55,400.63165955620184,7,12,1,false,false,7,false,11,false
[producing2],56,402.0911112278706,7,13,1,true,false,7,false,11,false
