action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,13.990645958302778,1,1,false,false,0,false,0,false
[con_ready2],2,18.895329768503487,1,1,false,true,0,false,0,true
[consuming2],3,18.896814830973096,1,0,false,false,0,false,1,false
[producing],4,39.961191045354084,2,1,false,false,0,false,1,false
[con_ready2],5,51.058257463142056,2,1,false,true,0,false,1,true
[consuming2],6,51.29365187364978,2,0,false,false,0,false,2,false
[producing],7,143.8997849911042,3,1,false,false,0,false,2,false
[con_ready1],8,152.4322595514555,3,2,false,false,0,true,2,false
[con_ready2],9,166.37771350714388,3,2,false,true,0,true,2,true
[consuming2],10,167.48400145530962,3,1,false,false,0,true,3,false
[con_ready2],11,171.13897362924504,3,1,false,true,0,true,3,true
[consuming2],12,175.2816927717837,3,0,false,false,0,true,4,false
[producing],13,182.8211915659044,4,1,false,false,0,true,4,false
[con_ready2],14,200.15325045806375,4,1,false,true,0,true,4,true
[consuming2],15,202.89326740638978,4,0,false,false,0,true,5,false
[producing],16,207.99676648369805,5,1,false,false,0,true,5,false
[producing],17,210.5264520856198,6,1,true,false,0,true,5,false
[consuming1],18,211.26126893622248,6,0,false,false,1,false,5,false
[producing],19,227.70635906611398,7,1,false,false,1,false,5,false
[con_ready1],20,231.97685069964464,7,2,false,false,1,true,5,false
[producing],21,235.1306867792748,8,2,true,false,1,true,5,false
[consuming1],22,235.55282225926388,8,1,false,false,2,false,5,false
[producing],23,238.10634998719135,9,1,true,false,2,false,5,false
