action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,19.337966204285607,1,1,false,false,0,false,0,false
[con_ready2],2,49.542948637595515,1,1,false,true,0,false,0,true
[consuming2],3,52.00120951167647,1,0,false,false,0,false,1,false
[producing],4,90.79779490208807,2,1,false,false,0,false,1,false
[con_ready2],5,128.99132541424072,2,1,false,true,0,false,1,true
[consuming2],6,130.19589735235874,2,0,false,false,0,false,2,false
[producing],7,147.89411256749543,3,1,false,false,0,false,2,false
[con_ready1],8,150.41478809043284,3,2,false,false,0,true,2,false
[con_ready2],9,156.0415240575503,3,2,false,true,0,true,2,true
[consuming2],10,156.28956266842178,3,1,false,false,0,true,3,false
[producing],11,177.44410441943091,4,1,true,false,0,true,3,false
[consuming1],12,177.73662659747316,4,0,false,false,1,false,3,false
[producing],13,187.35699303686675,5,1,false,false,1,false,3,false
[producing],14,191.02731935209616,6,1,true,false,1,false,3,false
