action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,0.46947222831486585,1,1,false,false,0,false,0,false
[con_ready2],2,16.25292127841451,1,1,false,true,0,false,0,true
[consuming2],3,16.656649791936843,1,0,false,false,0,false,1,false
[producing],4,31.05147566151487,2,1,false,false,0,false,1,false
[con_ready1],5,32.29540935058568,2,2,false,false,0,true,1,false
[producing],6,33.161859161214544,3,2,true,false,0,true,1,false
[consuming1],7,34.05233970785964,3,1,false,false,1,false,1,false
[con_ready2],8,34.3459450643339,3,1,false,true,1,false,1,true
[consuming2],9,34.89485691479974,3,0,false,false,1,false,2,false
[producing],10,46.8039827512081,4,1,false,false,1,false,2,false
[con_ready2],11,51.930738266476084,4,1,false,true,1,false,2,true
[consuming2],12,51.952701763163915,4,0,false,false,1,false,3,false
[producing],13,52.03908844785963,5,1,false,false,1,false,3,false
[con_ready2],14,52.9386124836034,5,1,false,true,1,false,3,true
[consuming2],15,53.232934650503594,5,0,false,false,1,false,4,false
[producing],16,116.04874028862518,6,1,false,false,1,false,4,false
[con_ready2],17,118.37857814455981,6,1,false,true,1,false,4,true
[consuming2],18,118.39041757931791,6,0,false,false,1,false,5,false
[producing],19,149.5933320137456,7,1,false,false,1,false,5,false
[con_ready1],20,152.96789181062394,7,2,false,false,1,true,5,false
[producing],21,155.42963276258337,8,2,true,false,1,true,5,false
[consuming1],22,155.4369495044523,8,1,false,false,2,false,5,false
[con_ready1],23,158.96597112230876,8,2,false,false,2,true,5,false
[producing],24,164.65579830748504,9,2,true,false,2,true,5,false
[consuming1],25,166.70911825685184,9,1,false,false,3,false,5,false
[con_ready2],26,182.9293954427838,9,1,false,true,3,false,5,true
[consuming2],27,183.24868065422004,9,0,false,false,3,false,6,false
[producing],28,215.2654056944816,10,1,false,false,3,false,6,false
[con_ready1],29,216.46516758883138,10,2,false,false,3,true,6,false
[con_ready2],30,223.95893705387186,10,2,false,true,3,true,6,true
[consuming2],31,224.47372259358266,10,1,false,false,3,true,7,false
[producing],32,232.88423685850316,11,1,true,false,3,true,7,false
[consuming1],33,234.6809998295703,11,0,false,false,4,false,7,false
[producing],34,260.3959330220867,12,1,false,false,4,false,7,false
[con_ready1],35,261.3515423169638,12,2,false,false,4,true,7,false
[producing],36,267.61569867249045,13,2,true,false,4,true,7,false
[consuming1],37,267.7018760659167,13,1,false,false,5,false,7,false
[con_ready1],38,282.8108847466344,13,2,false,false,5,true,7,false
[producing],39,284.51021980856575,14,2,true,false,5,true,7,false
[consuming1],40,284.99333336223094,14,1,false,false,6,false,7,false
[producing],41,289.85558934029376,15,1,true,false,6,false,7,false
