action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,54.98518469755031,1,1,false,false,0,false,0,false
[con_ready1],2,63.288353782850805,1,2,false,false,0,true,0,false
[producing],3,75.924312904237,2,2,true,false,0,true,0,false
[consuming1],4,77.61849865644861,2,1,false,false,1,false,0,false
[con_ready2],5,86.1753750000712,2,1,false,true,1,false,0,true
[consuming2],6,86.34540793027972,2,0,false,false,1,false,1,false
[producing],7,128.88870910125,3,1,false,false,1,false,1,false
[con_ready1],8,136.97580584608812,3,2,false,false,1,true,1,false
[producing],9,149.63736944839982,4,2,true,false,1,true,1,false
[consuming1],10,149.84095489489837,4,1,false,false,2,false,1,false
[producing],11,149.9502363267139,5,1,true,false,2,false,1,false
