action,step,time,p,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,52.468562786187874,1,1,false,false,false,0,false,0,false,0,false
[con_ready1],2,63.0192687604555,1,1,true,false,false,0,true,0,false,0,false
[consuming1],3,65.05614509444163,1,0,false,false,false,1,false,0,false,0,false
[producing],4,84.48423502838291,2,1,false,false,false,1,false,0,false,0,false
[con_ready2],5,90.53553670538767,2,1,false,true,false,1,false,0,true,0,false
[consuming2],6,90.82998657602431,2,0,false,false,false,1,false,1,false,0,false
[producing],7,94.84362819270848,3,1,false,false,false,1,false,1,false,0,false
[con_ready2],8,98.52637145709413,3,1,false,true,false,1,false,1,true,0,false
[consuming2],9,99.9960294903246,3,0,false,false,false,1,false,2,false,0,false
[producing],10,108.38385200266384,4,1,false,false,false,1,false,2,false,0,false
[producing],11,118.63872707076689,5,2,false,false,false,1,false,2,false,0,false
[con_ready1],12,119.169971059741,5,2,true,false,false,1,true,2,false,0,false
[consuming1],13,119.64592249545153,5,1,false,false,false,2,false,2,false,0,false
[con_ready1],14,153.8411951386768,5,1,true,false,false,2,true,2,false,0,false
[consuming1],15,154.34971423720305,5,0,false,false,false,3,false,2,false,0,false
[producing],16,197.55178651582668,6,1,false,false,false,3,false,2,false,0,false
[con_ready2],17,201.85366678702042,6,1,false,true,false,3,false,2,true,0,false
[consuming2],18,201.88195451379895,6,0,false,false,false,3,false,3,false,0,false
[producing],19,203.12370843604725,7,1,false,false,false,3,false,3,false,0,false
[con_ready2],20,206.86244123366606,7,1,false,true,false,3,false,3,true,0,false
[consuming2],21,207.1188594577111,7,0,false,false,false,3,false,4,false,0,false
[producing],22,211.02185339815836,8,1,false,false,false,3,false,4,false,0,false
[con_ready1],23,211.78909700544818,8,1,true,false,false,3,true,4,false,0,false
[consuming1],24,214.1377387360903,8,0,false,false,false,4,false,4,false,0,false
[producing],25,224.58754880138792,9,1,false,false,false,4,false,4,false,0,false
[con_ready1],26,238.85737987448002,9,1,true,false,false,4,true,4,false,0,false
[consuming1],27,241.96691269604258,9,0,false,false,false,5,false,4,false,0,false
[producing],28,282.01884637183264,10,1,false,false,false,5,false,4,false,0,false
[con_ready1],29,283.3690571674212,10,1,true,false,false,5,true,4,false,0,false
[consuming1],30,289.93285835205916,10,0,false,false,false,6,false,4,false,0,false
[producing],31,301.02316421911223,11,1,false,false,false,6,false,4,false,0,false
[con_ready2],32,305.0036217384332,11,1,false,true,false,6,false,4,true,0,false
[consuming2],33,305.17378330881905,11,0,false,false,false,6,false,5,false,0,false
[producing],34,318.50761581470454,12,1,false,false,false,6,false,5,false,0,false
[producing],35,324.4780943359023,13,2,false,false,false,6,false,5,false,0,false
[con_ready1],36,329.727609642022,13,2,true,false,false,6,true,5,false,0,false
[consuming1],37,330.409193747935,13,1,false,false,false,7,false,5,false,0,false
[con_ready1],38,354.7179765893622,13,1,true,false,false,7,true,5,false,0,false
[consuming1],39,354.8044736371522,13,0,false,false,false,8,false,5,false,0,false
[producing],40,499.2364659799256,14,1,false,false,false,8,false,5,false,0,false
[con_ready2],41,529.983462240238,14,1,false,true,false,8,false,5,true,0,false
[consuming2],42,531.2122842866585,14,0,false,false,false,8,false,6,false,0,false
[producing],43,555.1074513473543,15,1,false,false,false,8,false,6,false,0,false
[con_ready1],44,577.5610718740909,15,1,true,false,false,8,true,6,false,0,false
[consuming1],45,577.6829569710223,15,0,false,false,false,9,false,6,false,0,false
[producing],46,718.6054119932894,16,1,false,false,false,9,false,6,false,0,false
[producing],47,726.8323040115456,17,2,false,false,false,9,false,6,false,0,false
[con_ready1],48,730.4798314524875,17,2,true,false,false,9,true,6,false,0,false
[consuming1],49,732.0602890767577,17,1,false,false,false,10,false,6,false,0,false
[con_ready3],50,754.9497111858641,17,1,false,false,true,10,false,6,false,0,true
[consuming3],51,756.1608029544291,17,0,false,false,false,10,false,6,false,1,false
[producing],52,783.5459883523299,18,1,false,false,false,10,false,6,false,1,false
[con_ready3],53,799.9154408268057,18,1,false,false,true,10,false,6,false,1,true
[consuming3],54,800.8746373437376,18,0,false,false,false,10,false,6,false,2,false
[producing],55,809.2276497015202,19,1,false,false,false,10,false,6,false,2,false
[con_ready3],56,810.8516650320828,19,1,false,false,true,10,false,6,false,2,true
[consuming3],57,812.0996030432059,19,0,false,false,false,10,false,6,false,3,false
[producing],58,837.6420410152568,20,1,false,false,false,10,false,6,false,3,false
[con_ready3],59,889.6473532081118,20,1,false,false,true,10,false,6,false,3,true
[consuming3],60,890.0549618594716,20,0,false,false,false,10,false,6,false,4,false
