action,step,time,p,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,1.3104712610985452,1,1,false,false,false,0,false,0,false,0,false
[con_ready2],2,5.177742666231653,1,1,false,true,false,0,false,0,true,0,false
[consuming2],3,5.902965160270764,1,0,false,false,false,0,false,1,false,0,false
[producing],4,18.36690347039307,2,1,false,false,false,0,false,1,false,0,false
[con_ready3],5,19.001046263567325,2,1,false,false,true,0,false,1,false,0,true
[consuming3],6,19.017991674789872,2,0,false,false,false,0,false,1,false,1,false
[producing],7,23.25805472694429,3,1,false,false,false,0,false,1,false,1,false
[con_ready1],8,42.109219564657025,3,2,false,false,false,0,true,1,false,1,false
[producing],9,104.65766713655015,4,2,true,false,false,0,true,1,false,1,false
[consuming1],10,105.26986550721357,4,1,false,false,false,1,false,1,false,1,false
[con_ready3],11,105.9266874506305,4,1,false,false,true,1,false,1,false,1,true
[consuming3],12,106.85480392148311,4,0,false,false,false,1,false,1,false,2,false
[producing],13,106.91798732883115,5,1,false,false,false,1,false,1,false,2,false
[con_ready3],14,107.28022191081094,5,1,false,false,true,1,false,1,false,2,true
[consuming3],15,107.7378304072957,5,0,false,false,false,1,false,1,false,3,false
[producing],16,131.42458441408507,6,1,false,false,false,1,false,1,false,3,false
[con_ready2],17,143.67000862814896,6,1,false,true,false,1,false,1,true,3,false
[consuming2],18,145.21265828311968,6,0,false,false,false,1,false,2,false,3,false
[producing],19,154.2148995496948,7,1,false,false,false,1,false,2,false,3,false
[con_ready1],20,158.95189744671993,7,2,false,false,false,1,true,2,false,3,false
[producing],21,174.51629119535374,8,2,true,false,false,1,true,2,false,3,false
[consuming1],22,174.93830324754825,8,1,false,false,false,2,false,2,false,3,false
[producing],23,180.94102516394776,9,1,true,false,false,2,false,2,false,3,false
