action,step,time,p,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,12.812440864397152,1,1,false,false,false,0,false,0,false,0,false
[con_ready1],2,16.677013508317188,1,2,false,false,false,0,true,0,false,0,false
[producing],3,29.03054047697692,2,2,true,false,false,0,true,0,false,0,false
[consuming1],4,29.70567656711897,2,1,false,false,false,1,false,0,false,0,false
[con_ready1],5,32.22421240422055,2,2,false,false,false,1,true,0,false,0,false
[producing],6,48.5247039804071,3,2,true,false,false,1,true,0,false,0,false
[consuming1],7,51.97833786385062,3,1,false,false,false,2,false,0,false,0,false
[con_ready3],8,75.84901042250436,3,1,false,false,true,2,false,0,false,0,true
[consuming3],9,75.85751489415674,3,0,false,false,false,2,false,0,false,1,false
[producing],10,102.44567187481083,4,1,false,false,false,2,false,0,false,1,false
[con_ready1],11,128.82888049586407,4,2,false,false,false,2,true,0,false,1,false
[con_ready2],12,136.10505372651988,4,2,false,true,false,2,true,0,true,1,false
[consuming2],13,136.27415219307812,4,1,false,false,false,2,true,1,false,1,false
[con_ready2],14,140.3018491222104,4,1,false,true,false,2,true,1,true,1,false
[consuming2],15,141.17736049679326,4,0,false,false,false,2,true,2,false,1,false
[producing],16,150.43047783210457,5,1,false,false,false,2,true,2,false,1,false
[con_ready3],17,154.37575562356722,5,1,false,false,true,2,true,2,false,1,true
[consuming3],18,154.69305263934035,5,0,false,false,false,2,true,2,false,2,false
[producing],19,157.64659749331162,6,1,false,false,false,2,true,2,false,2,false
[con_ready3],20,171.63642350721102,6,1,false,false,true,2,true,2,false,2,true
[consuming3],21,172.03684092028297,6,0,false,false,false,2,true,2,false,3,false
[producing],22,213.41665973223243,7,1,false,false,false,2,true,2,false,3,false
[producing],23,215.12511238986843,8,1,true,false,false,2,true,2,false,3,false
[consuming1],24,215.38907358660813,8,0,false,false,false,3,false,2,false,3,false
[producing],25,277.84745949574847,9,1,false,false,false,3,false,2,false,3,false
[con_ready2],26,295.4262025484488,9,1,false,true,false,3,false,2,true,3,false
[consuming2],27,295.8179329764107,9,0,false,false,false,3,false,3,false,3,false
[producing],28,350.20056272393884,10,1,false,false,false,3,false,3,false,3,false
[con_ready1],29,360.4198120072273,10,2,false,false,false,3,true,3,false,3,false
[producing],30,382.4304333966287,11,2,true,false,false,3,true,3,false,3,false
[consuming1],31,384.6085304414008,11,1,false,false,false,4,false,3,false,3,false
[con_ready2],32,388.42286711143424,11,1,false,true,false,4,false,3,true,3,false
[consuming2],33,391.0964940385259,11,0,false,false,false,4,false,4,false,3,false
[producing],34,452.0936977609066,12,1,false,false,false,4,false,4,false,3,false
[con_ready2],35,453.76604791525324,12,1,false,true,false,4,false,4,true,3,false
[consuming2],36,454.0060326964927,12,0,false,false,false,4,false,5,false,3,false
[producing],37,465.8691871569564,13,1,false,false,false,4,false,5,false,3,false
[producing],38,468.6204216830947,14,1,true,false,false,4,false,5,false,3,false
