action,step,time,p,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,73.47057327209873,1,1,false,false,false,0,false,0,false,0,false
[con_ready1],2,75.42636205659954,1,2,false,false,false,0,true,0,false,0,false
[con_ready2],3,102.35510534446698,1,2,false,true,false,0,true,0,true,0,false
[consuming2],4,102.51435623097525,1,1,false,false,false,0,true,1,false,0,false
[con_ready3],5,107.40110023295415,1,1,false,false,true,0,true,1,false,0,true
[consuming3],6,108.92038473037891,1,0,false,false,false,0,true,1,false,1,false
[producing],7,149.17362013274428,2,1,false,false,false,0,true,1,false,1,false
[con_ready3],8,150.4639981634651,2,1,false,false,true,0,true,1,false,1,true
[consuming3],9,150.7023696444697,2,0,false,false,false,0,true,1,false,2,false
[producing],10,254.88714442901397,3,1,false,false,false,0,true,1,false,2,false
[con_ready2],11,255.52407607919844,3,1,false,true,false,0,true,1,true,2,false
[consuming2],12,257.4981804366132,3,0,false,false,false,0,true,2,false,2,false
[producing],13,285.48127888966866,4,1,false,false,false,0,true,2,false,2,false
[con_ready3],14,292.90056528609045,4,1,false,false,true,0,true,2,false,2,true
[consuming3],15,293.65471227266795,4,0,false,false,false,0,true,2,false,3,false
[producing],16,304.322356488064,5,1,false,false,false,0,true,2,false,3,false
[con_ready3],17,331.64218154369604,5,1,false,false,true,0,true,2,false,3,true
[consuming3],18,331.87989517972653,5,0,false,false,false,0,true,2,false,4,false
[producing],19,331.91456257456986,6,1,false,false,false,0,true,2,false,4,false
[con_ready3],20,337.8346717598552,6,1,false,false,true,0,true,2,false,4,true
[consuming3],21,337.87499973780274,6,0,false,false,false,0,true,2,false,5,false
[producing],22,370.29016800902366,7,1,false,false,false,0,true,2,false,5,false
[con_ready2],23,370.3919728329396,7,1,false,true,false,0,true,2,true,5,false
[consuming2],24,370.5332647993607,7,0,false,false,false,0,true,3,false,5,false
[producing],25,441.302071017186,8,1,false,false,false,0,true,3,false,5,false
[con_ready2],26,441.37783616836936,8,1,false,true,false,0,true,3,true,5,false
[consuming2],27,441.6917271811873,8,0,false,false,false,0,true,4,false,5,false
[producing],28,452.4473167606078,9,1,false,false,false,0,true,4,false,5,false
[con_ready3],29,463.59574568022623,9,1,false,false,true,0,true,4,false,5,true
[consuming3],30,465.1320900649202,9,0,false,false,false,0,true,4,false,6,false
[producing],31,469.10969094058623,10,1,false,false,false,0,true,4,false,6,false
[producing],32,471.5357643536515,11,1,true,false,false,0,true,4,false,6,false
[consuming1],33,473.084529451569,11,0,false,false,false,1,false,4,false,6,false
[producing],34,525.4908325647095,12,1,false,false,false,1,false,4,false,6,false
[producing],35,537.2153775580741,13,1,true,false,false,1,false,4,false,6,false
