action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,43.21400581799478,1,0,0,1,false,false,false,0,false,0,false,0,false
[producing2],2,43.86600499169012,1,1,0,2,false,false,false,0,false,0,false,0,false
[producing3],3,50.75444203263597,1,1,1,3,false,false,false,0,false,0,false,0,false
[con_ready2],4,53.322578883704495,1,1,1,3,false,true,false,0,false,0,true,0,false
[consuming2],5,54.586340630823564,1,1,1,2,false,false,false,0,false,1,false,0,false
[producing2],6,55.64873014818423,1,2,1,3,false,false,false,0,false,1,false,0,false
[producing2],7,56.970948192858046,1,3,1,4,false,false,false,0,false,1,false,0,false
[producing2],8,60.13649771666379,1,4,1,5,false,false,false,0,false,1,false,0,false
[con_ready1],9,65.48738164327784,1,4,1,5,true,false,false,0,true,1,false,0,false
[consuming1],10,67.53082045158027,1,4,1,4,false,false,false,1,false,1,false,0,false
[producing3],11,70.3168733959424,1,4,2,5,false,false,false,1,false,1,false,0,false
[con_ready1],12,76.63184541523414,1,4,2,5,true,false,false,1,true,1,false,0,false
[consuming1],13,77.3506630459541,1,4,2,4,false,false,false,2,false,1,false,0,false
[producing3],14,78.22087932058817,1,4,3,5,false,false,false,2,false,1,false,0,false
[con_ready2],15,83.13734372468235,1,4,3,5,false,true,false,2,false,1,true,0,false
[consuming2],16,83.8046589055842,1,4,3,4,false,false,false,2,false,2,false,0,false
[producing3],17,91.80673296746266,1,4,4,4,true,false,false,2,false,2,false,0,false
