action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,1.0764825557080044,1,0,0,1,false,false,false,0,false,0,false,0,false
[con_ready1],2,2.181845670127546,1,0,0,2,false,false,false,0,true,0,false,0,false
[producing2],3,3.724325215691686,1,1,0,3,false,false,false,0,true,0,false,0,false
[producing],4,6.25084591376706,2,1,0,4,false,false,false,0,true,0,false,0,false
[producing2],5,6.689406953601403,2,2,0,5,false,false,false,0,true,0,false,0,false
[con_ready2],6,19.585088778359857,2,2,0,5,false,true,false,0,true,0,true,0,false
[consuming2],7,20.309742826691775,2,2,0,4,false,false,false,0,true,1,false,0,false
[con_ready2],8,23.890326407853216,2,2,0,4,false,true,false,0,true,1,true,0,false
[consuming2],9,25.479871352372545,2,2,0,3,false,false,false,0,true,2,false,0,false
[producing2],10,29.140702027809606,2,3,0,4,false,false,false,0,true,2,false,0,false
[producing3],11,29.561459283640406,2,3,1,5,false,false,false,0,true,2,false,0,false
[con_ready2],12,60.680958054009785,2,3,1,5,false,true,false,0,true,2,true,0,false
[consuming2],13,62.3403434709879,2,3,1,4,false,false,false,0,true,3,false,0,false
[con_ready3],14,66.27420298150504,2,3,1,4,false,false,true,0,true,3,false,0,true
[consuming3],15,68.4379518558528,2,3,1,3,false,false,false,0,true,3,false,1,false
[con_ready2],16,70.3451415041861,2,3,1,3,false,true,false,0,true,3,true,1,false
[consuming2],17,70.59172147624224,2,3,1,2,false,false,false,0,true,4,false,1,false
[con_ready2],18,80.67855506162459,2,3,1,2,false,true,false,0,true,4,true,1,false
[consuming2],19,81.95805099835582,2,3,1,1,false,false,false,0,true,5,false,1,false
[producing3],20,83.46931517959983,2,3,2,1,true,false,false,0,true,5,false,1,false
[consuming1],21,83.47856432336201,2,3,2,0,false,false,false,1,false,5,false,1,false
[producing],22,88.13991807812765,3,3,2,1,false,false,false,1,false,5,false,1,false
[producing2],23,90.71956066338319,3,4,2,2,false,false,false,1,false,5,false,1,false
[producing2],24,91.37709103305004,3,5,2,3,false,false,false,1,false,5,false,1,false
[con_ready3],25,97.63526702994719,3,5,2,3,false,false,true,1,false,5,false,1,true
[consuming3],26,97.81603459061361,3,5,2,2,false,false,false,1,false,5,false,2,false
[producing],27,99.65171356572961,4,5,2,3,false,false,false,1,false,5,false,2,false
[producing3],28,104.02450987363943,4,5,3,3,true,false,false,1,false,5,false,2,false
