action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,27.325460928480982,1,0,0,1,false,false,false,0,false,0,false,0,false
[producing3],2,30.11718762607132,1,0,1,2,false,false,false,0,false,0,false,0,false
[producing2],3,31.126100723748262,1,1,1,3,false,false,false,0,false,0,false,0,false
[producing3],4,31.171642270493603,1,1,2,4,false,false,false,0,false,0,false,0,false
[producing3],5,33.535522562905854,1,1,3,5,false,false,false,0,false,0,false,0,false
[con_ready2],6,41.71146408474316,1,1,3,5,false,true,false,0,false,0,true,0,false
[consuming2],7,42.30710418676095,1,1,3,4,false,false,false,0,false,1,false,0,false
[producing],8,44.566660164653946,2,1,3,5,false,false,false,0,false,1,false,0,false
[con_ready3],9,58.314673423731804,2,1,3,5,false,false,true,0,false,1,false,0,true
[consuming3],10,58.56431363734276,2,1,3,4,false,false,false,0,false,1,false,1,false
[producing],11,59.05501295663606,3,1,3,5,false,false,false,0,false,1,false,1,false
[con_ready2],12,60.7846490416011,3,1,3,5,false,true,false,0,false,1,true,1,false
[consuming2],13,61.863141258403715,3,1,3,4,false,false,false,0,false,2,false,1,false
[con_ready1],14,69.00556030917411,3,1,3,5,false,false,false,0,true,2,false,1,false
[con_ready3],15,77.1544576340903,3,1,3,5,false,false,true,0,true,2,false,1,true
[consuming3],16,77.7273563010433,3,1,3,4,false,false,false,0,true,2,false,2,false
[producing2],17,82.54665224556435,3,2,3,5,false,false,false,0,true,2,false,2,false
[con_ready2],18,103.93677263069446,3,2,3,5,false,true,false,0,true,2,true,2,false
[consuming2],19,104.38528906708545,3,2,3,4,false,false,false,0,true,3,false,2,false
[producing3],20,108.52227849185314,3,2,4,4,true,false,false,0,true,3,false,2,false
[consuming1],21,109.1283803012527,3,2,4,3,false,false,false,1,false,3,false,2,false
[producing2],22,113.78909103314456,3,3,4,4,false,false,false,1,false,3,false,2,false
[con_ready2],23,114.73445286704718,3,3,4,4,false,true,false,1,false,3,true,2,false
[consuming2],24,115.63540688508452,3,3,4,3,false,false,false,1,false,4,false,2,false
[con_ready1],25,118.97776737336382,3,3,4,4,false,false,false,1,true,4,false,2,false
[producing3],26,120.75461057661585,3,3,5,4,true,false,false,1,true,4,false,2,false
[consuming1],27,121.3206959273587,3,3,5,3,false,false,false,2,false,4,false,2,false
[con_ready2],28,125.44229502899843,3,3,5,3,false,true,false,2,false,4,true,2,false
[consuming2],29,125.87580850746322,3,3,5,2,false,false,false,2,false,5,false,2,false
[producing],30,129.50056393131703,4,3,5,3,false,false,false,2,false,5,false,2,false
[con_ready3],31,130.68172108496915,4,3,5,3,false,false,true,2,false,5,false,2,true
[consuming3],32,133.8586716479818,4,3,5,2,false,false,false,2,false,5,false,3,false
[con_ready1],33,134.8937281415214,4,3,5,3,false,false,false,2,true,5,false,3,false
[producing2],34,136.6657951475699,4,4,5,4,false,false,false,2,true,5,false,3,false
[con_ready3],35,149.0574440298231,4,4,5,4,false,false,true,2,true,5,false,3,true
[consuming3],36,150.79518330847105,4,4,5,3,false,false,false,2,true,5,false,4,false
[con_ready3],37,155.80394433437633,4,4,5,3,false,false,true,2,true,5,false,4,true
[consuming3],38,158.19636637600053,4,4,5,2,false,false,false,2,true,5,false,5,false
[producing],39,165.22022036870334,5,4,5,3,false,false,false,2,true,5,false,5,false
[producing2],40,166.5812754102721,5,5,5,4,false,false,false,2,true,5,false,5,false
