action,step,time,p,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,44.621383516760595,1,1,false,false,false,0,false,0,false,0,false
[con_ready1],2,50.442131937926774,1,1,true,false,false,0,true,0,false,0,false
[consuming1],3,51.39327587311077,1,0,false,false,false,1,false,0,false,0,false
[producing],4,67.24862849475497,2,1,false,false,false,1,false,0,false,0,false
[con_ready3],5,68.88701783979742,2,1,false,false,true,1,false,0,false,0,true
[consuming3],6,68.92449615194535,2,0,false,false,false,1,false,0,false,1,false
[producing],7,73.94459410670866,3,1,false,false,false,1,false,0,false,1,false
[producing],8,91.76106569815198,4,2,false,false,false,1,false,0,false,1,false
[producing],9,114.0562429448395,5,3,false,false,false,1,false,0,false,1,false
[con_ready3],10,118.52057417779233,5,3,false,false,true,1,false,0,false,1,true
[consuming3],11,120.06579910600962,5,2,false,false,false,1,false,0,false,2,false
[con_ready2],12,127.4381924012885,5,2,false,true,false,1,false,0,true,2,false
[consuming2],13,128.11898842927684,5,1,false,false,false,1,false,1,false,2,false
[con_ready3],14,128.72940959608803,5,1,false,false,true,1,false,1,false,2,true
[consuming3],15,129.59218368517958,5,0,false,false,false,1,false,1,false,3,false
[producing],16,147.54244792374953,6,1,false,false,false,1,false,1,false,3,false
[producing],17,152.27524177229898,7,2,false,false,false,1,false,1,false,3,false
[producing],18,163.281546854333,8,3,false,false,false,1,false,1,false,3,false
[con_ready2],19,174.23807623463586,8,3,false,true,false,1,false,1,true,3,false
[consuming2],20,175.2576247660708,8,2,false,false,false,1,false,2,false,3,false
[producing],21,175.83166680021498,9,3,false,false,false,1,false,2,false,3,false
[con_ready3],22,178.1035920222287,9,3,false,false,true,1,false,2,false,3,true
[consuming3],23,178.4315223311842,9,2,false,false,false,1,false,2,false,4,false
[con_ready1],24,183.75435175835236,9,2,true,false,false,1,true,2,false,4,false
[consuming1],25,183.90516718496133,9,1,false,false,false,2,false,2,false,4,false
[con_ready3],26,191.11341641370757,9,1,false,false,true,2,false,2,false,4,true
[consuming3],27,192.10752979466756,9,0,false,false,false,2,false,2,false,5,false
[producing],28,272.2708342895221,10,1,false,false,false,2,false,2,false,5,false
[con_ready3],29,280.81656370018317,10,1,false,false,true,2,false,2,false,5,true
[consuming3],30,281.0628883883312,10,0,false,false,false,2,false,2,false,6,false
[producing],31,302.65219498099935,11,1,false,false,false,2,false,2,false,6,false
[con_ready1],32,308.86216161897414,11,1,true,false,false,2,true,2,false,6,false
[consuming1],33,311.05408361865216,11,0,false,false,false,3,false,2,false,6,false
[producing],34,328.8177825976606,12,1,false,false,false,3,false,2,false,6,false
[con_ready1],35,350.17767525724315,12,1,true,false,false,3,true,2,false,6,false
[consuming1],36,351.4186810725021,12,0,false,false,false,4,false,2,false,6,false
[producing],37,392.5256324921197,13,1,false,false,false,4,false,2,false,6,false
[con_ready2],38,403.2784422146165,13,1,false,true,false,4,false,2,true,6,false
[consuming2],39,403.8742605394655,13,0,false,false,false,4,false,3,false,6,false
[producing],40,421.4953967286647,14,1,false,false,false,4,false,3,false,6,false
[producing],41,443.46899266684426,15,2,false,false,false,4,false,3,false,6,false
[con_ready1],42,450.4788329897617,15,2,true,false,false,4,true,3,false,6,false
[consuming1],43,450.51085421721586,15,1,false,false,false,5,false,3,false,6,false
[con_ready1],44,452.7390533039134,15,1,true,false,false,5,true,3,false,6,false
[consuming1],45,453.60002119064734,15,0,false,false,false,6,false,3,false,6,false
[producing],46,457.7317748919949,16,1,false,false,false,6,false,3,false,6,false
[con_ready2],47,462.37696139455994,16,1,false,true,false,6,false,3,true,6,false
[consuming2],48,462.437471266877,16,0,false,false,false,6,false,4,false,6,false
[producing],49,465.9719329967403,17,1,false,false,false,6,false,4,false,6,false
[producing],50,466.53015802936903,18,2,false,false,false,6,false,4,false,6,false
[producing],51,490.38716804160157,19,3,false,false,false,6,false,4,false,6,false
[con_ready3],52,495.59043347237485,19,3,false,false,true,6,false,4,false,6,true
[consuming3],53,495.6120410614641,19,2,false,false,false,6,false,4,false,7,false
[con_ready3],54,498.6545046226519,19,2,false,false,true,6,false,4,false,7,true
[consuming3],55,500.0252388337084,19,1,false,false,false,6,false,4,false,8,false
[con_ready1],56,513.1718481500112,19,1,true,false,false,6,true,4,false,8,false
[consuming1],57,513.4984025062953,19,0,false,false,false,7,false,4,false,8,false
[producing],58,523.1675251482035,20,1,false,false,false,7,false,4,false,8,false
[con_ready3],59,535.331170650455,20,1,false,false,true,7,false,4,false,8,true
[consuming3],60,535.5843636391876,20,0,false,false,false,7,false,4,false,9,false
[producing],61,542.3721858229557,21,1,false,false,false,7,false,4,false,9,false
[con_ready1],62,576.691887416712,21,1,true,false,false,7,true,4,false,9,false
[consuming1],63,578.534260326699,21,0,false,false,false,8,false,4,false,9,false
[producing],64,583.9482797009487,22,1,false,false,false,8,false,4,false,9,false
[producing],65,619.3877808559981,23,2,false,false,false,8,false,4,false,9,false
[con_ready2],66,622.5468429207981,23,2,false,true,false,8,false,4,true,9,false
