action,step,time,p,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,8.667953778315503,1,1,false,false,false,0,false,0,false,0,false
[con_ready2],2,13.103270274461813,1,1,false,true,false,0,false,0,true,0,false
[consuming2],3,16.6984922387205,1,0,false,false,false,0,false,1,false,0,false
[producing],4,96.8979787595132,2,1,false,false,false,0,false,1,false,0,false
[con_ready2],5,97.3334302403279,2,1,false,true,false,0,false,1,true,0,false
[consuming2],6,98.88520181585977,2,0,false,false,false,0,false,2,false,0,false
[producing],7,179.30329925699004,3,1,false,false,false,0,false,2,false,0,false
[con_ready2],8,192.84497100042464,3,1,false,true,false,0,false,2,true,0,false
[consuming2],9,194.61788127710253,3,0,false,false,false,0,false,3,false,0,false
[producing],10,222.77264416781085,4,1,false,false,false,0,false,3,false,0,false
[producing],11,233.89337476401838,5,2,false,false,false,0,false,3,false,0,false
[con_ready1],12,235.92631705159417,5,2,true,false,false,0,true,3,false,0,false
[consuming1],13,236.3767210952451,5,1,false,false,false,1,false,3,false,0,false
[con_ready3],14,241.598412921619,5,1,false,false,true,1,false,3,false,0,true
[consuming3],15,243.94778781286647,5,0,false,false,false,1,false,3,false,1,false
[producing],16,287.71508808660934,6,1,false,false,false,1,false,3,false,1,false
[con_ready1],17,288.6960795020416,6,1,true,false,false,1,true,3,false,1,false
[consuming1],18,288.69624879984923,6,0,false,false,false,2,false,3,false,1,false
[producing],19,304.7593836472701,7,1,false,false,false,2,false,3,false,1,false
[producing],20,309.3656953006876,8,2,false,false,false,2,false,3,false,1,false
[con_ready2],21,324.1800467846545,8,2,false,true,false,2,false,3,true,1,false
[consuming2],22,324.5606488234633,8,1,false,false,false,2,false,4,false,1,false
[con_ready3],23,335.88026208357246,8,1,false,false,true,2,false,4,false,1,true
[consuming3],24,335.97540671561035,8,0,false,false,false,2,false,4,false,2,false
[producing],25,350.2703386808516,9,1,false,false,false,2,false,4,false,2,false
[con_ready2],26,351.0327795962772,9,1,false,true,false,2,false,4,true,2,false
[consuming2],27,351.1819376932968,9,0,false,false,false,2,false,5,false,2,false
[producing],28,351.3127488838382,10,1,false,false,false,2,false,5,false,2,false
[con_ready2],29,363.4231768832066,10,1,false,true,false,2,false,5,true,2,false
[consuming2],30,363.7822055465824,10,0,false,false,false,2,false,6,false,2,false
[producing],31,431.0121787132764,11,1,false,false,false,2,false,6,false,2,false
[producing],32,436.0916962459061,12,2,false,false,false,2,false,6,false,2,false
[producing],33,440.3947988859243,13,3,false,false,false,2,false,6,false,2,false
[producing],34,458.8853315803864,14,4,false,false,false,2,false,6,false,2,false
[con_ready3],35,467.2720285185045,14,4,false,false,true,2,false,6,false,2,true
[consuming3],36,467.3464856251978,14,3,false,false,false,2,false,6,false,3,false
[con_ready3],37,471.8937777165422,14,3,false,false,true,2,false,6,false,3,true
[consuming3],38,473.18628979378497,14,2,false,false,false,2,false,6,false,4,false
[con_ready3],39,479.31778398932636,14,2,false,false,true,2,false,6,false,4,true
[consuming3],40,480.4597798906571,14,1,false,false,false,2,false,6,false,5,false
[con_ready3],41,485.58099466376433,14,1,false,false,true,2,false,6,false,5,true
[consuming3],42,486.77713611991106,14,0,false,false,false,2,false,6,false,6,false
[producing],43,511.8296114231868,15,1,false,false,false,2,false,6,false,6,false
[con_ready3],44,517.5605986378299,15,1,false,false,true,2,false,6,false,6,true
[consuming3],45,522.1739025255401,15,0,false,false,false,2,false,6,false,7,false
[producing],46,522.7838841001424,16,1,false,false,false,2,false,6,false,7,false
[con_ready3],47,527.2045764073633,16,1,false,false,true,2,false,6,false,7,true
[consuming3],48,527.2304739020533,16,0,false,false,false,2,false,6,false,8,false
