action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing],1,11.087272054431828,1,0,1,false,false,0,false,0,false
[con_ready2],2,12.974331519127741,1,0,1,false,true,0,false,0,true
[consuming2],3,13.14627319853709,1,0,0,false,false,0,false,1,false
[producing],4,22.52563092718337,2,0,1,false,false,0,false,1,false
[con_ready1],5,44.77148518581619,2,0,1,true,false,0,true,1,false
[consuming1],6,47.12040225632238,2,0,0,false,false,1,false,1,false
[producing2],7,53.11405671632685,2,1,1,false,false,1,false,1,false
[con_ready2],8,57.44518492611083,2,1,1,false,true,1,false,1,true
[consuming2],9,57.45939508971216,2,1,0,false,false,1,false,2,false
[producing2],10,98.65359147390454,2,2,1,false,false,1,false,2,false
[con_ready1],11,110.71496251417003,2,2,1,true,false,1,true,2,false
[consuming1],12,113.21492887315901,2,2,0,false,false,2,false,2,false
[producing],13,118.24251194988238,3,2,1,false,false,2,false,2,false
[producing],14,125.54448026768647,4,2,2,false,false,2,false,2,false
[producing2],15,126.15368896726925,4,3,3,false,false,2,false,2,false
[con_ready1],16,128.51205899375893,4,3,3,true,false,2,true,2,false
[consuming1],17,131.218640992162,4,3,2,false,false,3,false,2,false
[con_ready2],18,133.3288120477323,4,3,2,false,true,3,false,2,true
[consuming2],19,133.37020426253332,4,3,1,false,false,3,false,3,false
[producing2],20,133.91659799818999,4,4,2,false,false,3,false,3,false
[producing2],21,139.77414309771177,4,5,3,false,false,3,false,3,false
[con_ready1],22,151.74789851460588,4,5,3,true,false,3,true,3,false
[consuming1],23,151.88340288047573,4,5,2,false,false,4,false,3,false
[producing2],24,155.0530078932607,4,6,3,false,false,4,false,3,false
[con_ready2],25,210.88098997935447,4,6,3,false,true,4,false,3,true
[consuming2],26,211.17013218838926,4,6,2,false,false,4,false,4,false
[con_ready2],27,217.8307590856596,4,6,2,false,true,4,false,4,true
[consuming2],28,218.0285809601957,4,6,1,false,false,4,false,5,false
[con_ready2],29,218.0625804157156,4,6,1,false,true,4,false,5,true
[consuming2],30,218.94866521492543,4,6,0,false,false,4,false,6,false
[producing],31,220.64534632844408,5,6,1,false,false,4,false,6,false
[con_ready2],32,224.90072128708726,5,6,1,false,true,4,false,6,true
[consuming2],33,227.3599033124652,5,6,0,false,false,4,false,7,false
[producing],34,233.16925864650625,6,6,1,false,false,4,false,7,false
[producing2],35,245.32755253419722,6,7,2,false,false,4,false,7,false
[producing2],36,249.22110971051626,6,8,3,false,false,4,false,7,false
[con_ready2],37,257.6384384560972,6,8,3,false,true,4,false,7,true
[consuming2],38,258.2704426409642,6,8,2,false,false,4,false,8,false
[con_ready1],39,259.10726400348653,6,8,2,true,false,4,true,8,false
[consuming1],40,259.18865832925,6,8,1,false,false,5,false,8,false
[con_ready1],41,264.70849264638855,6,8,1,true,false,5,true,8,false
[consuming1],42,265.2411502916005,6,8,0,false,false,6,false,8,false
[producing],43,267.9880706489785,7,8,1,false,false,6,false,8,false
[producing],44,273.40493291138426,8,8,2,false,false,6,false,8,false
[con_ready1],45,274.6798054983563,8,8,2,true,false,6,true,8,false
[consuming1],46,276.11244641624785,8,8,1,false,false,7,false,8,false
[con_ready1],47,281.1766169587545,8,8,1,true,false,7,true,8,false
[consuming1],48,281.5490720687063,8,8,0,false,false,8,false,8,false
[producing2],49,292.03349695095073,8,9,1,false,false,8,false,8,false
[con_ready2],50,302.96644191425963,8,9,1,false,true,8,false,8,true
[consuming2],51,303.4330779308028,8,9,0,false,false,8,false,9,false
[producing2],52,308.64935143766434,8,10,1,false,false,8,false,9,false
[producing],53,308.8229944453304,9,10,2,false,false,8,false,9,false
[con_ready1],54,315.91940415073555,9,10,2,true,false,8,true,9,false
[consuming1],55,316.84612473928513,9,10,1,false,false,9,false,9,false
[con_ready2],56,316.9925590814254,9,10,1,false,true,9,false,9,true
[consuming2],57,318.80368227077304,9,10,0,false,false,9,false,10,false
[producing],58,334.65343074086366,10,10,1,false,false,9,false,10,false
[con_ready1],59,441.1692850285304,10,10,1,true,false,9,true,10,false
[consuming1],60,441.8708373219391,10,10,0,false,false,10,false,10,false
