action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing2],1,21.688417815398626,0,1,1,false,false,0,false,0,false
[producing2],2,24.312475842160605,0,2,2,false,false,0,false,0,false
[con_ready1],3,28.73395994904006,0,2,2,true,false,0,true,0,false
[consuming1],4,29.353655605165287,0,2,1,false,false,1,false,0,false
[producing2],5,30.573329404868122,0,3,2,false,false,1,false,0,false
[producing],6,35.93877658836604,1,3,3,false,false,1,false,0,false
[con_ready1],7,37.219878142491574,1,3,3,true,false,1,true,0,false
[consuming1],8,40.13297820124288,1,3,2,false,false,2,false,0,false
[producing2],9,59.47400278637383,1,4,3,false,false,2,false,0,false
[con_ready2],10,65.21056045456618,1,4,3,false,true,2,false,0,true
[consuming2],11,69.8705363864728,1,4,2,false,false,2,false,1,false
[con_ready1],12,69.8918544959789,1,4,2,true,false,2,true,1,false
[consuming1],13,74.64233888557735,1,4,1,false,false,3,false,1,false
[producing2],14,78.54737256280728,1,5,2,false,false,3,false,1,false
[con_ready2],15,86.70966338929848,1,5,2,false,true,3,false,1,true
[consuming2],16,89.9294895205273,1,5,1,false,false,3,false,2,false
[con_ready1],17,99.24387406275801,1,5,1,true,false,3,true,2,false
[consuming1],18,100.04723791416367,1,5,0,false,false,4,false,2,false
[producing2],19,138.14088314781287,1,6,1,false,false,4,false,2,false
[con_ready1],20,138.65082806816824,1,6,1,true,false,4,true,2,false
[consuming1],21,139.19906285535598,1,6,0,false,false,5,false,2,false
[producing],22,144.70714191123622,2,6,1,false,false,5,false,2,false
[con_ready1],23,146.99177570083475,2,6,1,true,false,5,true,2,false
[consuming1],24,150.06709731907338,2,6,0,false,false,6,false,2,false
[producing2],25,168.4236512100115,2,7,1,false,false,6,false,2,false
[producing],26,174.1815717322978,3,7,2,false,false,6,false,2,false
[con_ready2],27,183.5748537627822,3,7,2,false,true,6,false,2,true
[consuming2],28,188.70118427416188,3,7,1,false,false,6,false,3,false
[con_ready1],29,196.87190702202375,3,7,1,true,false,6,true,3,false
[consuming1],30,197.62573060561698,3,7,0,false,false,7,false,3,false
[producing2],31,200.50193154966558,3,8,1,false,false,7,false,3,false
[con_ready1],32,216.69788032726677,3,8,1,true,false,7,true,3,false
[consuming1],33,217.62247281678944,3,8,0,false,false,8,false,3,false
[producing],34,240.19083144098596,4,8,1,false,false,8,false,3,false
[producing2],35,241.04337575649078,4,9,2,false,false,8,false,3,false
[con_ready2],36,244.06611145806303,4,9,2,false,true,8,false,3,true
[consuming2],37,244.25313000556883,4,9,1,false,false,8,false,4,false
[con_ready1],38,245.46484920346992,4,9,1,true,false,8,true,4,false
[consuming1],39,245.59804537483006,4,9,0,false,false,9,false,4,false
[producing],40,252.94693764048571,5,9,1,false,false,9,false,4,false
[con_ready1],41,254.18449858479818,5,9,1,true,false,9,true,4,false
[consuming1],42,255.49392145538803,5,9,0,false,false,10,false,4,false
[producing],43,255.5985635828903,6,9,1,false,false,10,false,4,false
[producing],44,255.63257193283897,7,9,2,false,false,10,false,4,false
[producing],45,257.8056229085181,8,9,3,false,false,10,false,4,false
[con_ready2],46,261.0430360331258,8,9,3,false,true,10,false,4,true
[consuming2],47,261.48685026727105,8,9,2,false,false,10,false,5,false
[producing2],48,282.4874427335438,8,10,3,false,false,10,false,5,false
[con_ready2],49,314.2405776195992,8,10,3,false,true,10,false,5,true
[consuming2],50,315.35175798734804,8,10,2,false,false,10,false,6,false
[con_ready2],51,324.2427425644625,8,10,2,false,true,10,false,6,true
[consuming2],52,325.2446129976492,8,10,1,false,false,10,false,7,false
[con_ready2],53,336.4274348689732,8,10,1,false,true,10,false,7,true
[consuming2],54,336.5144133535451,8,10,0,false,false,10,false,8,false
[producing],55,339.8368544323786,9,10,1,false,false,10,false,8,false
[con_ready2],56,339.9009038239772,9,10,1,false,true,10,false,8,true
[consuming2],57,340.7449545908242,9,10,0,false,false,10,false,9,false
[producing],58,367.70762312650777,10,10,1,false,false,10,false,9,false
[con_ready2],59,385.4695736631248,10,10,1,false,true,10,false,9,true
[consuming2],60,385.89988045376367,10,10,0,false,false,10,false,10,false
