action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing],1,7.3028573783728605,1,0,1,false,false,0,false,0,false
[con_ready2],2,10.841935425993288,1,0,1,false,true,0,false,0,true
[consuming2],3,14.320852075727728,1,0,0,false,false,0,false,1,false
[producing2],4,19.598150295621448,1,1,1,false,false,0,false,1,false
[con_ready2],5,30.6744583122739,1,1,1,false,true,0,false,1,true
[consuming2],6,32.55329558059153,1,1,0,false,false,0,false,2,false
[producing2],7,33.77287641475639,1,2,1,false,false,0,false,2,false
[con_ready1],8,33.89130590074186,1,2,1,true,false,0,true,2,false
[consuming1],9,34.77898438268154,1,2,0,false,false,1,false,2,false
[producing],10,43.63089847263539,2,2,1,false,false,1,false,2,false
[producing2],11,44.43428391676252,2,3,2,false,false,1,false,2,false
[producing2],12,45.996857940252866,2,4,3,false,false,1,false,2,false
[con_ready1],13,84.22090271931575,2,4,3,true,false,1,true,2,false
[consuming1],14,84.89304348094448,2,4,2,false,false,2,false,2,false
[con_ready1],15,85.05425269795667,2,4,2,true,false,2,true,2,false
[consuming1],16,85.13071232619441,2,4,1,false,false,3,false,2,false
[producing],17,99.06922085147481,3,4,2,false,false,3,false,2,false
[producing2],18,110.28149503653302,3,5,3,false,false,3,false,2,false
[con_ready1],19,111.99060550143481,3,5,3,true,false,3,true,2,false
[consuming1],20,112.460712812747,3,5,2,false,false,4,false,2,false
[producing2],21,113.30023302210164,3,6,3,false,false,4,false,2,false
[con_ready1],22,114.96328851224756,3,6,3,true,false,4,true,2,false
[consuming1],23,115.36364337292008,3,6,2,false,false,5,false,2,false
[con_ready2],24,129.8732045677896,3,6,2,false,true,5,false,2,true
[consuming2],25,131.41257349213828,3,6,1,false,false,5,false,3,false
[producing],26,132.5220258132021,4,6,2,false,false,5,false,3,false
[producing2],27,133.7421776900643,4,7,3,false,false,5,false,3,false
[con_ready1],28,136.14586199693662,4,7,3,true,false,5,true,3,false
[consuming1],29,137.1095813588374,4,7,2,false,false,6,false,3,false
[producing],30,145.01224589711308,5,7,3,false,false,6,false,3,false
[con_ready2],31,151.88340166582176,5,7,3,false,true,6,false,3,true
[consuming2],32,152.54625992482872,5,7,2,false,false,6,false,4,false
[con_ready2],33,186.9230480996734,5,7,2,false,true,6,false,4,true
[consuming2],34,188.10878777776955,5,7,1,false,false,6,false,5,false
[producing],35,213.191211289603,6,7,2,false,false,6,false,5,false
[con_ready2],36,218.4085122383542,6,7,2,false,true,6,false,5,true
[consuming2],37,219.0220308439421,6,7,1,false,false,6,false,6,false
[con_ready2],38,224.42849217058148,6,7,1,false,true,6,false,6,true
[consuming2],39,224.46270847310245,6,7,0,false,false,6,false,7,false
[producing],40,225.5386976235677,7,7,1,false,false,6,false,7,false
[con_ready1],41,241.1748682755024,7,7,1,true,false,6,true,7,false
[consuming1],42,244.04935283245857,7,7,0,false,false,7,false,7,false
[producing2],43,245.68596423111086,7,8,1,false,false,7,false,7,false
[producing2],44,246.27010875973366,7,9,2,false,false,7,false,7,false
[producing],45,254.85941943568412,8,9,3,false,false,7,false,7,false
[con_ready2],46,316.0107417205889,8,9,3,false,true,7,false,7,true
[consuming2],47,316.4649773516293,8,9,2,false,false,7,false,8,false
[producing],48,318.7057708620408,9,9,3,false,false,7,false,8,false
[con_ready1],49,331.72691309394344,9,9,3,true,false,7,true,8,false
[consuming1],50,332.3219894701988,9,9,2,false,false,8,false,8,false
[con_ready2],51,334.27376651877023,9,9,2,false,true,8,false,8,true
[consuming2],52,334.7277218538366,9,9,1,false,false,8,false,9,false
[con_ready2],53,335.5409945859157,9,9,1,false,true,8,false,9,true
[consuming2],54,337.39091282465284,9,9,0,false,false,8,false,10,false
[producing],55,337.9666625987668,10,9,1,false,false,8,false,10,false
[con_ready1],56,341.5751671476331,10,9,1,true,false,8,true,10,false
[consuming1],57,341.788660881526,10,9,0,false,false,9,false,10,false
[producing2],58,347.2869967646343,10,10,1,false,false,9,false,10,false
[con_ready1],59,396.30946342801735,10,10,1,true,false,9,true,10,false
[consuming1],60,398.31948998848895,10,10,0,false,false,10,false,10,false
