action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing2],1,3.873492598227374,0,1,1,false,false,0,false,0,false
[producing],2,6.498893365022807,1,1,2,false,false,0,false,0,false
[producing],3,7.114693790736558,2,1,3,false,false,0,false,0,false
[con_ready2],4,7.229054927415312,2,1,3,false,true,0,false,0,true
[consuming2],5,8.61521954881596,2,1,2,false,false,0,false,1,false
[con_ready2],6,22.16726999391212,2,1,2,false,true,0,false,1,true
[consuming2],7,22.168326074889716,2,1,1,false,false,0,false,2,false
[con_ready2],8,34.38959813531571,2,1,1,false,true,0,false,2,true
[consuming2],9,36.402871425837134,2,1,0,false,false,0,false,3,false
[producing],10,42.1521087895689,3,1,1,false,false,0,false,3,false
[producing2],11,42.53228127870907,3,2,2,false,false,0,false,3,false
[producing],12,47.032648502704305,4,2,3,false,false,0,false,3,false
[con_ready2],13,52.501653414804146,4,2,3,false,true,0,false,3,true
[consuming2],14,53.844478441565236,4,2,2,false,false,0,false,4,false
[producing],15,57.8131588223756,5,2,3,false,false,0,false,4,false
[con_ready2],16,66.42049317333955,5,2,3,false,true,0,false,4,true
[consuming2],17,66.71306926321517,5,2,2,false,false,0,false,5,false
[producing2],18,88.85620071059358,5,3,3,false,false,0,false,5,false
[con_ready1],19,89.30357589953712,5,3,3,true,false,0,true,5,false
[consuming1],20,89.98265314096183,5,3,2,false,false,1,false,5,false
[con_ready2],21,94.00130161473982,5,3,2,false,true,1,false,5,true
[consuming2],22,94.61744406912142,5,3,1,false,false,1,false,6,false
[producing],23,97.8091492588505,6,3,2,false,false,1,false,6,false
[con_ready2],24,113.7590156966327,6,3,2,false,true,1,false,6,true
[consuming2],25,113.8767490994409,6,3,1,false,false,1,false,7,false
[producing2],26,114.2287973256682,6,4,2,false,false,1,false,7,false
[producing],27,121.3414250818972,7,4,3,false,false,1,false,7,false
[con_ready1],28,125.17317708939841,7,4,3,true,false,1,true,7,false
[consuming1],29,126.18730814923684,7,4,2,false,false,2,false,7,false
[producing],30,148.43317502715894,8,4,3,false,false,2,false,7,false
[con_ready1],31,186.78961020698665,8,4,3,true,false,2,true,7,false
[consuming1],32,187.77490596179467,8,4,2,false,false,3,false,7,false
[producing2],33,189.8865627356419,8,5,3,false,false,3,false,7,false
[con_ready1],34,192.087955954518,8,5,3,true,false,3,true,7,false
[consuming1],35,192.64353314081913,8,5,2,false,false,4,false,7,false
[producing2],36,204.70582770623236,8,6,3,false,false,4,false,7,false
[con_ready2],37,211.21185268923307,8,6,3,false,true,4,false,7,true
[consuming2],38,212.25625399553758,8,6,2,false,false,4,false,8,false
[con_ready2],39,214.32044136232054,8,6,2,false,true,4,false,8,true
[consuming2],40,214.65031606400925,8,6,1,false,false,4,false,9,false
[producing2],41,222.11889422403084,8,7,2,false,false,4,false,9,false
[con_ready2],42,228.89573298626644,8,7,2,false,true,4,false,9,true
[consuming2],43,229.22433623984642,8,7,1,false,false,4,false,10,false
[producing2],44,229.6562265119934,8,8,2,false,false,4,false,10,false
[con_ready1],45,232.10866249657508,8,8,2,true,false,4,true,10,false
[consuming1],46,232.5690143671862,8,8,1,false,false,5,false,10,false
[producing],47,240.65885223462124,9,8,2,false,false,5,false,10,false
[con_ready1],48,240.8681081326892,9,8,2,true,false,5,true,10,false
[consuming1],49,241.81614299892706,9,8,1,false,false,6,false,10,false
[producing2],50,268.12220826213064,9,9,2,false,false,6,false,10,false
[producing],51,271.9786408628933,10,9,3,false,false,6,false,10,false
[con_ready1],52,315.94114264908626,10,9,3,true,false,6,true,10,false
[consuming1],53,316.07579552930173,10,9,2,false,false,7,false,10,false
[producing2],54,326.52702521072774,10,10,3,false,false,7,false,10,false
[con_ready1],55,377.6397405641862,10,10,3,true,false,7,true,10,false
[consuming1],56,379.78125982179205,10,10,2,false,false,8,false,10,false
[con_ready1],57,385.8474692282999,10,10,2,true,false,8,true,10,false
[consuming1],58,386.1495371846175,10,10,1,false,false,9,false,10,false
[con_ready1],59,515.8391249379289,10,10,1,true,false,9,true,10,false
[consuming1],60,516.828729816265,10,10,0,false,false,10,false,10,false
