action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing],1,2.508106109265806,1,0,1,false,false,0,false,0,false
[con_ready1],2,6.666635172961294,1,0,2,false,false,0,true,0,false
[producing],3,25.53976441431174,2,0,3,false,false,0,true,0,false
[producing2],4,25.909459687630022,2,1,3,true,false,0,true,0,false
[consuming1],5,28.862305895862555,2,1,2,false,false,1,false,0,false
[con_ready1],6,34.4500682168797,2,1,3,false,false,1,true,0,false
[producing2],7,54.89326521306596,2,2,3,true,false,1,true,0,false
[consuming1],8,56.500886086168855,2,2,2,false,false,2,false,0,false
[con_ready2],9,63.30836525207229,2,2,2,false,true,2,false,0,true
[consuming2],10,63.64739017022553,2,2,1,false,false,2,false,1,false
[con_ready1],11,64.41882146026462,2,2,2,false,false,2,true,1,false
[con_ready2],12,66.44404833902279,2,2,2,false,true,2,true,1,true
[consuming2],13,66.99743487506716,2,2,1,false,false,2,true,2,false
[producing],14,85.62715738374524,3,2,2,false,false,2,true,2,false
[producing],15,85.7051579149104,4,2,3,false,false,2,true,2,false
[producing2],16,94.83228234635187,4,3,3,true,false,2,true,2,false
[consuming1],17,95.53258179298999,4,3,2,false,false,3,false,2,false
[producing2],18,99.60612359941899,4,4,2,true,false,3,false,2,false
