action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing],1,32.9280495336247,1,0,1,false,false,0,false,0,false
[con_ready1],2,38.88701444191325,1,0,2,false,false,0,true,0,false
[con_ready2],3,55.555125778688925,1,0,2,false,true,0,true,0,true
[consuming2],4,55.65309669651652,1,0,1,false,false,0,true,1,false
[con_ready2],5,60.766363053376935,1,0,1,false,true,0,true,1,true
[consuming2],6,61.082041651632004,1,0,0,false,false,0,true,2,false
[producing2],7,74.13294303447061,1,1,1,false,false,0,true,2,false
[producing2],8,77.07949825864104,1,2,1,true,false,0,true,2,false
[consuming1],9,77.2846272140183,1,2,0,false,false,1,false,2,false
[producing2],10,100.02342876099003,1,3,1,false,false,1,false,2,false
[con_ready1],11,103.87884198150593,1,3,2,false,false,1,true,2,false
[producing],12,116.2709016072885,2,3,3,false,false,1,true,2,false
[producing2],13,121.00071075094517,2,4,3,true,false,1,true,2,false
[consuming1],14,121.2075099630222,2,4,2,false,false,2,false,2,false
[con_ready2],15,126.06383537832446,2,4,2,false,true,2,false,2,true
[consuming2],16,126.59315212949478,2,4,1,false,false,2,false,3,false
[producing2],17,144.57947252058938,2,5,1,true,false,2,false,3,false
