action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing],1,22.515749641337354,1,0,1,false,false,0,false,0,false
[con_ready1],2,27.632254655041397,1,0,2,false,false,0,true,0,false
[producing2],3,56.42494857358212,1,1,2,true,false,0,true,0,false
[consuming1],4,56.80469796462776,1,1,1,false,false,1,false,0,false
[con_ready1],5,73.2845331740653,1,1,2,false,false,1,true,0,false
[con_ready2],6,74.19209485990301,1,1,2,false,true,1,true,0,true
[consuming2],7,75.45110019430705,1,1,1,false,false,1,true,1,false
[con_ready2],8,75.50629756216,1,1,1,false,true,1,true,1,true
[consuming2],9,76.11870373568883,1,1,0,false,false,1,true,2,false
[producing2],10,88.1598783777612,1,2,1,false,false,1,true,2,false
[producing2],11,105.23090178890523,1,3,1,true,false,1,true,2,false
[consuming1],12,105.36318620633654,1,3,0,false,false,2,false,2,false
[producing],13,121.00207811433373,2,3,1,false,false,2,false,2,false
[con_ready1],14,135.23969164819204,2,3,2,false,false,2,true,2,false
[producing2],15,135.36801793665353,2,4,2,true,false,2,true,2,false
[consuming1],16,138.43538941490615,2,4,1,false,false,3,false,2,false
[producing],17,139.47321049169034,3,4,2,false,false,3,false,2,false
[con_ready1],18,147.85217443872227,3,4,3,false,false,3,true,2,false
[con_ready2],19,154.2912261745351,3,4,3,false,true,3,true,2,true
[consuming2],20,154.41877781501069,3,4,2,false,false,3,true,3,false
[producing2],21,172.02624488112954,3,5,2,true,false,3,true,3,false
[consuming1],22,172.14250678514102,3,5,1,false,false,4,false,3,false
[producing2],23,175.03794274263953,3,6,1,true,false,4,false,3,false
