action,step,time,p,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,23.960926980132562,1,1,false,false,false,0,false,0,false,0,false
[con_ready2],2,38.89952899818324,1,1,false,true,false,0,false,0,true,0,false
[consuming2],3,39.01975900656475,1,0,false,false,false,0,false,1,false,0,false
[producing],4,44.453206357524564,2,1,false,false,false,0,false,1,false,0,false
[con_ready3],5,50.74012380198756,2,1,false,false,true,0,false,1,false,0,true
[consuming3],6,53.4342916781902,2,0,false,false,false,0,false,1,false,1,false
[producing],7,79.57419367697769,3,1,false,false,false,0,false,1,false,1,false
[con_ready2],8,96.56236512222256,3,1,false,true,false,0,false,1,true,1,false
[consuming2],9,98.20905867765359,3,0,false,false,false,0,false,2,false,1,false
[producing],10,125.05346759030405,4,1,false,false,false,0,false,2,false,1,false
[con_ready2],11,125.41052903170738,4,1,false,true,false,0,false,2,true,1,false
[consuming2],12,127.3553760664912,4,0,false,false,false,0,false,3,false,1,false
[producing],13,131.7360993978317,5,1,false,false,false,0,false,3,false,1,false
[con_ready1],14,132.4129137438453,5,1,true,false,false,0,true,3,false,1,false
[consuming1],15,135.44302888307655,5,0,false,false,false,1,false,3,false,1,false
[producing],16,206.71746265616218,6,1,false,false,false,1,false,3,false,1,false
[producing],17,209.76731090539977,7,2,false,false,false,1,false,3,false,1,false
[con_ready1],18,222.68083262931148,7,2,true,false,false,1,true,3,false,1,false
[consuming1],19,222.68757371476022,7,1,false,false,false,2,false,3,false,1,false
[con_ready3],20,230.4776369715791,7,1,false,false,true,2,false,3,false,1,true
[consuming3],21,231.72399642596315,7,0,false,false,false,2,false,3,false,2,false
[producing],22,287.9375942352524,8,1,false,false,false,2,false,3,false,2,false
[con_ready1],23,305.2020991951447,8,1,true,false,false,2,true,3,false,2,false
[consuming1],24,305.805497090605,8,0,false,false,false,3,false,3,false,2,false
[producing],25,344.00154963383466,9,1,false,false,false,3,false,3,false,2,false
[con_ready2],26,363.36937188303,9,1,false,true,false,3,false,3,true,2,false
[consuming2],27,363.63551803972865,9,0,false,false,false,3,false,4,false,2,false
[producing],28,366.04153352060735,10,1,false,false,false,3,false,4,false,2,false
[con_ready1],29,366.20918823913684,10,1,true,false,false,3,true,4,false,2,false
[consuming1],30,366.2491907083887,10,0,false,false,false,4,false,4,false,2,false
