action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing],1,16.49409692608794,1,0,1,false,false,0,false,0,false
[con_ready1],2,23.045550097934346,1,0,1,true,false,0,true,0,false
[consuming1],3,24.773224600018484,1,0,0,false,false,1,false,0,false
[producing],4,25.656778209262573,2,0,1,false,false,1,false,0,false
[con_ready2],5,34.8999529798835,2,0,1,false,true,1,false,0,true
[consuming2],6,35.04697111707937,2,0,0,false,false,1,false,1,false
[producing2],7,42.28647949069,2,1,1,false,false,1,false,1,false
[con_ready2],8,48.54171494193407,2,1,1,false,true,1,false,1,true
[consuming2],9,48.848108677879985,2,1,0,false,false,1,false,2,false
[producing2],10,87.27850971326566,2,2,1,false,false,1,false,2,false
[con_ready2],11,105.03573445642552,2,2,1,false,true,1,false,2,true
[consuming2],12,105.22341780169072,2,2,0,false,false,1,false,3,false
[producing],13,120.71738312782237,3,2,1,false,false,1,false,3,false
[producing],14,147.49213151768743,4,2,2,false,false,1,false,3,false
[con_ready1],15,157.65952221237904,4,2,2,true,false,1,true,3,false
[consuming1],16,158.97963315150835,4,2,1,false,false,2,false,3,false
[producing],17,159.72903580126763,5,2,2,false,false,2,false,3,false
[producing],18,171.02085505166323,6,2,3,false,false,2,false,3,false
[producing2],19,178.83032409867775,6,3,4,false,false,2,false,3,false
[producing2],20,183.7115871156513,6,4,5,false,false,2,false,3,false
[producing],21,186.58140351839202,7,4,6,false,false,2,false,3,false
[con_ready2],22,196.67902263672585,7,4,6,false,true,2,false,3,true
[consuming2],23,196.9056892577851,7,4,5,false,false,2,false,4,false
[producing],24,198.3869920714842,8,4,6,false,false,2,false,4,false
[con_ready1],25,224.30708401771167,8,4,6,true,false,2,true,4,false
[consuming1],26,224.35912415924193,8,4,5,false,false,3,false,4,false
[con_ready2],27,237.8229788348975,8,4,5,false,true,3,false,4,true
[consuming2],28,238.82521321684598,8,4,4,false,false,3,false,5,false
[producing2],29,240.6502552768208,8,5,5,false,false,3,false,5,false
[con_ready2],30,241.32593512531378,8,5,5,false,true,3,false,5,true
[consuming2],31,245.0924443202431,8,5,4,false,false,3,false,6,false
[producing2],32,257.0657795003787,8,6,5,false,false,3,false,6,false
[con_ready2],33,257.5388382123806,8,6,5,false,true,3,false,6,true
[consuming2],34,258.13547538340737,8,6,4,false,false,3,false,7,false
[con_ready2],35,268.11594724435884,8,6,4,false,true,3,false,7,true
[consuming2],36,268.36841058909766,8,6,3,false,false,3,false,8,false
[con_ready2],37,274.4635428933307,8,6,3,false,true,3,false,8,true
[consuming2],38,275.55418009983686,8,6,2,false,false,3,false,9,false
[con_ready1],39,285.6638707351739,8,6,2,true,false,3,true,9,false
[consuming1],40,286.3390879989639,8,6,1,false,false,4,false,9,false
[producing2],41,291.5589252054005,8,7,2,false,false,4,false,9,false
[producing],42,298.0071396792228,9,7,3,false,false,4,false,9,false
[producing2],43,307.54474457797517,9,8,4,false,false,4,false,9,false
[producing],44,319.2823739054611,10,8,5,false,false,4,false,9,false
[producing],45,320.1586344941912,11,8,6,false,false,4,false,9,false
[producing],46,326.1391044227176,12,8,7,false,false,4,false,9,false
[producing2],47,328.9406509718,12,9,8,false,false,4,false,9,false
[producing],48,338.36764235894066,13,9,9,false,false,4,false,9,false
[producing2],49,344.76395209848124,13,10,10,false,false,4,false,9,false
[con_ready2],50,353.3201513560453,13,10,10,false,true,4,false,9,true
[consuming2],51,354.1805062416029,13,10,9,false,false,4,false,10,false
[producing],52,368.7583606161916,14,10,10,false,false,4,false,10,false
[con_ready1],53,376.14574829731026,14,10,10,true,false,4,true,10,false
[consuming1],54,376.2442598687078,14,10,9,false,false,5,false,10,false
[producing],55,379.96605537580433,15,10,10,false,false,5,false,10,false
[producing],56,382.92536310091873,16,10,11,false,false,5,false,10,false
[con_ready1],57,383.65782042688386,16,10,11,true,false,5,true,10,false
[consuming1],58,387.8727653092597,16,10,10,false,false,6,false,10,false
[producing],59,397.5063526401323,17,10,11,false,false,6,false,10,false
[producing],60,401.5203139943292,18,10,12,false,false,6,false,10,false
[producing2],61,408.43748507643403,18,11,13,false,false,6,false,10,false
[producing2],62,411.05089380141015,18,12,14,false,false,6,false,10,false
[con_ready1],63,416.61255660039666,18,12,14,true,false,6,true,10,false
[consuming1],64,417.9897957825183,18,12,13,false,false,7,false,10,false
[con_ready2],65,434.47892114565633,18,12,13,false,true,7,false,10,true
[consuming2],66,434.64638863074737,18,12,12,false,false,7,false,11,false
[con_ready1],67,437.805541952105,18,12,12,true,false,7,true,11,false
[consuming1],68,437.8774045523456,18,12,11,false,false,8,false,11,false
[con_ready2],69,459.35848322311665,18,12,11,false,true,8,false,11,true
[consuming2],70,459.5679606005462,18,12,10,false,false,8,false,12,false
[con_ready1],71,461.283759681941,18,12,10,true,false,8,true,12,false
[consuming1],72,462.0878312884495,18,12,9,false,false,9,false,12,false
[con_ready1],73,464.5134565826318,18,12,9,true,false,9,true,12,false
[consuming1],74,466.15902682336684,18,12,8,false,false,10,false,12,false
[producing],75,469.22668863577377,19,12,9,false,false,10,false,12,false
[con_ready2],76,471.8257157547395,19,12,9,false,true,10,false,12,true
[consuming2],77,472.06919127423095,19,12,8,false,false,10,false,13,false
[producing2],78,476.05428903191773,19,13,9,false,false,10,false,13,false
[con_ready1],79,479.216976631825,19,13,9,true,false,10,true,13,false
[consuming1],80,479.3771051237221,19,13,8,false,false,11,false,13,false
[con_ready1],81,480.7987471551337,19,13,8,true,false,11,true,13,false
[consuming1],82,480.86128401244065,19,13,7,false,false,12,false,13,false
[con_ready1],83,484.91328619255444,19,13,7,true,false,12,true,13,false
[consuming1],84,490.072114489032,19,13,6,false,false,13,false,13,false
[producing],85,503.85645815861244,20,13,7,false,false,13,false,13,false
[producing2],86,505.73263677451763,20,14,8,false,false,13,false,13,false
[con_ready1],87,506.2406254024443,20,14,8,true,false,13,true,13,false
[consuming1],88,506.362659952691,20,14,7,false,false,14,false,13,false
[con_ready2],89,530.0484324572307,20,14,7,false,true,14,false,13,true
[consuming2],90,530.7932099858913,20,14,6,false,false,14,false,14,false
[con_ready1],91,531.2956379316578,20,14,6,true,false,14,true,14,false
[consuming1],92,534.0137574746043,20,14,5,false,false,15,false,14,false
[con_ready2],93,547.3164971571508,20,14,5,false,true,15,false,14,true
[consuming2],94,548.1357482163088,20,14,4,false,false,15,false,15,false
[producing],95,572.014914543189,21,14,5,false,false,15,false,15,false
[con_ready1],96,577.7746134678073,21,14,5,true,false,15,true,15,false
[consuming1],97,578.5592201438343,21,14,4,false,false,16,false,15,false
[producing2],98,579.1873743616825,21,15,5,false,false,16,false,15,false
[producing],99,585.1712919823765,22,15,6,false,false,16,false,15,false
[producing],100,592.2713403876256,23,15,7,false,false,16,false,15,false
[con_ready2],101,595.0382292117247,23,15,7,false,true,16,false,15,true
[consuming2],102,595.7961463174778,23,15,6,false,false,16,false,16,false
[producing2],103,602.5088216333173,23,16,7,false,false,16,false,16,false
[producing],104,611.4952797894682,24,16,8,false,false,16,false,16,false
[producing],105,620.1414172366083,25,16,9,false,false,16,false,16,false
[con_ready1],106,624.8089443182043,25,16,9,true,false,16,true,16,false
[consuming1],107,625.1526329335685,25,16,8,false,false,17,false,16,false
[producing],108,640.8784231898177,26,16,9,false,false,17,false,16,false
[producing],109,640.9466538687511,27,16,10,false,false,17,false,16,false
[con_ready2],110,653.6516042418207,27,16,10,false,true,17,false,16,true
[consuming2],111,653.7681158027075,27,16,9,false,false,17,false,17,false
[producing],112,662.920795222038,28,16,10,false,false,17,false,17,false
[con_ready1],113,678.6561802139589,28,16,10,true,false,17,true,17,false
[consuming1],114,678.9444462850212,28,16,9,false,false,18,false,17,false
[con_ready2],115,683.0899498108122,28,16,9,false,true,18,false,17,true
[consuming2],116,685.1017650759919,28,16,8,false,false,18,false,18,false
[con_ready2],117,686.4664705288451,28,16,8,false,true,18,false,18,true
[consuming2],118,687.6416048144888,28,16,7,false,false,18,false,19,false
[producing2],119,695.6461964831275,28,17,8,false,false,18,false,19,false
[con_ready1],120,698.2132422179736,28,17,8,true,false,18,true,19,false
[consuming1],121,698.6458805904787,28,17,7,false,false,19,false,19,false
[con_ready1],122,704.0815117670528,28,17,7,true,false,19,true,19,false
[consuming1],123,704.4541040040896,28,17,6,false,false,20,false,19,false
[producing],124,718.6912139683768,29,17,7,false,false,20,false,19,false
[producing],125,724.444636138474,30,17,8,false,false,20,false,19,false
[con_ready1],126,726.9587083781387,30,17,8,true,false,20,true,19,false
