action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing2],1,8.293776854953189,0,1,1,false,false,0,false,0,false
[con_ready1],2,16.223409731882057,0,1,1,true,false,0,true,0,false
[consuming1],3,16.41301819378562,0,1,0,false,false,1,false,0,false
[producing2],4,44.478011588933555,0,2,1,false,false,1,false,0,false
[con_ready2],5,55.37297321810637,0,2,1,false,true,1,false,0,true
[consuming2],6,56.298746489170455,0,2,0,false,false,1,false,1,false
[producing2],7,59.83544106769961,0,3,1,false,false,1,false,1,false
[con_ready1],8,63.54946504693543,0,3,1,true,false,1,true,1,false
[consuming1],9,64.13911565332295,0,3,0,false,false,2,false,1,false
[producing],10,87.57504587487918,1,3,1,false,false,2,false,1,false
[producing2],11,88.61359606639456,1,4,2,false,false,2,false,1,false
[producing],12,90.28416049983618,2,4,3,false,false,2,false,1,false
[con_ready2],13,94.12319288563049,2,4,3,false,true,2,false,1,true
[consuming2],14,95.02521092628555,2,4,2,false,false,2,false,2,false
[con_ready2],15,102.07086191963788,2,4,2,false,true,2,false,2,true
[consuming2],16,103.66204458215397,2,4,1,false,false,2,false,3,false
[con_ready2],17,105.41949774905005,2,4,1,false,true,2,false,3,true
[consuming2],18,105.43734568368924,2,4,0,false,false,2,false,4,false
[producing],19,112.55314470415803,3,4,1,false,false,2,false,4,false
[con_ready1],20,130.8748746323849,3,4,1,true,false,2,true,4,false
[consuming1],21,131.84882530418133,3,4,0,false,false,3,false,4,false
[producing],22,153.1575169470884,4,4,1,false,false,3,false,4,false
[producing],23,156.41994850503835,5,4,2,false,false,3,false,4,false
[con_ready2],24,164.97929125386486,5,4,2,false,true,3,false,4,true
[consuming2],25,165.35299015639885,5,4,1,false,false,3,false,5,false
[producing],26,174.30194032441094,6,4,2,false,false,3,false,5,false
[con_ready1],27,183.29812586326702,6,4,2,true,false,3,true,5,false
[consuming1],28,184.1357088627785,6,4,1,false,false,4,false,5,false
[con_ready1],29,186.69346612921888,6,4,1,true,false,4,true,5,false
[consuming1],30,187.32643741262507,6,4,0,false,false,5,false,5,false
[producing],31,187.3811960300388,7,4,1,false,false,5,false,5,false
[con_ready2],32,187.5390984893313,7,4,1,false,true,5,false,5,true
[consuming2],33,187.67954516024386,7,4,0,false,false,5,false,6,false
[producing],34,196.60094265146716,8,4,1,false,false,5,false,6,false
[producing],35,201.4048504306256,9,4,2,false,false,5,false,6,false
[producing2],36,202.88693237826067,9,5,3,false,false,5,false,6,false
[con_ready1],37,207.44992662285446,9,5,3,true,false,5,true,6,false
[consuming1],38,208.8703968723749,9,5,2,false,false,6,false,6,false
[producing2],39,211.57787633458472,9,6,3,false,false,6,false,6,false
[con_ready1],40,215.88773491257928,9,6,3,true,false,6,true,6,false
[consuming1],41,217.26293990491976,9,6,2,false,false,7,false,6,false
[con_ready1],42,218.6272975639182,9,6,2,true,false,7,true,6,false
[consuming1],43,220.35051355777833,9,6,1,false,false,8,false,6,false
[con_ready1],44,225.89891405018744,9,6,1,true,false,8,true,6,false
[consuming1],45,226.10734603750356,9,6,0,false,false,9,false,6,false
[producing2],46,229.3539831994254,9,7,1,false,false,9,false,6,false
[producing2],47,245.2425842085161,9,8,2,false,false,9,false,6,false
[con_ready2],48,250.19962910109075,9,8,2,false,true,9,false,6,true
[consuming2],49,250.2170806597921,9,8,1,false,false,9,false,7,false
[producing],50,252.24070643743457,10,8,2,false,false,9,false,7,false
[con_ready1],51,270.890627791187,10,8,2,true,false,9,true,7,false
[consuming1],52,270.9635335885365,10,8,1,false,false,10,false,7,false
[con_ready1],53,271.01625924955033,10,8,1,true,false,10,true,7,false
[consuming1],54,271.41659989966814,10,8,0,false,false,11,false,7,false
[producing],55,278.2149510409779,11,8,1,false,false,11,false,7,false
[producing2],56,282.81288670692504,11,9,2,false,false,11,false,7,false
[con_ready2],57,283.20668311315893,11,9,2,false,true,11,false,7,true
[consuming2],58,284.93293971237205,11,9,1,false,false,11,false,8,false
[producing2],59,287.48855635047283,11,10,2,false,false,11,false,8,false
[con_ready1],60,296.59538335285544,11,10,2,true,false,11,true,8,false
[consuming1],61,297.165359554541,11,10,1,false,false,12,false,8,false
[con_ready1],62,313.0929162283087,11,10,1,true,false,12,true,8,false
[consuming1],63,313.1406186613287,11,10,0,false,false,13,false,8,false
[producing2],64,321.7980672569607,11,11,1,false,false,13,false,8,false
[con_ready1],65,322.36371374389716,11,11,1,true,false,13,true,8,false
[consuming1],66,322.57989751057465,11,11,0,false,false,14,false,8,false
[producing2],67,325.9971764046277,11,12,1,false,false,14,false,8,false
[con_ready1],68,332.6798213663207,11,12,1,true,false,14,true,8,false
[consuming1],69,333.0300805742447,11,12,0,false,false,15,false,8,false
[producing2],70,334.76624880899226,11,13,1,false,false,15,false,8,false
[con_ready2],71,337.4054035032679,11,13,1,false,true,15,false,8,true
[consuming2],72,337.50204275766725,11,13,0,false,false,15,false,9,false
[producing],73,368.61732445598005,12,13,1,false,false,15,false,9,false
[producing],74,374.30256682549765,13,13,2,false,false,15,false,9,false
[con_ready1],75,382.5430958326416,13,13,2,true,false,15,true,9,false
[consuming1],76,384.4957783096645,13,13,1,false,false,16,false,9,false
[con_ready1],77,395.14013812884855,13,13,1,true,false,16,true,9,false
[consuming1],78,395.1992881151598,13,13,0,false,false,17,false,9,false
[producing],79,396.0467931315776,14,13,1,false,false,17,false,9,false
[con_ready1],80,398.84360499598716,14,13,1,true,false,17,true,9,false
[consuming1],81,400.3996095588311,14,13,0,false,false,18,false,9,false
[producing2],82,401.6230382809073,14,14,1,false,false,18,false,9,false
[producing2],83,404.1156944738702,14,15,2,false,false,18,false,9,false
[producing],84,412.23364860802366,15,15,3,false,false,18,false,9,false
[con_ready2],85,417.35916489784796,15,15,3,false,true,18,false,9,true
[consuming2],86,417.9312611052527,15,15,2,false,false,18,false,10,false
[producing],87,425.71731777071517,16,15,3,false,false,18,false,10,false
[con_ready1],88,430.2070946536573,16,15,3,true,false,18,true,10,false
[consuming1],89,430.5467450043274,16,15,2,false,false,19,false,10,false
[con_ready2],90,435.40568965860905,16,15,2,false,true,19,false,10,true
[consuming2],91,436.3756558724262,16,15,1,false,false,19,false,11,false
[producing2],92,441.6549135672375,16,16,2,false,false,19,false,11,false
[producing],93,449.29448950106774,17,16,3,false,false,19,false,11,false
[producing2],94,450.8261362419456,17,17,4,false,false,19,false,11,false
[con_ready2],95,465.48734565046186,17,17,4,false,true,19,false,11,true
[consuming2],96,465.94243666540143,17,17,3,false,false,19,false,12,false
[con_ready1],97,471.69565418804024,17,17,3,true,false,19,true,12,false
[consuming1],98,472.47863942422566,17,17,2,false,false,20,false,12,false
[con_ready2],99,475.1213820003139,17,17,2,false,true,20,false,12,true
[consuming2],100,475.18307918316214,17,17,1,false,false,20,false,13,false
[producing2],101,513.0302764253751,17,18,2,false,false,20,false,13,false
[producing],102,531.659880641637,18,18,3,false,false,20,false,13,false
[con_ready2],103,533.3561392981678,18,18,3,false,true,20,false,13,true
[consuming2],104,536.308029742216,18,18,2,false,false,20,false,14,false
[con_ready2],105,539.2338807480265,18,18,2,false,true,20,false,14,true
[consuming2],106,540.3349167281965,18,18,1,false,false,20,false,15,false
[con_ready2],107,541.4993727169232,18,18,1,false,true,20,false,15,true
[consuming2],108,541.7019252601132,18,18,0,false,false,20,false,16,false
[producing2],109,612.4153992293925,18,19,1,false,false,20,false,16,false
[con_ready2],110,613.8862430848653,18,19,1,false,true,20,false,16,true
[consuming2],111,615.1742362314249,18,19,0,false,false,20,false,17,false
[producing2],112,619.0078294819599,18,20,1,false,false,20,false,17,false
[producing2],113,619.5259758984214,18,21,2,false,false,20,false,17,false
[producing2],114,621.4705011129648,18,22,3,false,false,20,false,17,false
[con_ready1],115,632.4728435615974,18,22,3,true,false,20,true,17,false
[consuming1],116,632.7094067122642,18,22,2,false,false,21,false,17,false
[con_ready1],117,636.430268732568,18,22,2,true,false,21,true,17,false
[consuming1],118,636.6133100540652,18,22,1,false,false,22,false,17,false
[con_ready1],119,643.5350151718322,18,22,1,true,false,22,true,17,false
[consuming1],120,644.8672382156356,18,22,0,false,false,23,false,17,false
[producing2],121,652.4945721389246,18,23,1,false,false,23,false,17,false
[con_ready2],122,654.6830210112381,18,23,1,false,true,23,false,17,true
[consuming2],123,655.0243516495934,18,23,0,false,false,23,false,18,false
[producing],124,672.8116092241779,19,23,1,false,false,23,false,18,false
