action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing2],1,20.475807387963194,0,1,1,false,false,0,false,0,false
[producing],2,23.591513525875676,1,1,2,false,false,0,false,0,false
[producing2],3,28.569170913966857,1,2,3,false,false,0,false,0,false
[con_ready1],4,47.92605913527828,1,2,3,true,false,0,true,0,false
[consuming1],5,48.02388870918679,1,2,2,false,false,1,false,0,false
[producing2],6,49.00361569866917,1,3,3,false,false,1,false,0,false
[con_ready2],7,56.602277053215836,1,3,3,false,true,1,false,0,true
[consuming2],8,58.813994850321954,1,3,2,false,false,1,false,1,false
[producing],9,58.817974568823914,2,3,3,false,false,1,false,1,false
[producing2],10,59.83965264351901,2,4,4,false,false,1,false,1,false
[con_ready1],11,63.54798955001745,2,4,4,true,false,1,true,1,false
[consuming1],12,63.94227330720756,2,4,3,false,false,2,false,1,false
[con_ready1],13,67.56108986962575,2,4,3,true,false,2,true,1,false
[consuming1],14,68.2293235773496,2,4,2,false,false,3,false,1,false
[con_ready2],15,71.07240210044499,2,4,2,false,true,3,false,1,true
[consuming2],16,71.12897452541438,2,4,1,false,false,3,false,2,false
[producing],17,71.15451368362389,3,4,2,false,false,3,false,2,false
[con_ready1],18,75.80050279582044,3,4,2,true,false,3,true,2,false
[consuming1],19,76.61960659026326,3,4,1,false,false,4,false,2,false
[con_ready1],20,81.6980557669443,3,4,1,true,false,4,true,2,false
[consuming1],21,82.26861548832022,3,4,0,false,false,5,false,2,false
[producing2],22,113.12285367608514,3,5,1,false,false,5,false,2,false
[con_ready2],23,117.2463936739905,3,5,1,false,true,5,false,2,true
[consuming2],24,117.93072817642638,3,5,0,false,false,5,false,3,false
[producing],25,120.56899679425877,4,5,1,false,false,5,false,3,false
[con_ready1],26,121.31917372796494,4,5,1,true,false,5,true,3,false
[consuming1],27,121.6593592070287,4,5,0,false,false,6,false,3,false
[producing2],28,190.672140475748,4,6,1,false,false,6,false,3,false
[con_ready2],29,191.3588486898972,4,6,1,false,true,6,false,3,true
