action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing2],1,10.190026858710977,0,1,1,false,false,0,false,0,false
[con_ready1],2,13.879541604247484,0,1,2,false,false,0,true,0,false
[con_ready2],3,20.64747039234357,0,1,2,false,true,0,true,0,true
[consuming2],4,22.80029812121786,0,1,1,false,false,0,true,1,false
[con_ready2],5,46.22305808795573,0,1,1,false,true,0,true,1,true
[consuming2],6,46.54332658074719,0,1,0,false,false,0,true,2,false
[producing2],7,52.802357454645616,0,2,1,false,false,0,true,2,false
[producing],8,55.94584145703844,1,2,2,false,false,0,true,2,false
[con_ready2],9,59.35437650821767,1,2,2,false,true,0,true,2,true
[consuming2],10,59.62803142776832,1,2,1,false,false,0,true,3,false
[producing2],11,59.71046322333134,1,3,1,true,false,0,true,3,false
[consuming1],12,59.80873916150671,1,3,0,false,false,1,false,3,false
[producing],13,75.97328911816791,2,3,1,false,false,1,false,3,false
[producing],14,76.65117225802834,3,3,2,false,false,1,false,3,false
[con_ready2],15,87.31177089499991,3,3,2,false,true,1,false,3,true
[consuming2],16,87.35400848878965,3,3,1,false,false,1,false,4,false
[producing2],17,112.68483814019407,3,4,1,true,false,1,false,4,false
