action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing],1,19.500935901774373,1,0,1,false,false,0,false,0,false
[con_ready2],2,36.42593620362601,1,0,1,false,true,0,false,0,true
[consuming2],3,36.62468000631344,1,0,0,false,false,0,false,1,false
[producing2],4,38.09515040936876,1,1,1,false,false,0,false,1,false
[producing],5,41.52300784717324,2,1,2,false,false,0,false,1,false
[con_ready2],6,47.17480037667403,2,1,2,false,true,0,false,1,true
[consuming2],7,47.262353185908,2,1,1,false,false,0,false,2,false
[con_ready1],8,55.29752120180527,2,1,2,false,false,0,true,2,false
[producing],9,56.49891536007099,3,1,3,false,false,0,true,2,false
[producing],10,95.66129290609618,4,1,4,false,false,0,true,2,false
[producing],11,95.99766170792581,5,1,5,false,false,0,true,2,false
[producing2],12,107.22721821691104,5,2,5,true,false,0,true,2,false
[consuming1],13,109.85501530959627,5,2,4,false,false,1,false,2,false
[con_ready1],14,117.47390391287234,5,2,5,false,false,1,true,2,false
[producing2],15,118.46690085275732,5,3,5,true,false,1,true,2,false
[consuming1],16,118.61936250083014,5,3,4,false,false,2,false,2,false
[con_ready1],17,137.47466453660536,5,3,5,false,false,2,true,2,false
[producing],18,137.5613134754946,6,3,6,false,false,2,true,2,false
[producing],19,148.94932924260104,7,3,7,false,false,2,true,2,false
[con_ready2],20,172.53454783699138,7,3,7,false,true,2,true,2,true
[consuming2],21,173.03327633430254,7,3,6,false,false,2,true,3,false
[con_ready2],22,174.1474388396664,7,3,6,false,true,2,true,3,true
[consuming2],23,174.5592645680075,7,3,5,false,false,2,true,4,false
[producing2],24,194.87478654352725,7,4,5,true,false,2,true,4,false
[consuming1],25,196.77313874003474,7,4,4,false,false,3,false,4,false
[con_ready2],26,201.6169012203891,7,4,4,false,true,3,false,4,true
[consuming2],27,202.211124225551,7,4,3,false,false,3,false,5,false
[producing2],28,202.48771704129055,7,5,3,true,false,3,false,5,false
