action,step,time,p,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,43.59803660509773,1,1,false,false,false,0,false,0,false,0,false
[con_ready1],2,52.20718497773183,1,2,false,false,false,0,true,0,false,0,false
[con_ready2],3,53.30814568009432,1,2,false,true,false,0,true,0,true,0,false
[consuming2],4,55.09204567692315,1,1,false,false,false,0,true,1,false,0,false
[con_ready3],5,63.74359828388448,1,1,false,false,true,0,true,1,false,0,true
[consuming3],6,66.32412207691527,1,0,false,false,false,0,true,1,false,1,false
[producing],7,70.88879158860567,2,1,false,false,false,0,true,1,false,1,false
[con_ready3],8,116.91974369036157,2,1,false,false,true,0,true,1,false,1,true
[consuming3],9,117.07599815879854,2,0,false,false,false,0,true,1,false,2,false
[producing],10,150.52836335889617,3,1,false,false,false,0,true,1,false,2,false
[con_ready3],11,166.84673946731846,3,1,false,false,true,0,true,1,false,2,true
[consuming3],12,166.86334366773596,3,0,false,false,false,0,true,1,false,3,false
[producing],13,182.43965602866157,4,1,false,false,false,0,true,1,false,3,false
[con_ready3],14,185.4975363388702,4,1,false,false,true,0,true,1,false,3,true
[consuming3],15,186.58231934437092,4,0,false,false,false,0,true,1,false,4,false
[producing],16,221.14397762667622,5,1,false,false,false,0,true,1,false,4,false
[con_ready2],17,221.34509124817873,5,1,false,true,false,0,true,1,true,4,false
[consuming2],18,221.9124070634381,5,0,false,false,false,0,true,2,false,4,false
[producing],19,228.99153964021804,6,1,false,false,false,0,true,2,false,4,false
[con_ready3],20,234.67914676880753,6,1,false,false,true,0,true,2,false,4,true
[consuming3],21,235.18064255281678,6,0,false,false,false,0,true,2,false,5,false
[producing],22,255.04248382510633,7,1,false,false,false,0,true,2,false,5,false
[producing],23,273.5762325815887,8,1,true,false,false,0,true,2,false,5,false
[consuming1],24,273.93557879492295,8,0,false,false,false,1,false,2,false,5,false
[producing],25,278.87236826673256,9,1,false,false,false,1,false,2,false,5,false
[con_ready1],26,291.7822315820288,9,2,false,false,false,1,true,2,false,5,false
[con_ready2],27,297.7832058138347,9,2,false,true,false,1,true,2,true,5,false
[consuming2],28,298.0129629686907,9,1,false,false,false,1,true,3,false,5,false
[con_ready3],29,318.9254599923963,9,1,false,false,true,1,true,3,false,5,true
[consuming3],30,321.4051167079714,9,0,false,false,false,1,true,3,false,6,false
[producing],31,339.6875556684369,10,1,false,false,false,1,true,3,false,6,false
[con_ready3],32,340.9534665512213,10,1,false,false,true,1,true,3,false,6,true
[consuming3],33,343.724061664985,10,0,false,false,false,1,true,3,false,7,false
