action,step,time,p,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,7.969399408878401,1,1,false,false,false,0,false,0,false,0,false
[con_ready1],2,9.00323458409968,1,1,true,false,false,0,true,0,false,0,false
[consuming1],3,9.864912751426616,1,0,false,false,false,1,false,0,false,0,false
[producing],4,29.56946069716099,2,1,false,false,false,1,false,0,false,0,false
[con_ready2],5,31.396704396166008,2,1,false,true,false,1,false,0,true,0,false
[consuming2],6,31.5073416600848,2,0,false,false,false,1,false,1,false,0,false
[producing],7,32.503619621672286,3,1,false,false,false,1,false,1,false,0,false
[con_ready2],8,40.36923259173999,3,1,false,true,false,1,false,1,true,0,false
[consuming2],9,40.387928673963025,3,0,false,false,false,1,false,2,false,0,false
[producing],10,60.034932893206566,4,1,false,false,false,1,false,2,false,0,false
[con_ready2],11,74.66372463764966,4,1,false,true,false,1,false,2,true,0,false
[consuming2],12,74.7992803865981,4,0,false,false,false,1,false,3,false,0,false
[producing],13,134.18840692079627,5,1,false,false,false,1,false,3,false,0,false
[con_ready2],14,135.89077950955337,5,1,false,true,false,1,false,3,true,0,false
[consuming2],15,136.39679394142797,5,0,false,false,false,1,false,4,false,0,false
[producing],16,148.01026191759138,6,1,false,false,false,1,false,4,false,0,false
[con_ready3],17,153.56523909661195,6,1,false,false,true,1,false,4,false,0,true
[consuming3],18,153.63910324281753,6,0,false,false,false,1,false,4,false,1,false
[producing],19,158.4136763450423,7,1,false,false,false,1,false,4,false,1,false
[producing],20,163.718541862993,8,2,false,false,false,1,false,4,false,1,false
[con_ready1],21,166.37200092005574,8,2,true,false,false,1,true,4,false,1,false
[consuming1],22,167.94038771677072,8,1,false,false,false,2,false,4,false,1,false
[producing],23,169.04938306509712,9,2,false,false,false,2,false,4,false,1,false
[con_ready1],24,173.42080309335083,9,2,true,false,false,2,true,4,false,1,false
[consuming1],25,174.73795308305455,9,1,false,false,false,3,false,4,false,1,false
[con_ready2],26,195.82732529523216,9,1,false,true,false,3,false,4,true,1,false
[consuming2],27,197.24165257787965,9,0,false,false,false,3,false,5,false,1,false
[producing],28,227.2956066514921,10,1,false,false,false,3,false,5,false,1,false
[producing],29,229.35263878971222,11,2,false,false,false,3,false,5,false,1,false
[con_ready3],30,246.35793826989482,11,2,false,false,true,3,false,5,false,1,true
[consuming3],31,246.5828550479042,11,1,false,false,false,3,false,5,false,2,false
[con_ready2],32,274.23645918737986,11,1,false,true,false,3,false,5,true,2,false
[consuming2],33,274.3501138497462,11,0,false,false,false,3,false,6,false,2,false
[producing],34,290.447559223129,12,1,false,false,false,3,false,6,false,2,false
[producing],35,295.4135972672218,13,2,false,false,false,3,false,6,false,2,false
[producing],36,312.5502322885998,14,3,false,false,false,3,false,6,false,2,false
[producing],37,321.25797265281915,15,4,false,false,false,3,false,6,false,2,false
[con_ready2],38,326.0302650688163,15,4,false,true,false,3,false,6,true,2,false
[consuming2],39,328.1072222519592,15,3,false,false,false,3,false,7,false,2,false
[con_ready2],40,331.18169885042875,15,3,false,true,false,3,false,7,true,2,false
[consuming2],41,332.0711992255803,15,2,false,false,false,3,false,8,false,2,false
[con_ready1],42,334.6259291753496,15,2,true,false,false,3,true,8,false,2,false
[consuming1],43,336.13400101003185,15,1,false,false,false,4,false,8,false,2,false
[con_ready3],44,336.9833160209413,15,1,false,false,true,4,false,8,false,2,true
[consuming3],45,338.82017797418206,15,0,false,false,false,4,false,8,false,3,false
[producing],46,431.08188993313314,16,1,false,false,false,4,false,8,false,3,false
[con_ready3],47,432.3483780665396,16,1,false,false,true,4,false,8,false,3,true
[consuming3],48,432.9672876563161,16,0,false,false,false,4,false,8,false,4,false
[producing],49,441.2780394643022,17,1,false,false,false,4,false,8,false,4,false
[con_ready1],50,449.6627751163581,17,1,true,false,false,4,true,8,false,4,false
[consuming1],51,452.3195324535767,17,0,false,false,false,5,false,8,false,4,false
[producing],52,463.5781125339931,18,1,false,false,false,5,false,8,false,4,false
[con_ready2],53,467.71066137257094,18,1,false,true,false,5,false,8,true,4,false
[consuming2],54,467.7806103282107,18,0,false,false,false,5,false,9,false,4,false
[producing],55,478.0183293149864,19,1,false,false,false,5,false,9,false,4,false
[con_ready2],56,479.5056542571182,19,1,false,true,false,5,false,9,true,4,false
[consuming2],57,481.4181984287444,19,0,false,false,false,5,false,10,false,4,false
[producing],58,524.4077410388987,20,1,false,false,false,5,false,10,false,4,false
[con_ready2],59,542.5248642945667,20,1,false,true,false,5,false,10,true,4,false
[consuming2],60,543.7230858099434,20,0,false,false,false,5,false,11,false,4,false
[producing],61,561.2528399865957,21,1,false,false,false,5,false,11,false,4,false
[con_ready3],62,569.2675288805831,21,1,false,false,true,5,false,11,false,4,true
[consuming3],63,574.4029240864414,21,0,false,false,false,5,false,11,false,5,false
[producing],64,587.9837058305832,22,1,false,false,false,5,false,11,false,5,false
[producing],65,594.0502197046851,23,2,false,false,false,5,false,11,false,5,false
