,action,step,s_X0,s_X1,s_X2,s_X3,s_X4,s_X5,s_X6
0,-,0,0,0,0,0,0,0,0
1,REST_X0,1,2,0,0,0,0,0,0
2,[X0_X5_GET_req],2,3,0,0,0,0,1,0
3,REST_X5,3,3,0,0,0,0,2,0
4,REST_X5,4,3,0,0,0,0,3,0
5,[X0_X5_GET_resp_2xx],5,0,0,0,0,0,0,0
6,REST_X0,6,10,0,0,0,0,0,0
7,[X0_X3_GET_req],7,11,0,0,1,0,0,0
8,REST_X3,8,11,0,0,2,0,0,0
9,REST_X3,9,11,0,0,5,0,0,0
10,[X3_X6_GET_req],10,11,0,0,6,0,0,1
11,REST_X6,11,11,0,0,6,0,0,2
12,REST_X6,12,11,0,0,6,0,0,11
13,[X6_X4_GET_req],13,11,0,0,6,1,0,12
14,REST_X4,14,11,0,0,6,2,0,12
15,REST_X4,15,11,0,0,6,5,0,12
16,[X4_X2_GET_req],16,11,0,1,6,6,0,12
17,REST_X2,17,11,0,2,6,6,0,12
18,REST_X2,18,11,0,3,6,6,0,12
19,[X4_X2_GET_resp_2xx],19,11,0,0,6,3,0,12
20,[X6_X4_GET_resp_2xx],20,11,0,0,6,0,0,3
21,[X3_X6_GET_resp_2xx],21,11,0,0,3,0,0,0
22,[X0_X3_GET_resp_2xx],22,0,0,0,0,0,0,0
23,REST_X0,23,2,0,0,0,0,0,0
24,[X0_X5_GET_req],24,3,0,0,0,0,1,0
25,REST_X5,25,3,0,0,0,0,2,0
26,REST_X5,26,3,0,0,0,0,3,0
27,[X0_X5_GET_resp_2xx],27,0,0,0,0,0,0,0
28,REST_X0,28,10,0,0,0,0,0,0
29,[X0_X3_GET_req],29,11,0,0,1,0,0,0
30,REST_X3,30,11,0,0,2,0,0,0
31,REST_X3,31,11,0,0,5,0,0,0
32,[X3_X6_GET_req],32,11,0,0,6,0,0,1
33,REST_X6,33,11,0,0,6,0,0,2
34,REST_X6,34,11,0,0,6,0,0,11
35,[X6_X4_GET_req],35,11,0,0,6,1,0,12
36,REST_X4,36,11,0,0,6,2,0,12
37,REST_X4,37,11,0,0,6,5,0,12
38,[X4_X2_GET_req],38,11,0,1,6,6,0,12
39,REST_X2,39,11,0,2,6,6,0,12
40,REST_X2,40,11,0,3,6,6,0,12
41,[X4_X2_GET_resp_2xx],41,11,0,0,6,3,0,12
42,[X6_X4_GET_resp_2xx],42,11,0,0,6,0,0,3
43,[X3_X6_GET_resp_2xx],43,11,0,0,3,0,0,0
44,[X0_X3_GET_resp_2xx],44,0,0,0,0,0,0,0
45,REST_X0,45,10,0,0,0,0,0,0
46,[X0_X3_GET_req],46,11,0,0,1,0,0,0
47,REST_X3,47,11,0,0,2,0,0,0
48,REST_X3,48,11,0,0,5,0,0,0
49,[X3_X6_GET_req],49,11,0,0,6,0,0,1
50,REST_X6,50,11,0,0,6,0,0,2
51,REST_X6,51,11,0,0,6,0,0,5
52,[X6_X1_GET_req],52,11,1,0,6,0,0,6
53,REST_X1,53,11,2,0,6,0,0,6
54,REST_X1,54,11,3,0,6,0,0,6
55,[X6_X1_GET_resp_2xx],55,11,0,0,6,0,0,3
56,[X3_X6_GET_resp_2xx],56,11,0,0,3,0,0,0
57,[X0_X3_GET_resp_2xx],57,0,0,0,0,0,0,0
58,REST_X0,58,2,0,0,0,0,0,0
59,[X0_X5_GET_req],59,3,0,0,0,0,1,0
60,REST_X5,60,3,0,0,0,0,2,0
61,REST_X5,61,3,0,0,0,0,3,0
62,[X0_X5_GET_resp_2xx],62,0,0,0,0,0,0,0
63,REST_X0,63,2,0,0,0,0,0,0
64,[X0_X5_GET_req],64,3,0,0,0,0,1,0
65,REST_X5,65,3,0,0,0,0,2,0
66,REST_X5,66,3,0,0,0,0,3,0
67,[X0_X5_GET_resp_2xx],67,0,0,0,0,0,0,0
68,REST_X0,68,10,0,0,0,0,0,0
69,[X0_X3_GET_req],69,11,0,0,1,0,0,0
70,REST_X3,70,11,0,0,2,0,0,0
71,REST_X3,71,11,0,0,5,0,0,0
72,[X3_X6_GET_req],72,11,0,0,6,0,0,1
73,REST_X6,73,11,0,0,6,0,0,2
74,REST_X6,74,11,0,0,6,0,0,11
75,[X6_X4_GET_req],75,11,0,0,6,1,0,12
76,REST_X4,76,11,0,0,6,2,0,12
77,REST_X4,77,11,0,0,6,5,0,12
78,[X4_X2_GET_req],78,11,0,1,6,6,0,12
79,REST_X2,79,11,0,2,6,6,0,12
80,REST_X2,80,11,0,3,6,6,0,12
81,[X4_X2_GET_resp_2xx],81,11,0,0,6,3,0,12
82,[X6_X4_GET_resp_2xx],82,11,0,0,6,0,0,3
83,[X3_X6_GET_resp_2xx],83,11,0,0,3,0,0,0
84,[X0_X3_GET_resp_2xx],84,0,0,0,0,0,0,0
85,REST_X0,85,2,0,0,0,0,0,0
86,[X0_X5_GET_req],86,3,0,0,0,0,1,0
87,REST_X5,87,3,0,0,0,0,2,0
88,REST_X5,88,3,0,0,0,0,3,0
89,[X0_X5_GET_resp_2xx],89,0,0,0,0,0,0,0
90,REST_X0,90,10,0,0,0,0,0,0
91,[X0_X3_GET_req],91,11,0,0,1,0,0,0
92,REST_X3,92,11,0,0,2,0,0,0
93,REST_X3,93,11,0,0,5,0,0,0
94,[X3_X6_GET_req],94,11,0,0,6,0,0,1
95,REST_X6,95,11,0,0,6,0,0,2
96,REST_X6,96,11,0,0,6,0,0,5
97,[X6_X1_GET_req],97,11,1,0,6,0,0,6
98,REST_X1,98,11,2,0,6,0,0,6
99,REST_X1,99,11,3,0,6,0,0,6
100,[X6_X1_GET_resp_2xx],100,11,0,0,6,0,0,3
101,[X3_X6_GET_resp_2xx],101,11,0,0,3,0,0,0
102,[X0_X3_GET_resp_2xx],102,0,0,0,0,0,0,0
103,REST_X0,103,10,0,0,0,0,0,0
104,[X0_X3_GET_req],104,11,0,0,1,0,0,0
105,REST_X3,105,11,0,0,2,0,0,0
106,REST_X3,106,11,0,0,5,0,0,0
107,[X3_X6_GET_req],107,11,0,0,6,0,0,1
108,REST_X6,108,11,0,0,6,0,0,2
109,REST_X6,109,11,0,0,6,0,0,11
110,[X6_X4_GET_req],110,11,0,0,6,1,0,12
111,REST_X4,111,11,0,0,6,2,0,12
112,REST_X4,112,11,0,0,6,5,0,12
113,[X4_X2_GET_req],113,11,0,1,6,6,0,12
114,REST_X2,114,11,0,2,6,6,0,12
115,REST_X2,115,11,0,3,6,6,0,12
116,[X4_X2_GET_resp_2xx],116,11,0,0,6,3,0,12
117,[X6_X4_GET_resp_2xx],117,11,0,0,6,0,0,3
118,[X3_X6_GET_resp_2xx],118,11,0,0,3,0,0,0
119,[X0_X3_GET_resp_2xx],119,0,0,0,0,0,0,0
120,REST_X0,120,2,0,0,0,0,0,0
121,[X0_X5_GET_req],121,3,0,0,0,0,1,0
122,REST_X5,122,3,0,0,0,0,2,0
123,REST_X5,123,3,0,0,0,0,3,0
124,[X0_X5_GET_resp_2xx],124,0,0,0,0,0,0,0
125,REST_X0,125,2,0,0,0,0,0,0
126,[X0_X5_GET_req],126,3,0,0,0,0,1,0
127,REST_X5,127,3,0,0,0,0,2,0
128,REST_X5,128,3,0,0,0,0,3,0
129,[X0_X5_GET_resp_2xx],129,0,0,0,0,0,0,0
130,REST_X0,130,10,0,0,0,0,0,0
