action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,40.044082399051256,1,0,0,1,false,false,false,0,false,0,false,0,false
[con_ready1],2,40.30287282869988,1,0,0,2,false,false,false,0,true,0,false,0,false
[producing2],3,42.975231074695756,1,1,0,3,false,false,false,0,true,0,false,0,false
[con_ready2],4,57.019394923576264,1,1,0,3,false,true,false,0,true,0,true,0,false
[consuming2],5,57.02641039530456,1,1,0,2,false,false,false,0,true,1,false,0,false
[producing2],6,57.66003779659816,1,2,0,3,false,false,false,0,true,1,false,0,false
[con_ready3],7,74.72599419604481,1,2,0,3,false,false,true,0,true,1,false,0,true
[consuming3],8,76.08046536094146,1,2,0,2,false,false,false,0,true,1,false,1,false
[producing],9,80.93269989020561,2,2,0,3,false,false,false,0,true,1,false,1,false
[con_ready3],10,81.46641586598493,2,2,0,3,false,false,true,0,true,1,false,1,true
[consuming3],11,82.06882366346132,2,2,0,2,false,false,false,0,true,1,false,2,false
[con_ready2],12,87.26853041185366,2,2,0,2,false,true,false,0,true,1,true,2,false
[consuming2],13,88.6111614855331,2,2,0,1,false,false,false,0,true,2,false,2,false
[producing3],14,90.57426628172976,2,2,1,2,false,false,false,0,true,2,false,2,false
[producing2],15,91.00559658152686,2,3,1,3,false,false,false,0,true,2,false,2,false
[con_ready2],16,113.70568477045606,2,3,1,3,false,true,false,0,true,2,true,2,false
[consuming2],17,114.9550429391793,2,3,1,2,false,false,false,0,true,3,false,2,false
[producing],18,123.04260146496293,3,3,1,3,false,false,false,0,true,3,false,2,false
[con_ready2],19,127.43477732798365,3,3,1,3,false,true,false,0,true,3,true,2,false
[consuming2],20,127.54735964481065,3,3,1,2,false,false,false,0,true,4,false,2,false
[producing3],21,127.97055338452788,3,3,2,3,false,false,false,0,true,4,false,2,false
[con_ready2],22,132.2082429940514,3,3,2,3,false,true,false,0,true,4,true,2,false
[consuming2],23,133.10337535998923,3,3,2,2,false,false,false,0,true,5,false,2,false
[producing3],24,134.37969223492982,3,3,3,2,true,false,false,0,true,5,false,2,false
[consuming1],25,135.0486590780049,3,3,3,1,false,false,false,1,false,5,false,2,false
[con_ready3],26,137.08989035843152,3,3,3,1,false,false,true,1,false,5,false,2,true
[consuming3],27,137.3420685498914,3,3,3,0,false,false,false,1,false,5,false,3,false
[producing],28,142.6348734525178,4,3,3,1,false,false,false,1,false,5,false,3,false
[producing2],29,145.85067991856417,4,4,3,2,false,false,false,1,false,5,false,3,false
[producing3],30,150.74204895803294,4,4,4,2,true,false,false,1,false,5,false,3,false
