action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,14.108466955479328,1,0,0,1,false,false,false,0,false,0,false,0,false
[producing3],2,16.767877685101624,1,0,1,2,false,false,false,0,false,0,false,0,false
[con_ready3],3,17.534395326849207,1,0,1,2,false,false,true,0,false,0,false,0,true
[consuming3],4,18.56003401334461,1,0,1,1,false,false,false,0,false,0,false,1,false
[producing3],5,20.41888056257197,1,0,2,2,false,false,false,0,false,0,false,1,false
[producing2],6,29.609456344605007,1,1,2,3,false,false,false,0,false,0,false,1,false
[producing3],7,38.83247583530852,1,1,3,4,false,false,false,0,false,0,false,1,false
[producing3],8,44.08865682501327,1,1,4,5,false,false,false,0,false,0,false,1,false
[producing3],9,44.36460930796778,1,1,5,6,false,false,false,0,false,0,false,1,false
[con_ready1],10,47.158641881846904,1,1,5,6,true,false,false,0,true,0,false,1,false
[consuming1],11,49.89921983567499,1,1,5,5,false,false,false,1,false,0,false,1,false
[producing3],12,50.34853017307827,1,1,6,6,false,false,false,1,false,0,false,1,false
[producing3],13,54.38122265045183,1,1,7,7,false,false,false,1,false,0,false,1,false
[producing2],14,64.90845425940022,1,2,7,8,false,false,false,1,false,0,false,1,false
[producing2],15,67.47665251349181,1,3,7,9,false,false,false,1,false,0,false,1,false
[producing2],16,71.33145046760762,1,4,7,10,false,false,false,1,false,0,false,1,false
[con_ready3],17,100.60877579920769,1,4,7,10,false,false,true,1,false,0,false,1,true
[consuming3],18,102.80203825548571,1,4,7,9,false,false,false,1,false,0,false,2,false
[producing2],19,109.14159443422813,1,5,7,10,false,false,false,1,false,0,false,2,false
[con_ready3],20,129.7907764548162,1,5,7,10,false,false,true,1,false,0,false,2,true
[consuming3],21,129.87246287419893,1,5,7,9,false,false,false,1,false,0,false,3,false
[producing2],22,136.3944769740581,1,6,7,10,false,false,false,1,false,0,false,3,false
[con_ready1],23,140.3611235177775,1,6,7,10,true,false,false,1,true,0,false,3,false
[consuming1],24,141.0980273123977,1,6,7,9,false,false,false,2,false,0,false,3,false
[producing3],25,141.26875449581928,1,6,8,10,false,false,false,2,false,0,false,3,false
[con_ready1],26,149.27675102271223,1,6,8,10,true,false,false,2,true,0,false,3,false
[consuming1],27,149.389836018531,1,6,8,9,false,false,false,3,false,0,false,3,false
[producing],28,155.36482882106316,2,6,8,10,false,false,false,3,false,0,false,3,false
[con_ready2],29,165.7520290954322,2,6,8,10,false,true,false,3,false,0,true,3,false
[consuming2],30,167.88666432200208,2,6,8,9,false,false,false,3,false,1,false,3,false
[producing2],31,171.85497989532502,2,7,8,10,false,false,false,3,false,1,false,3,false
[con_ready2],32,194.04357357434998,2,7,8,10,false,true,false,3,false,1,true,3,false
[consuming2],33,195.10883596497385,2,7,8,9,false,false,false,3,false,2,false,3,false
[producing2],34,209.62492768377268,2,8,8,10,false,false,false,3,false,2,false,3,false
[con_ready2],35,210.02286294430846,2,8,8,10,false,true,false,3,false,2,true,3,false
[consuming2],36,210.7765179772933,2,8,8,9,false,false,false,3,false,3,false,3,false
[con_ready1],37,212.87611917451923,2,8,8,9,true,false,false,3,true,3,false,3,false
[consuming1],38,212.97633089156372,2,8,8,8,false,false,false,4,false,3,false,3,false
[producing],39,214.04975842991274,3,8,8,9,false,false,false,4,false,3,false,3,false
[con_ready2],40,214.0720816442882,3,8,8,9,false,true,false,4,false,3,true,3,false
[consuming2],41,215.11178646925066,3,8,8,8,false,false,false,4,false,4,false,3,false
[producing2],42,217.18600565484797,3,9,8,9,false,false,false,4,false,4,false,3,false
[con_ready2],43,221.97790887673185,3,9,8,9,false,true,false,4,false,4,true,3,false
[consuming2],44,222.35227536755173,3,9,8,8,false,false,false,4,false,5,false,3,false
[producing3],45,226.31593634933554,3,9,9,9,false,false,false,4,false,5,false,3,false
