action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,19.08460003601497,1,0,0,1,false,false,false,0,false,0,false,0,false
[producing],2,24.54734025969634,2,0,0,2,false,false,false,0,false,0,false,0,false
[producing],3,41.90731291898905,3,0,0,3,false,false,false,0,false,0,false,0,false
[con_ready3],4,43.89260034078995,3,0,0,3,false,false,true,0,false,0,false,0,true
[consuming3],5,44.7746878930758,3,0,0,2,false,false,false,0,false,0,false,1,false
[con_ready2],6,45.775189654813694,3,0,0,2,false,true,false,0,false,0,true,1,false
[consuming2],7,47.17413286264826,3,0,0,1,false,false,false,0,false,1,false,1,false
[producing3],8,51.35478939504569,3,0,1,2,false,false,false,0,false,1,false,1,false
[producing],9,55.848667884108984,4,0,1,3,false,false,false,0,false,1,false,1,false
[producing3],10,59.870306484404466,4,0,2,4,false,false,false,0,false,1,false,1,false
[con_ready3],11,69.16230416694455,4,0,2,4,false,false,true,0,false,1,false,1,true
[consuming3],12,69.4909209950194,4,0,2,3,false,false,false,0,false,1,false,2,false
[con_ready3],13,82.73238521591884,4,0,2,3,false,false,true,0,false,1,false,2,true
[consuming3],14,82.83895549317805,4,0,2,2,false,false,false,0,false,1,false,3,false
[producing2],15,87.96733705656222,4,1,2,3,false,false,false,0,false,1,false,3,false
[producing3],16,89.93480742025804,4,1,3,4,false,false,false,0,false,1,false,3,false
[con_ready1],17,90.36706907370707,4,1,3,4,true,false,false,0,true,1,false,3,false
[consuming1],18,90.86678448420275,4,1,3,3,false,false,false,1,false,1,false,3,false
[con_ready3],19,94.31532123326875,4,1,3,3,false,false,true,1,false,1,false,3,true
[consuming3],20,94.62636931832797,4,1,3,2,false,false,false,1,false,1,false,4,false
[con_ready2],21,100.05517854336276,4,1,3,2,false,true,false,1,false,1,true,4,false
[consuming2],22,100.89203590203678,4,1,3,1,false,false,false,1,false,2,false,4,false
[con_ready3],23,101.07874524771329,4,1,3,1,false,false,true,1,false,2,false,4,true
[consuming3],24,102.97867008162862,4,1,3,0,false,false,false,1,false,2,false,5,false
[producing],25,128.04234658104355,5,1,3,1,false,false,false,1,false,2,false,5,false
[con_ready2],26,132.72962515619585,5,1,3,1,false,true,false,1,false,2,true,5,false
[consuming2],27,132.8615126911612,5,1,3,0,false,false,false,1,false,3,false,5,false
[producing],28,181.81634497710684,6,1,3,1,false,false,false,1,false,3,false,5,false
[producing2],29,194.48388345587608,6,2,3,2,false,false,false,1,false,3,false,5,false
[producing],30,196.29862795744197,7,2,3,3,false,false,false,1,false,3,false,5,false
[con_ready1],31,199.85064902915346,7,2,3,3,true,false,false,1,true,3,false,5,false
[consuming1],32,199.9483132608704,7,2,3,2,false,false,false,2,false,3,false,5,false
[producing2],33,200.42298012093744,7,3,3,3,false,false,false,2,false,3,false,5,false
[con_ready3],34,201.1853761026563,7,3,3,3,false,false,true,2,false,3,false,5,true
[consuming3],35,201.94047698902324,7,3,3,2,false,false,false,2,false,3,false,6,false
[producing2],36,203.11699744059067,7,4,3,3,false,false,false,2,false,3,false,6,false
[producing3],37,210.84687434640873,7,4,4,4,false,false,false,2,false,3,false,6,false
[producing2],38,221.50521094466495,7,5,4,5,false,false,false,2,false,3,false,6,false
[con_ready1],39,226.41907656262921,7,5,4,5,true,false,false,2,true,3,false,6,false
[consuming1],40,226.68789800945535,7,5,4,4,false,false,false,3,false,3,false,6,false
[con_ready2],41,227.08107664174727,7,5,4,4,false,true,false,3,false,3,true,6,false
[consuming2],42,228.32909552349264,7,5,4,3,false,false,false,3,false,4,false,6,false
[producing2],43,238.08765577839074,7,6,4,4,false,false,false,3,false,4,false,6,false
[producing],44,242.3643754406047,8,6,4,5,false,false,false,3,false,4,false,6,false
[producing2],45,242.7454543736431,8,7,4,6,false,false,false,3,false,4,false,6,false
[producing3],46,243.54155677250088,8,7,5,7,false,false,false,3,false,4,false,6,false
[con_ready2],47,243.71087174176134,8,7,5,7,false,true,false,3,false,4,true,6,false
[consuming2],48,244.25667657048612,8,7,5,6,false,false,false,3,false,5,false,6,false
[con_ready3],49,247.46596787880426,8,7,5,6,false,false,true,3,false,5,false,6,true
[consuming3],50,249.7908978518722,8,7,5,5,false,false,false,3,false,5,false,7,false
[producing3],51,264.2163951088697,8,7,6,6,false,false,false,3,false,5,false,7,false
[producing2],52,267.17955258268836,8,8,6,7,false,false,false,3,false,5,false,7,false
[con_ready3],53,269.849993884105,8,8,6,7,false,false,true,3,false,5,false,7,true
[consuming3],54,270.2951985273919,8,8,6,6,false,false,false,3,false,5,false,8,false
[con_ready2],55,273.24445177475144,8,8,6,6,false,true,false,3,false,5,true,8,false
[consuming2],56,277.3229101576331,8,8,6,5,false,false,false,3,false,6,false,8,false
[producing2],57,281.16064763961697,8,9,6,6,false,false,false,3,false,6,false,8,false
[producing2],58,283.36789090430386,8,10,6,7,false,false,false,3,false,6,false,8,false
[producing3],59,294.70889054685796,8,10,7,8,false,false,false,3,false,6,false,8,false
[producing],60,298.64038208762713,9,10,7,9,false,false,false,3,false,6,false,8,false
[con_ready2],61,299.30971623007645,9,10,7,9,false,true,false,3,false,6,true,8,false
[consuming2],62,299.3355942139042,9,10,7,8,false,false,false,3,false,7,false,8,false
[producing],63,300.3769608496003,10,10,7,9,false,false,false,3,false,7,false,8,false
[producing3],64,301.41706634376214,10,10,8,10,false,false,false,3,false,7,false,8,false
[con_ready3],65,305.52454187355374,10,10,8,10,false,false,true,3,false,7,false,8,true
[consuming3],66,306.55952537602514,10,10,8,9,false,false,false,3,false,7,false,9,false
[producing3],67,314.4138539143879,10,10,9,10,false,false,false,3,false,7,false,9,false
[con_ready2],68,320.50680212310476,10,10,9,10,false,true,false,3,false,7,true,9,false
[consuming2],69,321.12416737704234,10,10,9,9,false,false,false,3,false,8,false,9,false
[producing3],70,325.45718739664596,10,10,10,10,false,false,false,3,false,8,false,9,false
[con_ready2],71,328.1119528127922,10,10,10,10,false,true,false,3,false,8,true,9,false
[consuming2],72,331.0226888280236,10,10,10,9,false,false,false,3,false,9,false,9,false
[producing3],73,332.4047833828598,10,10,11,10,false,false,false,3,false,9,false,9,false
[con_ready3],74,338.11197949197174,10,10,11,10,false,false,true,3,false,9,false,9,true
[consuming3],75,340.5837393609456,10,10,11,9,false,false,false,3,false,9,false,10,false
[producing2],76,343.5440228893091,10,11,11,10,false,false,false,3,false,9,false,10,false
[con_ready1],77,351.14968646767653,10,11,11,10,true,false,false,3,true,9,false,10,false
[consuming1],78,351.698233896764,10,11,11,9,false,false,false,4,false,9,false,10,false
[con_ready2],79,354.28573986606597,10,11,11,9,false,true,false,4,false,9,true,10,false
